1263977550	20240919	202409	2024	2024.7096	BUS	INDUSTRY						BUS			MNCUSA	WELLS FARGO	USA					MNC			1	070	070	07	2	7.0	10	1	10	-0.15898251192368	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	20250919024500	https://itbrief.co.nz/story/banks-accelerate-shift-from-ai-research-to-practical-deployment
1263978201	20250919	202509	2025	2025.7096	ITA	ITALIAN	ITA								CAN	CANADIAN	CAN								1	114	114	11	3	-2.0	8	1	8	-2.94117647058823	1	Canada	CA	CA		60	-96	CA	1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20250919024500	https://www.620ckrm.com/2025/09/18/italian-farm-group-complains-about-canadian-durum/
1263978202	20250919	202509	2025	2025.7096	JAM	KINGSTON	JAM								EDU	STUDENT						EDU			1	143	143	14	3	-6.5	10	1	10	0.91346153846154	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978203	20250919	202509	2025	2025.7096	JEW	JEWISH				JEW					GOV	GOVERNMENT						GOV			0	020	020	02	1	3.0	5	1	5	-4.69667318982387	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.wlrn.org/government-politics/2025-09-18/miami-israel-bonds-protest-activist
1263978204	20250919	202509	2025	2025.7096	JEW	JEWISH				JEW					LAB	UNIONS						LAB			0	071	071	07	2	7.4	5	1	5	-4.69667318982387	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.wlrn.org/government-politics/2025-09-18/miami-israel-bonds-protest-activist
1263978205	20250919	202509	2025	2025.7096	JOR	JORDAN	JOR								GOV	MAYOR						GOV			1	043	043	04	1	2.8	5	1	5	6.94444444444445	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	1	Jordan	JO	JO		31	36	JO	20250919024500	https://www.miragenews.com/new-aquatic-leisure-centre-breaks-ground-1536819/
1263978206	20250919	202509	2025	2025.7096	JUD	FEDERAL COURT						JUD													1	010	010	01	1	0.0	6	1	6	-9.69387755102039	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	0								3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250919024500	https://www.wlrn.org/news-in-brief/2025-09-18/former-financier-gets-seven-years-in-prison-for-defrauding-mother-of-8-4-million
1263978207	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	4	1	4	-4.29252782193958	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	0								3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978208	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD													0	010	010	01	1	0.0	12	1	6	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	0								3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978209	20250919	202509	2025	2025.7096	JUD	SUPREME COURT						JUD													0	010	010	01	1	0.0	10	1	10	-3.487358326068	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263978210	20250919	202509	2025	2025.7096	JUD	COUNSEL						JUD													0	020	020	02	1	3.0	5	1	5	-2.89575289575289	4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	0								4	Kelowna, British Columbia, Canada	CA	CA02	12566	49.9	-119.483	-567125	20250919024500	https://vancouversun.com:443/opinion/op-ed/opinion-putting-public-safety-first-okanagan-mayors-call-for-justice-reform
1263978211	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD													0	020	020	02	1	3.0	6	1	6	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	0								3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978212	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD													0	020	020	02	1	3.0	7	1	7	-2.00573065902579	1	Honduras	HO	HO		15	-86.5	HO	0								1	Honduras	HO	HO		15	-86.5	HO	20250919024500	https://www.king5.com/article/news/community/facing-race/washington-immigration/woman-receives-legal-permanent-residency-status-two-decades-washington-state/281-643741c4-4eb8-4471-95ad-ba4f0e8c6329
1263978213	20250919	202509	2025	2025.7096	JUD	ADVOCATE						JUD													1	036	036	03	1	4.0	8	1	8	5.58139534883721	3	Triton College, Illinois, United States	US	USIL	IL031	41.915	-87.8426	1772654	0								3	Triton College, Illinois, United States	US	USIL		41.915	-87.8426	1772654	20250919024500	https://chicagodefender.com/first-ladies-health-initiative-to-host-maternal-health-panel-resource-fair-at-imani-village/
1263978214	20250919	202509	2025	2025.7096	JUD	SUPERIOR COURT						JUD													0	036	036	03	1	4.0	2	1	2	-6.66666666666667	3	San Luis Obispo County, California, United States	US	USCA	CA079	35.3666	-120.534	277304	0								3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20250919024500	https://keyt.com/news/san-luis-obispo-county/2025/09/18/ryan-james-johnson-convicted-of-felony-dui-while-on-drugs-and-other-charges-thursday/
1263978215	20250919	202509	2025	2025.7096	JUD	ADVOCATE						JUD													1	036	036	03	1	4.0	2	1	2	5.58139534883721	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250919024500	https://chicagodefender.com/first-ladies-health-initiative-to-host-maternal-health-panel-resource-fair-at-imani-village/
1263978216	20250919	202509	2025	2025.7096	JUD	JUDGE						JUD													0	043	043	04	1	2.8	10	1	10	-1.86113099498927	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250919024500	https://www.thedailybeast.com/obsessed/rhoc-recap-did-tamra-judge-have-an-affair-with-a-rock-star/
1263978217	20250919	202509	2025	2025.7096	JUD	JUSTICE SYSTEM						JUD													0	051	051	05	1	3.4	7	1	7	-5.69852941176471	3	Woodford County, Illinois, United States	US	USIL	IL203	40.7667	-89.2334	1785231	0								3	Woodford County, Illinois, United States	US	USIL		40.7667	-89.2334	1785231	20250919024500	https://www.wandtv.com/news/statehouse/pretrial-fairness-act-illinois-democrats-republicans-mark-2-years-without-cash-bail/article_add53b2a-7bf4-4afb-b2b3-d62385d320ae.html
1263978218	20250919	202509	2025	2025.7096	JUD	JUSTICE SYSTEM						JUD													0	051	051	05	1	3.4	3	1	3	-5.69852941176471	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250919024500	https://www.wandtv.com/news/statehouse/pretrial-fairness-act-illinois-democrats-republicans-mark-2-years-without-cash-bail/article_add53b2a-7bf4-4afb-b2b3-d62385d320ae.html
1263978219	20250919	202509	2025	2025.7096	JUD	JUDICIARY						JUD													1	057	057	05	1	8.0	5	1	5	-12.7659574468085	1	Maldives	MV	MV		3.2	73	MV	0								1	Maldives	MV	MV		3.2	73	MV	20250919024500	https://maldivesindependent.com/politics/suspension-lifted-for-13-lawyers-132647
1263978220	20250919	202509	2025	2025.7096	JUD	JUDGE						JUD													1	111	111	11	3	-2.0	5	1	5	-3.487358326068	2	Washington, United States	US	USWA		47.3917	-121.571	WA	0								1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263978221	20250919	202509	2025	2025.7096	JUD	PROSECUTOR						JUD													0	130	130	13	3	-4.4	10	1	10	-8.78859857482189	0								0								0								20250919024500	https://www.fox10tv.com/2025/09/18/defense-question-human-trafficking-charge-applies-allegations-against-mobile-man/
1263978222	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD													1	1721	172	17	4	-5.0	3	1	3	-3.6231884057971	2	Texas, United States	US	USTX		31.106	-97.6475	TX	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919024500	https://kvia.com/news/2025/09/18/suspension-of-jimmy-kimmel-raises-freedom-of-speech-concerns-among-el-pasoans/
1263978223	20250919	202509	2025	2025.7096	JUD	SUPREME COURT						JUD													0	1721	172	17	4	-5.0	6	1	6	-3.487358326068	1	United Kingdom	UK	UK		54	-4	UK	0								1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263978224	20250919	202509	2025	2025.7096	JUD	SUPREME COURT						JUD													0	1721	172	17	4	-5.0	2	1	2	-3.487358326068	1	United Kingdom	UK	UK		54	-4	UK	0								2	Washington, United States	US	USWA		47.3917	-121.571	WA	20250919024500	https://www.yakimaherald.com/news/local/appeals-court-reverses-yakima-doctors-punishment-for-covid-blog-posts/article_f7283341-b66d-4fbf-a9e9-67afcc56a890.html
1263978225	20250919	202509	2025	2025.7096	JUD	SUPREME COURT						JUD													1	190	190	19	4	-10.0	6	1	6	-6.40608034744842	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250919024500	https://highlandcountypress.com/headlines/ohio-abortion-regulations-appeal-attorneys-state-and-womens-health-clinics-make-arguments
1263978226	20250919	202509	2025	2025.7096	JUD	COUNSEL						JUD			AUS	AUSTRALIA	AUS								1	051	051	05	1	3.4	2	1	2	5.04451038575668	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	4	Adelaide, South Australia, Australia	AS	AS05	5256	-34.9333	138.6	-1555188	20250919024500	https://www.miragenews.com/minterellison-guides-sale-of-port-adelaide-1536821/
1263978227	20250919	202509	2025	2025.7096	JUD	HIGH COURT						JUD			COP	POLICE						COP			1	190	190	19	4	-10.0	10	1	10	-3.90243902439025	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20250919024500	https://www.whas11.com/article/news/local/could-kentucky-supreme-court-decision-on-no-knock-warrant-bans-affect-louisville-attorney-says-absolutely/417-2707920d-6ed4-4136-9394-67d995cbb179
1263978228	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			EDU	COLLEGE						EDU			1	040	040	04	1	1.0	3	1	3	-1.92307692307692	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250919024500	https://www.kbtx.com/2025/09/18/bryan-lawyer-breaks-down-free-speech-limits-after-disciplinary-actions-tied-charlie-kirks-death/
1263978229	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			EDU	SCHOOL						EDU			0	046	046	04	1	7.0	4	1	4	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978230	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			HLH	HOSPITAL						HLH			0	173	173	17	4	-5.0	2	1	2	-6.66666666666667	3	San Luis Obispo County, California, United States	US	USCA	CA079	35.3666	-120.534	277304	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250919024500	https://keyt.com/news/san-luis-obispo-county/2025/09/18/ryan-james-johnson-convicted-of-felony-dui-while-on-drugs-and-other-charges-thursday/
1263978231	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			HND	HONDURAS	HND								0	020	020	02	1	3.0	3	1	3	-2.00573065902579	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	20250919024500	https://www.king5.com/article/news/community/facing-race/washington-immigration/woman-receives-legal-permanent-residency-status-two-decades-washington-state/281-643741c4-4eb8-4471-95ad-ba4f0e8c6329
1263978232	20250919	202509	2025	2025.7096	JUD	FEDERAL COURT						JUD			USA	UNITED STATES	USA								1	010	010	01	1	0.0	4	1	4	-9.69387755102039	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	3	Miami, Florida, United States	US	USFL	FL086	25.7743	-80.1937	295004	20250919024500	https://www.wlrn.org/news-in-brief/2025-09-18/former-financier-gets-seven-years-in-prison-for-defrauding-mother-of-8-4-million
1263978233	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978234	20250919	202509	2025	2025.7096	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	020	020	02	1	3.0	2	1	2	-4.29252782193958	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	3	Teaticket, Massachusetts, United States	US	USMA	MA001	41.5646	-70.5959	616474	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263978235	20250919	202509	2025	2025.7096	JUD	JUDGE						JUD			USA	UNITED STATES	USA								1	1243	124	12	3	-4.0	4	1	4	-3.30882352941177	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.israelnationalnews.com/news/415184
1263978236	20250919	202509	2025	2025.7096	JUD	DISTRICT COURT						JUD			men	MENDE			men						1	043	043	04	1	2.8	10	1	10	-3.77574370709382	0								0								0								20250919024500	https://www.southcoastregister.com.au/story/9069631/former-police-officer-sentenced-for-perjury-in-jack-de-belin-case/
1263978237	20250919	202509	2025	2025.7096	KEN	KENYA	KEN								EDU	STUDENT						EDU			0	141	141	14	3	-6.5	5	1	5	-5.46218487394958	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	4	Nairobi, Nairobi Area, Kenya	KE	KE05	18585	-1.28333	36.8167	-2258072	20250919024500	https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece
1263978238	20250919	202509	2025	2025.7096	KOR	S. KOREA	KOR																		1	020	020	02	1	3.0	10	1	10	2.12765957446808	4	Incheon, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.4536	126.732	-708814	0								4	Incheon, Inch'on-gwangyoksi, South Korea	KS	KS12	24980	37.4536	126.732	-708814	20250919024500	https://www.koreaherald.com/article/10579162
1263978239	20250919	202509	2025	2025.7096	KOR	SEOUL	KOR								USA	UNITED STATES	USA								1	042	042	04	1	1.9	2	1	2	1.97628458498023	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919024500	https://www.koreaherald.com/article/10579171
1263978240	20250919	202509	2025	2025.7096	LAB	WORKER						LAB			CAN	CANADA	CAN								1	051	051	05	1	3.4	1	1	1	0.91346153846154	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978241	20250919	202509	2025	2025.7096	LAB	WORKER						LAB			CAN	CANADA	CAN								0	051	051	05	1	3.4	2	1	2	0.91346153846154	1	United States	US	US		39.828175	-98.5795	US	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978242	20250919	202509	2025	2025.7096	LAB	WORKER						LAB			EDU	STUDENT						EDU			1	046	046	04	1	7.0	4	1	4	0.91346153846154	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978243	20250919	202509	2025	2025.7096	LAB	WORKER						LAB			EDU	STUDENT						EDU			0	046	046	04	1	7.0	2	1	2	0.91346153846154	1	United States	US	US		39.828175	-98.5795	US	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	4	Brockville, Ontario, Canada	CA	CA08	30554	44.5833	-75.6833	-561684	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978244	20250919	202509	2025	2025.7096	LAB	WORKER						LAB			EDU	STUDENT						EDU			1	046	046	04	1	7.0	14	1	8	0.91346153846154	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.thewhig.com:443/news/st-lawrence-college-students-join-staff-picket-lines/wcm/cf49d77b-ce74-4595-bc57-8103af94f3df
1263978245	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG													0	012	012	01	1	-0.4	1	1	1	-5.9447983014862	4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	0								4	Ajit, Rajasthan, India	IN	IN24	17837	25.85	72.6833	-2088338	20250919024500	https://www.thehindu.com/news/national/maharashtra/opposition-ruling-parties-spar-over-rahuls-fresh-vote-chori-charges-seek-fadnavis-resignation/article70068451.ece
1263978246	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG													0	012	012	01	1	-0.4	3	1	3	-5.9447983014862	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250919024500	https://www.thehindu.com/news/national/maharashtra/opposition-ruling-parties-spar-over-rahuls-fresh-vote-chori-charges-seek-fadnavis-resignation/article70068451.ece
1263978247	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG													0	012	012	01	1	-0.4	1	1	1	-5.9447983014862	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20250919024500	https://www.thehindu.com/news/national/maharashtra/opposition-ruling-parties-spar-over-rahuls-fresh-vote-chori-charges-seek-fadnavis-resignation/article70068451.ece
1263978248	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG													1	051	051	05	1	3.4	8	1	8	7.26351351351352	4	Changi, Singapore (general), Singapore	SN	SN00	18585	1.34167	103.964	-73644	0								4	Changi, Singapore (general), Singapore	SN	SN00	18585	1.34167	103.964	-73644	20250919024500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/singhealths-healthier-east-sg-joins-whos-global-network-of-age-friendly-cities/2187096
1263978249	20250919	202509	2025	2025.7096	LEG	SENATE						LEG													1	120	120	12	3	-4.0	6	1	6	0.84084084084084	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250919024500	https://www.spencerdailyreporter.com/articles/news-spencerreporter-2/the-political-roller-coaster/
1263978250	20250919	202509	2025	2025.7096	LEG	PARLIAMENT						LEG			GBR	UNITED KINGDOM	GBR								1	060	060	06	2	6.0	10	1	10	1.60550458715597	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263978251	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG			GOV	PRESIDENT						GOV			0	051	051	05	1	3.4	5	1	5	0.63761955366631	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250919024500	https://www.forbes.com/sites/brucedorminey/2025/09/18/nasas-extrasolar-planet-tally-officially-hits-the-6000-mark/
1263978252	20250919	202509	2025	2025.7096	LEG	SENATOR						LEG			GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	6	1	6	-6.55940594059406	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250919024500	https://timesofindia.indiatimes.com/world/us/license-should-be-taken-away-donald-trump-wants-to-punish-tv-networks-over-negative-coverage-calls-jimmy-kimmel-untalented/articleshow/123988016.cms
1263978253	20250919	202509	2025	2025.7096	LEG	GENERAL ASSEMBLY						LEG			IGOUNO	THE UN		UNO				IGO			1	017	017	01	1	0.0	10	1	10	-3.15533980582524	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.miragenews.com/world-leaders-convene-at-un-for-unga80-1536817/
1263978254	20250919	202509	2025	2025.7096	LEG	GENERAL ASSEMBLY						LEG			IGOUNO	UNITED NATIONS		UNO				IGO			1	020	020	02	1	3.0	10	1	10	-3.15533980582524	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250919024500	https://www.miragenews.com/world-leaders-convene-at-un-for-unga80-1536817/
1263978255	20250919	202509	2025	2025.7096	LEG	GENERAL ASSEMBLY						LEG			IGOUNO	THE UN		UNO				IGO			1	030	030	03	1	4.0	10	1	10	-3.15533980582524	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	1	Brazil	BR	BR		-10	-55	BR	20250919024500	https://www.miragenews.com/world-leaders-convene-at-un-for-unga80-1536817/
1263978256	20250919	202509	2025	2025.7096	LEG	LAWMAKER						LEG			MED	MEDIA						MED			0	1721	172	17	4	-5.0	12	3	12	-4.92610837438423	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250919024500	https://cbs2iowa.com/news/nation-world/fcc-chair-defends-decision-to-take-kimmel-off-the-air-says-were-not-done-yet-president-donald-trump-disney-abc
1263978257	20250919	202509	2025	2025.7096	LEG	LAWMAKER						LEG			MED	MEDIA						MED			0	1721	172	17	4	-5.0	6	3	6	-4.92610837438423	1	United Kingdom	UK	UK		54	-4	UK	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20250919024500	https://cbs2iowa.com/news/nation-world/fcc-chair-defends-decision-to-take-kimmel-off-the-air-says-were-not-done-yet-president-donald-trump-disney-abc
1263978258	20250919	202509	2025	2025.7096	LEG	LAWMAKER						LEG			MED	MEDIA						MED			0	1721	172	17	4	-5.0	12	3	12	-4.92610837438423	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://cbs2iowa.com/news/nation-world/fcc-chair-defends-decision-to-take-kimmel-off-the-air-says-were-not-done-yet-president-donald-trump-disney-abc
1263978259	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG			SGP	SINGAPORE	SGP								1	051	051	05	1	3.4	2	1	2	7.26351351351352	4	Changi, Singapore (general), Singapore	SN	SN00	18585	1.34167	103.964	-73644	4	Changi, Singapore (general), Singapore	SN	SN00	18585	1.34167	103.964	-73644	4	Changi, Singapore (general), Singapore	SN	SN00	18585	1.34167	103.964	-73644	20250919024500	https://www.manilatimes.net/2025/09/19/tmt-newswire/pr-newswire/singhealths-healthier-east-sg-joins-whos-global-network-of-age-friendly-cities/2187096
1263978260	20250919	202509	2025	2025.7096	LEG	CONGRESS						LEG			USA	AMERICAN	USA								0	051	051	05	1	3.4	10	1	10	-0.37453183520599	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919024500	https://www.wgrz.com/article/news/politics/gillibrand-introduces-bill-banning-stock-trading-for-senior-government-officials/71-abc183b1-fbd9-4ac7-abe6-d5d99e2f9331
