1269509308	20241019	202410	2024	2024.7918	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								1	045	045	04	1	5.0	10	1	10	1.40845070422535	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	4	Qingzhou, Guangdong, China	CH	CH30	13041	24.3563	114.803	6026703	20251019200000	https://www.globaltimes.cn/page/202510/1346002.shtml
1269509742	20251019	202510	2025	2025.7918	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIA	RUS								1	043	043	04	1	2.8	2	1	2	-3.75	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	20251019200000	https://www.lbc.co.uk/article/nigel-farages-brussels-fraud-probe-5HjdFcS_2/
1269509743	20251019	202510	2025	2025.7918	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIA	RUS								1	043	043	04	1	2.8	2	1	2	-3.75	4	Brussels, Bruxelles-Capitale, Belgium	BE	BE11	5850	50.8333	4.33333	-1955538	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20251019200000	https://www.lbc.co.uk/article/nigel-farages-brussels-fraud-probe-5HjdFcS_2/
1269509744	20251019	202510	2025	2025.7918	IND	BIHAR	IND																		0	110	110	11	3	-2.0	2	1	2	-1.31004366812227	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251019200000	https://aninews.in/news/national/politics/mahagathbandhan-is-formed-for-their-own-selfish-interests-bjp-candidate-ram-kirpal-yadav20251019235327/
1269509745	20251019	202510	2025	2025.7918	IND	PATNA	IND																		1	111	111	11	3	-2.0	2	1	2	-1.31004366812227	5	Madhya Pradesh, Madhya Pradesh, India	IN	IN35	17744	23.5	78.5	-2103026	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251019200000	https://aninews.in/news/national/politics/mahagathbandhan-is-formed-for-their-own-selfish-interests-bjp-candidate-ram-kirpal-yadav20251019235327/
1269509746	20251019	202510	2025	2025.7918	IND	MUMBAI	IND								CVL	VOTER						CVL			1	010	010	01	1	0.0	1	1	1	-3.68763557483731	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	70178	18.5333	73.8667	-2108361	20251019200000	https://www.prokerala.com/news/articles/a1687735.html
1269509747	20251019	202510	2025	2025.7918	INDGOV	NITISH KUMAR	IND					GOV													1	010	010	01	1	0.0	5	1	5	-1.31004366812227	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251019200000	https://aninews.in/news/national/politics/mahagathbandhan-is-formed-for-their-own-selfish-interests-bjp-candidate-ram-kirpal-yadav20251019235327/
1269509748	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL																		0	010	010	01	1	0.0	4	1	4	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	0								4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509749	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL																		0	093	093	09	2	-2.0	4	1	4	0.2865329512894	4	Longford, Longford, Ireland	EI	EI18	18307	53.7333	-7.8	-1504292	0								4	Longford, Longford, Ireland	EI	EI18	18307	53.7333	-7.8	-1504292	20251019200000	https://www.longfordleader.ie/news/local-news/1921272/anger-as-people-from-another-county-told-to-go-to-soft-touch-longford-for-social-housing.html
1269509750	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL																		0	110	110	11	3	-2.0	8	1	8	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	0								4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509751	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL																		0	120	120	12	3	-4.0	8	1	8	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	0								4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509752	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL																		0	194	194	19	4	-10.0	4	1	4	0.2865329512894	4	Longford, Longford, Ireland	EI	EI18	18307	53.7333	-7.8	-1504292	0								4	Longford, Longford, Ireland	EI	EI18	18307	53.7333	-7.8	-1504292	20251019200000	https://www.longfordleader.ie/news/local-news/1921272/anger-as-people-from-another-county-told-to-go-to-soft-touch-longford-for-social-housing.html
1269509753	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL								GBR	UNITED KINGDOM	GBR								1	084	084	08	2	7.0	4	1	4	4.07239819004525	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251019200000	https://www.thenews.com.pk/latest/1352110-paul-mescal-reflects-on-evolving-bond-with-josh-oconnor-on-film-set
1269509754	20251019	202510	2025	2025.7918	IRL	IRELAND	IRL								PRT	LISBON	PRT								1	010	010	01	1	0.0	2	1	2	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509755	20251019	202510	2025	2025.7918	IRLGOVEDU	IRELAND	IRL					GOV	EDU		IRL	IRELAND	IRL								0	010	010	01	1	0.0	2	1	2	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509756	20251019	202510	2025	2025.7918	IRLGOVEDU	IRELAND	IRL					GOV	EDU		IRL	IRELAND	IRL								0	190	190	19	4	-10.0	2	1	2	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509757	20251019	202510	2025	2025.7918	IRQ	IRAQ	IRQ								LBN	LEBANON	LBN								1	043	043	04	1	2.8	4	1	4	-3.54430379746836	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	1	Iraq	IZ	IZ		33	44	IZ	20251019200000	https://www.980waav.com/2025/10/19/father-kiely-to-newsmax-mideast-christians-suffer-under-islam/
1269509758	20251019	202510	2025	2025.7918	IRQ	IRAQ	IRQ								LBN	LEBANON	LBN								1	043	043	04	1	2.8	6	1	6	-3.54430379746836	1	Iraq	IZ	IZ		33	44	IZ	1	Lebanon	LE	LE		33.833333	35.833333	LE	1	Iraq	IZ	IZ		33	44	IZ	20251019200000	https://www.980waav.com/2025/10/19/father-kiely-to-newsmax-mideast-christians-suffer-under-islam/
1269509759	20251019	202510	2025	2025.7918	ISR	TEL AVIV	ISR																		0	080	080	08	2	5.0	1	1	1	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	0								4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509760	20251019	202510	2025	2025.7918	ISR	ISRAELI	ISR								CVL	CIVILIAN						CVL			0	130	130	13	3	-4.4	2	1	2	-9.57792207792204	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Khan Yunis, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.3402	34.3063	-797165	20251019200000	https://www.dailysabah.com/world/mid-east/israel-says-resumes-cease-fire-after-strikes-kill-45-in-gaza
1269509761	20251019	202510	2025	2025.7918	ISR	ISRAELI	ISR								MED	JOURNALIST						MED			0	182	182	18	4	-9.5	1	1	1	-9.57792207792204	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Khan Yunis, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.3402	34.3063	-797165	4	Khan Yunis, Gaza Strip (general), Gaza Strip	GZ	GZ00	18315	31.3402	34.3063	-797165	20251019200000	https://www.dailysabah.com/world/mid-east/israel-says-resumes-cease-fire-after-strikes-kill-45-in-gaza
1269509762	20251019	202510	2025	2025.7918	ISR	ISRAELI	ISR								OPP	ACTIVIST						OPP			0	190	190	19	4	-10.0	10	1	10	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509763	20251019	202510	2025	2025.7918	ISR	TEL AVIV	ISR								PSE	GAZA	PSE								1	0333	033	03	1	5.2	4	1	4	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509764	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	PALESTINIAN	PSE								0	043	043	04	1	2.8	2	1	2	-6.68016194331984	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509765	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	043	043	04	1	2.8	2	1	2	-1.40712945590995	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509766	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	080	080	08	2	5.0	1	1	1	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509767	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	080	080	08	2	5.0	1	1	1	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	4	Rafah, Gaza Strip (general), Gaza Strip	GZ	GZ00	16446	31.3292	34.2311	10420173	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509768	20251019	202510	2025	2025.7918	ISR	ISRAELI	ISR								PSE	GAZA	PSE								1	082	082	08	2	5.0	2	1	2	-6.68016194331984	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509769	20251019	202510	2025	2025.7918	ISR	TEL AVIV	ISR								PSE	GAZA	PSE								1	162	162	16	4	-5.6	4	1	4	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509770	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	173	173	17	4	-5.0	1	1	1	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509771	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	173	173	17	4	-5.0	1	1	1	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	1	West Bank	WE	WE		31.666667	35.25	WE	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509772	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	174	174	17	4	-5.0	2	1	2	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	1	West Bank	WE	WE		31.666667	35.25	WE	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509773	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	043	043	04	1	2.8	10	1	10	-6.68016194331984	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509774	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	060	060	06	2	6.0	1	1	1	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	1	Gaza Strip	GZ	GZ		31.425074	34.373398	GZ	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509775	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	060	060	06	2	6.0	1	1	1	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	West Bank	WE	WE		31.666667	35.25	WE	1	West Bank	WE	WE		31.666667	35.25	WE	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509776	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	084	084	08	2	7.0	10	1	10	-6.68016194331984	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	4	Shifa, Ha?afon, Israel	IS	IS03	18314	32.45	35.5333	-781443	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509777	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			0	0841	084	08	2	7.0	2	1	2	-6.68016194331984	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509778	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREB	HAMAS	PSE					REB			1	195	195	19	4	-10.0	2	1	2	-8.52713178294574	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509779	20251019	202510	2025	2025.7918	ISR	ISRAEL	ISR								PSEREBCVL	HAMAS	PSE					REB	CVL		0	060	060	06	2	6.0	2	1	2	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509780	20251019	202510	2025	2025.7918	ISR	ISRAELI	ISR								RUS	MOLOTOV	RUS								0	172	172	17	4	-5.0	5	1	5	-1.40712945590995	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251019200000	https://www.yahoo.com/news/articles/ihh-turkish-proscribed-terror-group-193533302.html
1269509781	20251019	202510	2025	2025.7918	ISRCOP	ISRAELI	ISR					COP			ISR	ISRAEL	ISR								1	082	082	08	2	5.0	3	1	3	-6.68016194331984	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20251019200000	https://www.11alive.com/article/syndication/associatedpress/israel-identifies-body-of-hostage-as-major-gaza-crossing-remains-closed/616-e398d291-bd53-4340-b079-6ca720b6a4e9
1269509782	20251019	202510	2025	2025.7918	ISRGOV	TEL AVIV	ISR					GOV			ISR	TEL AVIV	ISR								1	0333	033	03	1	5.2	6	1	6	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509783	20251019	202510	2025	2025.7918	ISRGOV	ISRAEL	ISR					GOV			ISR	ISRAEL	ISR								1	162	162	16	4	-5.6	4	1	4	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509784	20251019	202510	2025	2025.7918	ISRGOV	TEL AVIV	ISR					GOV			PSE	GAZA	PSE								1	162	162	16	4	-5.6	2	1	2	-8.52713178294574	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Tel Aviv, Tel Aviv, Israel	IS	IS05	18316	32.0667	34.7667	-781545	20251019200000	https://athens-times.com/israel-returns-to-ceasefire-after-gaza-airstrikes-halts-humanitarian-aid/
1269509785	20251019	202510	2025	2025.7918	ITA	NAPLES	ITA								DZA	ALGERIA	DZA								1	173	173	17	4	-5.0	10	1	10	0	1	Italy	IT	IT		42.833333	12.833333	IT	1	Algeria	AG	AG		28	3	AG	1	Italy	IT	IT		42.833333	12.833333	IT	20251019200000	https://www.aps.dz:443/en/economy/trade-services/mgxxf203-algeria-takes-part-in-11th-mediterranean-dialogues-in-naples
1269509786	20251019	202510	2025	2025.7918	JORPTY	JORDAN	JOR								GOV	PRESIDENT						GOV			1	111	111	11	3	-2.0	5	1	5	-10.1769911504425	0								0								0								20251019200000	https://gulfnews.com/world/europe/in-and-out-in-7-minutes-how-thieves-snatched-louvres-priceless-napoleonic-jewels-1.500313711
1269509787	20251019	202510	2025	2025.7918	JPN	JAPAN	JPN								BUS	BANK						BUS			1	010	010	01	1	0.0	2	1	2	-1.51260504201681	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251019200000	https://aninews.in/news/national/politics/foreign-firms-are-gradually-being-allowed-to-acquire-indian-banks-cong20251019235902/
1269509788	20251019	202510	2025	2025.7918	JPN	JAPAN	JPN								BUS	BANK						BUS			1	010	010	01	1	0.0	1	1	1	-1.51260504201681	1	Syria	SY	SY		35	38	SY	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20251019200000	https://aninews.in/news/national/politics/foreign-firms-are-gradually-being-allowed-to-acquire-indian-banks-cong20251019235902/
1269509789	20251019	202510	2025	2025.7918	JPN	JAPAN	JPN								BUS	BANK						BUS			1	010	010	01	1	0.0	1	1	1	-1.51260504201681	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Singapore	SN	SN		1.366667	103.8	SN	20251019200000	https://aninews.in/news/national/politics/foreign-firms-are-gradually-being-allowed-to-acquire-indian-banks-cong20251019235902/
1269509790	20251019	202510	2025	2025.7918	JPN	JAPAN	JPN								BUS	BANK						BUS			1	010	010	01	1	0.0	1	1	1	-1.51260504201681	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	1	Syria	SY	SY		35	38	SY	20251019200000	https://aninews.in/news/national/politics/foreign-firms-are-gradually-being-allowed-to-acquire-indian-banks-cong20251019235902/
1269509791	20251019	202510	2025	2025.7918	JUD	JUDGE						JUD													1	051	051	05	1	3.4	5	1	5	-1.99401794616151	3	Plymouth Meeting, Pennsylvania, United States	US	USPA	PA091	40.1023	-75.2743	1184137	0								3	Plymouth Meeting, Pennsylvania, United States	US	USPA		40.1023	-75.2743	1184137	20251019200000	https://www.pennlive.com/news/2025/10/judge-blocked-facebook-from-revealing-pa-activists-who-track-ice-on-social-media.html
1269509792	20251019	202510	2025	2025.7918	JUD	LAWYER						JUD			CHN	HENAN	CHN								1	010	010	01	1	0.0	1	1	1	-1.54639175257732	4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	4	Henan, Henan, China	CH	CH09	13111	33.415	112.422	10521711	20251019200000	https://gulfnews.com/world/asia/chinese-man-wins-14m-lottery-spends-it-on-live-streamer-wife-files-for-divorce-1.500313617
1269509793	20251019	202510	2025	2025.7918	JUD	BARRISTER						JUD			IRL	IRELAND	IRL								0	0213	021	02	1	3.4	3	1	3	-3.63636363636363	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	4	Bodenstown, Kildare, Ireland	EI	EI12	18291	53.2675	-6.67167	407900	20251019200000	https://www.irishtimes.com/politics/2025/10/19/micheal-martin-criticises-catherine-connollys-eu-stance/
1269509794	20251019	202510	2025	2025.7918	KEN	KENYA	KEN								LEG	PARLIAMENT						LEG			1	046	046	04	1	7.0	2	1	2	1.34529147982062	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	20251019200000	https://www.president.go.ke/president-ruto-leads-kenyans-in-bidding-farewell-to-raila/
1269509795	20251019	202510	2025	2025.7918	KEN	KENYA	KEN								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	051	051	05	1	3.4	2	1	2	1.34529147982062	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	4	Eldoret, Rift Valley, Kenya	KE	KE08	18585	0.520356	35.2699	-2244119	20251019200000	https://www.president.go.ke/president-ruto-leads-kenyans-in-bidding-farewell-to-raila/
1269509796	20251019	202510	2025	2025.7918	KEN	KENYA	KEN								UIS	THE INTERNATIONAL COMMUNITY						UIS			0	051	051	05	1	3.4	2	1	2	1.34529147982062	5	Nyanza Region, Nyanza, Kenya	KE	KE07	18585	-0.5	34.5	-2260069	5	Nyanza Region, Nyanza, Kenya	KE	KE07	18585	-0.5	34.5	-2260069	5	Nyanza Region, Nyanza, Kenya	KE	KE07	18585	-0.5	34.5	-2260069	20251019200000	https://www.president.go.ke/president-ruto-leads-kenyans-in-bidding-farewell-to-raila/
1269509797	20251019	202510	2025	2025.7918	KENGOV	KENYA	KEN					GOV			KEN	KENYA	KEN								0	030	030	03	1	4.0	2	1	2	1.34529147982062	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	4	Simba, Rift Valley, Kenya	KE	KE08	18585	-2.15648	37.5965	-2262638	20251019200000	https://www.president.go.ke/president-ruto-leads-kenyans-in-bidding-farewell-to-raila/
