1270560284	20241025	202410	2024	2024.8082	CHE	BASEL	CHE								QAT	QATAR	QAT								1	030	030	03	1	4.0	5	1	5	4.91452991452992	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20251025001500	https://www.artnews.com/art-news/news/art-basel-discounts-new-galleries-2025-1234758887/
1270561264	20251025	202510	2025	2025.8082	LAB	EMPLOYEE						LAB			GOV	ADMINISTRATION						GOV			1	100	100	10	3	-5.0	10	1	10	-3.4957627118644	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251025001500	https://www.thereporter.com/2025/10/24/government-shutdown-federal-employee-worries/
1270561265	20251025	202510	2025	2025.8082	LAB	EMPLOYEE						LAB			USA	UNITED STATES	USA								1	020	020	02	1	3.0	3	1	3	-5.41586073500967	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	2	South Carolina, United States	US	USSC		33.8191	-80.9066	SC	20251025001500	https://www.wmbfnews.com/2025/10/24/former-head-sc-election-commission-accused-embezzlement-misusing-public-funds/
1270561266	20251025	202510	2025	2025.8082	LBR	LIBERIA	LBR								AFR	AFRICA	AFR								0	051	051	05	1	3.4	10	1	10	-0.63157894736842	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	4	Monrovia, Montserrado, Liberia	LI	LI14	147290	6.31056	-10.8047	-2134012	20251025001500	https://www.liberianobserver.com/politics/liberia-accepts-u-s-request-to-host-salvadoran-deportee-from-u-s/article_a09e469a-861b-48f6-8940-7647928ede18.html
1270561267	20251025	202510	2025	2025.8082	LBY	LIBYA	LBY								UAF	ARMED GROUP						UAF			1	181	181	18	4	-9.0	16	2	16	-1.78055653399084	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	1	Niger	NG	NG		16	8	NG	20251025001500	http://www.sierraleonetimes.com/news/278655223/libya-eastern-based-military-force-frees-nigerien-nationals-abducted-by-armed-group
1270561268	20251025	202510	2025	2025.8082	LCAGOV	STEPHENSON	LCA					GOV			CAN	CANADIAN	CAN								0	013	013	01	1	0.4	6	1	6	-0.79479768786127	3	Western University, California, United States	US	USCA	CA073	32.7139	-117.037	251400	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	3	Western University, California, United States	US	USCA		32.7139	-117.037	251400	20251025001500	https://calgarysun.com/business/money-news/canadian-workers-rattled-by-trump-trade-reversal-just-dont-know-anymore
1270561269	20251025	202510	2025	2025.8082	LEG	SENATE						LEG													0	010	010	01	1	0.0	5	1	5	-1.29310344827586	4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	0								4	Canberra, Australian Capital Territory, Australia	AS	AS01	4940	-35.2833	149.217	-1563952	20251025001500	https://www.skynews.com.au/australia-news/politics/really-quite-weak-senate-must-push-chris-bowen-to-release-clandestine-climate-briefs-former-senator-says/news-story/89cc4d8c14aa78e59bbe0d4dfbbddffb?nk=73eaee054db01a878dcae9d54f03e99c-1761350540
1270561270	20251025	202510	2025	2025.8082	LEG	REPRESENTATIVES						LEG													1	018	018	01	1	3.4	3	1	3	7.4468085106383	4	Babaoshan, Guangdong, China	CH	CH30	13043	24.4122	113.13	11007094	0								4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://english.news.cn/20251025/8872d57c471e4a4bb7cb6b4b2162eb94/c.html
1270561271	20251025	202510	2025	2025.8082	LEG	LAWMAKER						LEG													1	020	020	02	1	3.0	10	1	10	-1.65016501650165	2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	0								2	Wisconsin, United States	US	USWI		44.2563	-89.6385	WI	20251025001500	https://967theeagle.net/ixp/721/p/wisconsin-reckless-driving-bill/
1270561272	20251025	202510	2025	2025.8082	LEG	CHAMBER						LEG													0	036	036	03	1	4.0	10	1	10	-1.58102766798419	0								0								0								20251025001500	https://www.santacruzsentinel.com/2025/10/24/capitola-city-council-moves-to-save-grand-avenue-pathway/
1270561273	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG													1	040	040	04	1	1.0	2	1	2	3.33333333333334	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/24/hakeem-jeffries-endorses-zohran-mamdani-for-mayor
1270561274	20251025	202510	2025	2025.8082	LEG	DELEGATE						LEG													1	042	042	04	1	1.9	10	1	10	2.20588235294118	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	0								2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251025001500	https://www.thepilot.com/news/scc-president-meets-with-moldova-delegation/article_0a63f995-c94c-4da5-abb0-94f42ef2264a.html
1270561275	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG													0	051	051	05	1	3.4	2	1	2	2.98786181139122	3	Solano County, California, United States	US	USCA	CA095	38.2332	-121.951	277312	0								3	Solano County, California, United States	US	USCA		38.2332	-121.951	277312	20251025001500	https://www.thereporter.com/2025/10/24/garamendi-honors-54-women-of-the-year/
1270561276	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG													0	051	051	05	1	3.4	3	1	3	2.98786181139122	3	Benicia, California, United States	US	USCA	CA095	38.0494	-122.159	277472	0								3	Benicia, California, United States	US	USCA	CA095	38.0494	-122.159	277472	20251025001500	https://www.thereporter.com/2025/10/24/garamendi-honors-54-women-of-the-year/
1270561277	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG													1	051	051	05	1	3.4	2	1	2	3.33333333333334	3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	0								3	Brooklyn, New York, United States	US	USNY	NY025	42.3442	-75.1704	944840	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/24/hakeem-jeffries-endorses-zohran-mamdani-for-mayor
1270561278	20251025	202510	2025	2025.8082	LEG	CONGRESS						LEG													0	071	071	07	2	7.4	5	1	5	-1.34128166915053	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://us.cnn.com/2025/10/24/politics/usda-contingency-fund-november-snap
1270561279	20251025	202510	2025	2025.8082	LEG	SENATE						LEG													1	084	084	08	2	7.0	10	1	10	-2.69320843091335	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	0								2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561280	20251025	202510	2025	2025.8082	LEG	CONGRESS						LEG													1	110	110	11	3	-2.0	5	1	5	3.23325635103926	0								0								0								20251025001500	https://www.tribuneindia.com/news/j-k/sat-sharma-gets-4-votes-beyond-bjp-strength-sparks-cross-voting-buzz/
1270561281	20251025	202510	2025	2025.8082	LEG	CHAMBER						LEG			BUS	BUSINESS						BUS			1	036	036	03	1	4.0	10	1	10	9.09090909090909	0								0								0								20251025001500	https://wtug.com/ixp/993/p/tuscaloosa-chamber-shop-the-halls/
1270561282	20251025	202510	2025	2025.8082	LEG	REPRESENTATIVES						LEG			CHN	CHINA	CHN								1	018	018	01	1	3.4	2	1	2	7.4468085106383	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://english.news.cn/20251025/8872d57c471e4a4bb7cb6b4b2162eb94/c.html
1270561283	20251025	202510	2025	2025.8082	LEG	CONGRESS						LEG			CVL	VOTER						CVL			1	010	010	01	1	0.0	10	1	10	0.49180327868852	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	70159	12.9833	77.5833	-2090174	20251025001500	https://www.newkerala.com/news/o/ktaka-leadership-row-shivakumar-declines-comment-yathindras-satish-jarkiholi-322
1270561284	20251025	202510	2025	2025.8082	LEG	SENATOR						LEG			CVL	COMMUNITY						CVL			1	036	036	03	1	4.0	5	1	5	0	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20251025001500	https://www.alaskasnewssource.com/2025/10/24/sullivan-administration-officials-head-impacted-halong-communities-over-weekend/
1270561285	20251025	202510	2025	2025.8082	LEG	REPRESENTATIVES						LEG			EDU	UNIVERSITY						EDU			1	018	018	01	1	3.4	3	1	3	7.4468085106383	4	Babaoshan, Guangdong, China	CH	CH30	13043	24.4122	113.13	11007094	4	Babaoshan, Guangdong, China	CH	CH30	13043	24.4122	113.13	11007094	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251025001500	https://english.news.cn/20251025/8872d57c471e4a4bb7cb6b4b2162eb94/c.html
1270561286	20251025	202510	2025	2025.8082	LEG	SENATOR						LEG			GOV	GOVERNMENT						GOV			0	111	111	11	3	-2.0	6	1	6	-6.73575129533678	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	1	Venezuela	VE	VE		8	-66	VE	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20251025001500	https://english.news.cn/northamerica/20251025/bd5451154ba54323b89189d9db80384a/c.html
1270561287	20251025	202510	2025	2025.8082	LEG	SENATOR						LEG			GOV	GOVERNMENT						GOV			0	111	111	11	3	-2.0	1	1	1	-6.73575129533678	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	1	Venezuela	VE	VE		8	-66	VE	1	Venezuela	VE	VE		8	-66	VE	20251025001500	https://english.news.cn/northamerica/20251025/bd5451154ba54323b89189d9db80384a/c.html
1270561288	20251025	202510	2025	2025.8082	LEG	LAWMAKER						LEG			GOVAGR	AGRICULTURE SECRETARY						GOV	AGR		1	020	020	02	1	3.0	10	1	10	-6.66666666666667	0								0								0								20251025001500	https://biztoc.com/x/da9e1d6a849d0d99
1270561289	20251025	202510	2025	2025.8082	LEG	SENATE						LEG			GOVAGR	AGRICULTURE SECRETARY						GOV	AGR		1	020	020	02	1	3.0	6	1	6	-2.69320843091335	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561290	20251025	202510	2025	2025.8082	LEG	LAWMAKER						LEG			GOVAGR	AGRICULTURE SECRETARY						GOV	AGR		1	040	040	04	1	1.0	10	1	10	-6.66666666666667	0								0								0								20251025001500	https://biztoc.com/x/da9e1d6a849d0d99
1270561291	20251025	202510	2025	2025.8082	LEG	SENATE						LEG			GOVAGR	AGRICULTURE SECRETARY						GOV	AGR		1	040	040	04	1	1.0	8	1	8	-2.69320843091335	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561292	20251025	202510	2025	2025.8082	LEG	SENATE						LEG			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.69320843091335	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561293	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	1	4	2.98786181139122	3	Solano County, California, United States	US	USCA	CA095	38.2332	-121.951	277312	3	Solano County, California, United States	US	USCA		38.2332	-121.951	277312	3	Solano County, California, United States	US	USCA		38.2332	-121.951	277312	20251025001500	https://www.thereporter.com/2025/10/24/garamendi-honors-54-women-of-the-year/
1270561294	20251025	202510	2025	2025.8082	LEG	CONGRESSMAN						LEG			USA	UNITED STATES	USA								0	051	051	05	1	3.4	7	1	6	2.98786181139122	3	Benicia, California, United States	US	USCA	CA095	38.0494	-122.159	277472	3	Benicia, California, United States	US	USCA	CA095	38.0494	-122.159	277472	3	Benicia, California, United States	US	USCA	CA095	38.0494	-122.159	277472	20251025001500	https://www.thereporter.com/2025/10/24/garamendi-honors-54-women-of-the-year/
1270561295	20251025	202510	2025	2025.8082	LEG	LAWMAKER						LEG			USA	AMERICAN	USA								0	112	112	11	3	-2.0	5	1	5	-1.34128166915053	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251025001500	https://us.cnn.com/2025/10/24/politics/usda-contingency-fund-november-snap
1270561296	20251025	202510	2025	2025.8082	LEG	CHAMBER						LEG			USABUS	ALABAMA	USA					BUS			1	036	036	03	1	4.0	10	1	10	9.09090909090909	0								0								0								20251025001500	https://wtug.com/ixp/993/p/tuscaloosa-chamber-shop-the-halls/
1270561297	20251025	202510	2025	2025.8082	LEG	SENATE						LEG			USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	020	020	02	1	3.0	2	1	2	-2.69320843091335	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	2	Massachusetts, United States	US	USMA		42.2373	-71.5314	MA	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561298	20251025	202510	2025	2025.8082	LEG	SENATE						LEG			USAGOVAGR	UNITED STATES	USA					GOV	AGR		1	040	040	04	1	1.0	2	1	2	-2.69320843091335	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251025001500	https://gazettenet.com/2025/10/24/state-dems-slam-trump-for-halting-snap-starting-nov-1/
1270561299	20251025	202510	2025	2025.8082	LVA	LATVIA	LVA								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		0	043	043	04	1	2.8	1	1	1	-0.79479768786127	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251025001500	https://calgarysun.com/business/money-news/canadian-workers-rattled-by-trump-trade-reversal-just-dont-know-anymore
1270561300	20251025	202510	2025	2025.8082	LVA	LATVIA	LVA								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		0	043	043	04	1	2.8	1	1	1	-0.79479768786127	1	Germany	GM	GM		51.5	10.5	GM	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251025001500	https://calgarysun.com/business/money-news/canadian-workers-rattled-by-trump-trade-reversal-just-dont-know-anymore
1270561301	20251025	202510	2025	2025.8082	LVA	LATVIA	LVA								CANGOVBUS	MARK CARNEY	CAN					GOV	BUS		0	043	043	04	1	2.8	3	1	3	-0.79479768786127	1	Latvia	LG	LG		57	25	LG	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251025001500	https://calgarysun.com/business/money-news/canadian-workers-rattled-by-trump-trade-reversal-just-dont-know-anymore
1270561302	20251025	202510	2025	2025.8082	MDA	MOLDOVA	MDA								CVLEDU	COMMUNITY						CVL	EDU		1	042	042	04	1	1.9	10	1	10	2.20588235294118	1	Moldova	MD	MD		47	29	MD	1	Moldova	MD	MD		47	29	MD	1	Moldova	MD	MD		47	29	MD	20251025001500	https://www.thepilot.com/news/scc-president-meets-with-moldova-delegation/article_0a63f995-c94c-4da5-abb0-94f42ef2264a.html
1270561303	20251025	202510	2025	2025.8082	MDA	MOLDOVA	MDA								USA	NORTH CAROLINA	USA								1	040	040	04	1	1.0	2	1	2	2.20588235294118	1	Moldova	MD	MD		47	29	MD	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	2	North Carolina, United States	US	USNC		35.6411	-79.8431	NC	20251025001500	https://www.thepilot.com/news/scc-president-meets-with-moldova-delegation/article_0a63f995-c94c-4da5-abb0-94f42ef2264a.html
1270561304	20251025	202510	2025	2025.8082	MED	PUBLICATION						MED													0	011	011	01	1	-0.1	3	1	3	-3.97058823529412	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251025001500	https://www.delcotimes.com/2025/10/24/aceco-demolition-white-house/
1270561305	20251025	202510	2025	2025.8082	MED	MEDIA						MED													1	020	020	02	1	3.0	10	1	10	-1.07948969578018	4	Tuas, Singapore (general), Singapore	SN	SN00	18585	1.32139	103.657	-73725	0								4	Tuas, Singapore (general), Singapore	SN	SN00	18585	1.32139	103.657	-73725	20251025001500	https://www.businesstimes.com.sg/opinion-features/rare-public-consultation-simba-m1-deal-will-test-our-telco-values
1270561306	20251025	202510	2025	2025.8082	MED	WEBSITE						MED													1	036	036	03	1	4.0	3	1	3	0.68027210884353	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	0								4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20251025001500	https://cheknews.ca/website-maps-change-table-locations-for-parents-on-island-1285642/
1270561307	20251025	202510	2025	2025.8082	MED	WEBSITE						MED													1	040	040	04	1	1.0	10	1	10	-0.86299892125135	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251025001500	https://www.jdsupra.com/legalnews/new-ruling-on-social-media-tracking-8401475/
1270561308	20251025	202510	2025	2025.8082	MED	WEBSITE						MED													1	042	042	04	1	1.9	3	1	3	-4.38799076212471	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251025001500	https://time.com/7328439/nyc-mayor-race-early-voting-registration-mamdani-cuomo-sliwa/
1270561309	20251025	202510	2025	2025.8082	MED	WEBSITE						MED													1	042	042	04	1	1.9	7	1	7	-4.38799076212471	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://time.com/7328439/nyc-mayor-race-early-voting-registration-mamdani-cuomo-sliwa/
1270561310	20251025	202510	2025	2025.8082	MED	WEBSITE						MED													1	055	055	05	1	7.0	5	1	5	-0.77519379844962	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251025001500	https://967theeagle.net/ixp/723/p/amc-rockford-closed/
1270561311	20251025	202510	2025	2025.8082	MED	PUBLICATION						MED													0	124	124	12	3	-4.0	3	1	3	-3.97058823529412	2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	0								2	Maryland, United States	US	USMD		39.0724	-76.7902	MD	20251025001500	https://www.delcotimes.com/2025/10/24/aceco-demolition-white-house/
1270561312	20251025	202510	2025	2025.8082	MED	PUBLICATION						MED													0	1721	172	17	4	-5.0	10	1	10	-9.69546302050963	0								0								0								20251025001500	https://www.therecord.com/thestar/news/canada/this-court-cannot-ignore-the-coverup-ontario-judge-throws-out-murder-charges-over-maplehurst-jail/article_3dfa7201-1f90-5bb6-bddd-30626a787714.html
1270561313	20251025	202510	2025	2025.8082	MED	WEBSITE						MED			CAN	CANADA	CAN								1	036	036	03	1	4.0	2	1	2	0.68027210884353	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	4	Vancouver, British Columbia, Canada	CA	CA02	12552	49.25	-123.133	-575268	20251025001500	https://cheknews.ca/website-maps-change-table-locations-for-parents-on-island-1285642/
1270561314	20251025	202510	2025	2025.8082	MED	GAZETTE						MED			CVL	RESIDENTS						CVL			1	040	040	04	1	1.0	5	1	5	-1.0155721056195	3	Mill River, Massachusetts, United States	US	USMA	MA003	42.114	-73.2676	607581	3	Mill River, Massachusetts, United States	US	USMA		42.114	-73.2676	607581	3	Mill River, Massachusetts, United States	US	USMA		42.114	-73.2676	607581	20251025001500	https://gazettenet.com/2025/10/24/homelessness-crisis-deepens-in-northampton-as-housing-costs-soar/
1270561315	20251025	202510	2025	2025.8082	MED	MEDIA						MED			GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	4	1	4	-3.58422939068101	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/news/2025/10/24/retired-trooper-charged-with-stealing-from-state-police-union
1270561316	20251025	202510	2025	2025.8082	MED	MAGAZINE						MED			GOV	AUTHORITIES						GOV			1	193	193	19	4	-10.0	2	1	2	-8.25471698113206	3	Cook County, Illinois, United States	US	USIL	IL031	41.8334	-87.8501	1784766	3	Cook County, Illinois, United States	US	USIL		41.8334	-87.8501	1784766	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270561317	20251025	202510	2025	2025.8082	MED	MAGAZINE						MED			GOV	AUTHORITIES						GOV			1	193	193	19	4	-10.0	2	1	2	-8.25471698113206	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251025001500	https://www.chicagotribune.com/2025/10/24/jury-convicts-man-of-2021-killing-beloved-chinatown-grandfather/
1270561318	20251025	202510	2025	2025.8082	MED	MEDIA						MED			JAM	JAMAICA	JAM								1	040	040	04	1	1.0	10	1	10	-3.61445783132531	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	1	Jamaica	JM	JM		18.25	-77.5	JM	20251025001500	https://jamaica-gleaner.com/article/news/20251024/pm-says-govt-move-prevent-storm-price-gouging
1270561319	20251025	202510	2025	2025.8082	MED	SPOKESMAN						MED			MDV	MALE	MDV								1	090	090	09	2	-2.0	10	1	10	-4.8	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251025001500	https://mynewsla.com/crime/2025/10/24/id-pending-for-man-found-dead-on-sylmar-sidewalk-3/
1270561320	20251025	202510	2025	2025.8082	MED	SPOKESMAN						MED			MDV	MALE	MDV								1	112	112	11	3	-2.0	10	1	10	-4.8	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251025001500	https://mynewsla.com/crime/2025/10/24/id-pending-for-man-found-dead-on-sylmar-sidewalk-3/
1270561321	20251025	202510	2025	2025.8082	MEX	MEXICO	MEX																		1	013	013	01	1	0.4	4	1	4	1.5015015015015	4	La Mesa, Nayarit, Mexico	MX	MX18	20887	21.9042	-104.342	6272185	0								4	La Mesa, Nayarit, Mexico	MX	MX18	20887	21.9042	-104.342	6272185	20251025001500	http://www.eastcountymagazine.org/tour-de-tapas-starts-lunch-service-downtown-la-mesa
1270561322	20251025	202510	2025	2025.8082	MEX	MEXICO	MEX								POL	POLAND	POL								1	084	084	08	2	7.0	4	1	4	5.43806646525679	4	Calavera, Sinaloa, Mexico	MX	MX25	20894	23.8167	-106.6	-1673155	1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251025001500	https://igamingbusiness.com/company-news/promatic-games-debuts-lock-roll-mechanic-in-new-calavera-coins-slot/
1270561323	20251025	202510	2025	2025.8082	MIL	AIR FORCE						MIL													1	010	010	01	1	0.0	2	1	2	-6.80272108843537	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20251025001500	https://www.k101fm.net/syndicated-article/?id=1643053
1270561324	20251025	202510	2025	2025.8082	MIL	NATIONAL GUARD						MIL													0	010	010	01	1	0.0	6	1	6	-3.95913154533844	3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	0								3	Plattsburgh, New York, United States	US	USNY	NY019	44.6995	-73.4529	960698	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/17/tension-over-prison-violence--cos-shortage-hangs-over-n-y--115th-assembly-race
1270561325	20251025	202510	2025	2025.8082	MIL	NATIONAL GUARD						MIL													0	010	010	01	1	0.0	4	1	4	-3.95913154533844	3	Clinton County, New York, United States	US	USNY	NY019	44.7334	-73.6829	974108	0								3	Clinton County, New York, United States	US	USNY		44.7334	-73.6829	974108	20251025001500	https://nystateofpolitics.com/state-of-politics/new-york/politics/2025/10/17/tension-over-prison-violence--cos-shortage-hangs-over-n-y--115th-assembly-race
1270561326	20251025	202510	2025	2025.8082	MIL	MILITARY						MIL													0	010	010	01	1	0.0	4	1	4	-5.94639865996649	2	Maine, United States	US	USME		44.6074	-69.3977	ME	0								2	Maine, United States	US	USME		44.6074	-69.3977	ME	20251025001500	https://us.cnn.com/2025/10/24/politics/graham-platner-nazi-tattoo-evidence-kfile-invs
1270561327	20251025	202510	2025	2025.8082	MIL	AIR FORCE						MIL													0	010	010	01	1	0.0	4	2	4	-5.84188007731622	1	Venezuela	VE	VE		8	-66	VE	0								4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	20251025001500	https://www.k101fm.net/syndicated-article/?id=1643107
1270561328	20251025	202510	2025	2025.8082	MIL	COLONEL						MIL													1	012	012	01	1	-0.4	5	1	5	1.95121951219512	2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	0								2	Minnesota, United States	US	USMN		45.7326	-93.9196	MN	20251025001500	https://kfilradio.com/ixp/717/p/the-onion-chatfield-mn-story-kfc/
1270561329	20251025	202510	2025	2025.8082	MIL	AIR FORCE						MIL													0	043	043	04	1	2.8	10	1	10	0.62794348508635	0								0								0								20251025001500	https://www.defensenews.com/air/2025/10/24/shield-ai-unveils-x-bat-autonomous-vertical-takeoff-fighter-jet/
1270561330	20251025	202510	2025	2025.8082	MIL	AIRCRAFT CARRIER						MIL													1	072	072	07	2	8.3	4	1	4	-6.73575129533678	1	Colombia	CO	CO		4	-72	CO	0								1	Colombia	CO	CO		4	-72	CO	20251025001500	https://english.news.cn/northamerica/20251025/bd5451154ba54323b89189d9db80384a/c.html
