1272979221	20251107	202511	2025	2025.8411											ELI	ACTOR						ELI			1	043	043	04	1	2.8	2	1	2	-0.44247787610619	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251107140000	https://www.geo.tv/latest/632528-stranger-things-producers
1272979222	20251107	202511	2025	2025.8411											ELIMIL	RETIRED						ELI	MIL		1	190	190	19	4	-10.0	5	1	5	2.06611570247934	0								4	Chipyong-Ni, Kyonggi-do, South Korea	KS	KS13	24980	37.4736	127.638	-706362	4	Chipyong-Ni, Kyonggi-do, South Korea	KS	KS13	24980	37.4736	127.638	-706362	20251107140000	https://www.stripes.com/veterans/2025-11-07/general-ridgway-korean-war-19684049.html
1272979223	20251107	202511	2025	2025.8411											EUR	EUROPE	EUR								1	071	071	07	2	7.4	5	1	5	2.14285714285714	0								1	Antarctica	AY	AY		-85.6221	32.3438	AY	1	Antarctica	AY	AY		-85.6221	32.3438	AY	20251107140000	https://www.lmfm.ie/news/news-extra/belfast-astronaut-rosemary-coogan-speaking-in-louth-at-family-friendly-event-this-sunday/
1272979224	20251107	202511	2025	2025.8411											FRA	BURGUNDY	FRA								0	043	043	04	1	2.8	10	1	10	4.8582995951417	0								0								0								20251107140000	https://www.mirror.co.uk/3am/style/stunning-lulu-guinness-bag-comes-36208720
1272979225	20251107	202511	2025	2025.8411											FRA	FRANCE	FRA								1	043	043	04	1	2.8	1	1	1	-2.98507462686567	0								4	Mer De Glace, RhôAlpes, France	FR	FRB9	16333	45.9188	6.92933	-1450985	4	Mer De Glace, RhôAlpes, France	FR	FRB9	16333	45.9188	6.92933	-1450985	20251107140000	https://www.bbc.com/future/article/20251106-the-sea-of-ice-that-inspired-frankenstein
1272979226	20251107	202511	2025	2025.8411											GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	1	1	1	1.19331742243437	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20251107140000	https://www.enstarz.com/articles/242934/20251107/king-charles-latest-move-leaves-prince-andrew-no-way-back-royal-life.htm
1272979227	20251107	202511	2025	2025.8411											GBR	UNITED KINGDOM	GBR								0	010	010	01	1	0.0	4	1	4	1.19331742243437	0								4	Inverness, Highland, United Kingdom	UK	UKV3	40172	57.4667	-4.23333	-2599537	4	Inverness, Highland, United Kingdom	UK	UKV3	40172	57.4667	-4.23333	-2599537	20251107140000	https://www.enstarz.com/articles/242934/20251107/king-charles-latest-move-leaves-prince-andrew-no-way-back-royal-life.htm
1272979228	20251107	202511	2025	2025.8411											GBR	UNITED KINGDOM	GBR								1	036	036	03	1	4.0	3	1	3	0	0								4	Camberwell, Southwark, United Kingdom	UK	UKM8	40133	51.4736	-0.091618	9184434	4	Camberwell, Southwark, United Kingdom	UK	UKM8	40133	51.4736	-0.091618	9184434	20251107140000	https://www.timeout.com/london/news/the-popular-south-bank-shopping-destination-that-is-set-to-get-torn-down-by-developers-110725
1272979229	20251107	202511	2025	2025.8411											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	1	1	1	3.38983050847458	0								4	Shoreditch, Hackney, United Kingdom	UK	UKE8	40110	51.5333	-0.083333	-2607732	4	Shoreditch, Hackney, United Kingdom	UK	UKE8	40110	51.5333	-0.083333	-2607732	20251107140000	https://www.timeout.com/london/news/one-of-londons-most-hyped-south-asian-restaurants-is-opening-a-new-location-in-shoreditch-110725
1272979230	20251107	202511	2025	2025.8411											GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	2	1	2	5.45454545454545	0								4	Cwmbran, Monmouthshire, United Kingdom	UK	UKY4	40181	51.6531	-3.02667	-2593954	4	Cwmbran, Monmouthshire, United Kingdom	UK	UKY4	40181	51.6531	-3.02667	-2593954	20251107140000	https://www.ashdownradio.com/artist/artful-dodger-feat-romina-johnson/
1272979231	20251107	202511	2025	2025.8411											GOV	PLANNING COMMISSION						GOV			0	020	020	02	1	3.0	10	1	10	0.11409013120365	0								3	Bidwell Park, California, United States	US	USCA		39.744	-121.817	219112	3	Bidwell Park, California, United States	US	USCA		39.744	-121.817	219112	20251107140000	https://www.chicoer.com/2025/11/07/25-years-ago-mulholland-is-off-to-florida-to-aid-in-recount-news-of-our-past-nov-7-13-2025/
1272979232	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			1	033	033	03	1	5.2	10	1	10	1.75438596491228	0								1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20251107140000	https://www.moneycontrol.com/artificial-intelligence/india-s-ai-governance-guidelines-favour-coordination-over-control-set-agile-framework-to-balance-innovation-and-risk-nasscom-article-13660679.html
1272979233	20251107	202511	2025	2025.8411											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	3	1	3	4.26829268292682	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251107140000	https://www.jacarandafm.com/news/news/ramaphosa-meet-pope-holy-see-visit/
1272979234	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	2	1	2	-1.93103448275862	0								4	Aurangabad, Maharashtra, India	IN	IN16	70178	19.8833	75.3333	-2089356	4	Aurangabad, Maharashtra, India	IN	IN16	70178	19.8833	75.3333	-2089356	20251107140000	https://kashmirreader.com/2025/11/07/high-turnout-in-bihar-proof-of-people-trust-in-track-record-of-narendra-modi-nitish-kumar-pm/
1272979235	20251107	202511	2025	2025.8411											GOV	KING						GOV			1	042	042	04	1	1.9	3	1	3	3.38983050847458	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20251107140000	https://www.timeout.com/london/news/one-of-londons-most-hyped-south-asian-restaurants-is-opening-a-new-location-in-shoreditch-110725
1272979236	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	2	1	2	-1.93103448275862	0								5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	4	Aurangabad, Maharashtra, India	IN	IN16	70178	19.8833	75.3333	-2089356	20251107140000	https://kashmirreader.com/2025/11/07/high-turnout-in-bihar-proof-of-people-trust-in-track-record-of-narendra-modi-nitish-kumar-pm/
1272979237	20251107	202511	2025	2025.8411											GOV	HEAD OF STATE						GOV			1	043	043	04	1	2.8	10	1	10	2.4330900243309	0								4	Ostrovets, Minskaya Voblasts', Belarus	BO	BO06	39993	54.0396	30.5186	11520334	4	Ostrovets, Minskaya Voblasts', Belarus	BO	BO06	39993	54.0396	30.5186	11520334	20251107140000	https://eng.belta.by/economics/view/five-years-of-belnpp-assessing-the-gains-for-belarus-173344-2025/
1272979238	20251107	202511	2025	2025.8411											GOV	AUTHORITIES						GOV			0	130	130	13	3	-4.4	3	1	3	-4.29654591406908	0								3	Hamilton County, Tennessee, United States	US	USTN		35.2001	-85.15	1639749	3	Hamilton County, Tennessee, United States	US	USTN		35.2001	-85.15	1639749	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979239	20251107	202511	2025	2025.8411											GOV	GOVERNMENT						GOV			0	130	130	13	3	-4.4	10	1	10	-6.20525059665871	0								3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20251107140000	https://www.dailymail.co.uk/news/article-15269111/thousands-flights-canceled-rising-white-house-airports.html
1272979240	20251107	202511	2025	2025.8411											GOV	AUTHORITIES						GOV			0	130	130	13	3	-4.4	7	1	7	-4.29654591406908	0								1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979241	20251107	202511	2025	2025.8411											GOV	REGIME						GOV			0	190	190	19	4	-10.0	10	1	10	-1.16414435389989	0								4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	4	Minsk, Belarus (general), Belarus	BO	BO00	5840	53.9	27.5667	-1946324	20251107140000	https://www.hollywoodreporter.com/movies/movie-news/not-made-for-politics-doc-film-women-belarus-interview-poff-1236419916/
1272979242	20251107	202511	2025	2025.8411											HLH	HOSPITAL						HLH			1	042	042	04	1	1.9	10	1	10	-4.05186385737439	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251107140000	https://www.independent.co.uk/news/world/americas/ups-plane-crash-kentucky-louisnes-granddaughter-b2860711.html
1272979243	20251107	202511	2025	2025.8411											HLH	DOCTOR						HLH			0	100	100	10	3	-5.0	5	1	5	-1.04790419161676	0								3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	3	Wake County, North Carolina, United States	US	USNC		35.7835	-78.6331	1008592	20251107140000	https://www.wfae.org/2025-11-06/gov-josh-stein-legislative-republicans-provide-additional-medicaid-funds
1272979244	20251107	202511	2025	2025.8411											HLH	NURSE						HLH			1	173	173	17	4	-5.0	10	1	10	-10.7462686567165	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251107140000	https://www.irishnews.com/news/northern-ireland/belfast-man-who-tried-to-bite-police-officer-and-subjected-nurse-to-homophobic-slurs-jailed-4DKDMMWNFBCD7L2VTXOMA6N4VQ/
1272979245	20251107	202511	2025	2025.8411											INDCRM	KOLKATA	IND					CRM			1	046	046	04	1	7.0	3	1	3	-1.58478605388272	0								4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20251107140000	https://www.moneycontrol.com/news/india/anxious-over-sir-sex-workers-in-kolkata-s-sonagachi-hold-meeting-before-moving-ec-13660714.html
1272979246	20251107	202511	2025	2025.8411											IRL	IRISH	IRL								0	036	036	03	1	4.0	3	1	3	5.09090909090909	0								4	Dundalk, Louth, Ireland	EI	EI19	18297	54	-6.41667	-1502588	4	Dundalk, Louth, Ireland	EI	EI19	18297	54	-6.41667	-1502588	20251107140000	https://www.lmfm.ie/news/news-extra/macardles-brewery-bar-to-reopen-for-one-special-evening-of-nostalgia/
1272979247	20251107	202511	2025	2025.8411											IRL	IRELAND	IRL								1	173	173	17	4	-5.0	4	1	4	-10.8614232209738	0								1	Ireland	EI	EI		53	-8	EI	1	Ireland	EI	EI		53	-8	EI	20251107140000	https://www.irishnews.com/news/northern-ireland/man-jailed-for-machete-attack-that-lead-to-death-of-victims-dad-SURPVY4HORADXBOJ5F3XW25QX4/
1272979248	20251107	202511	2025	2025.8411											ITA	ITALY	ITA								1	042	042	04	1	1.9	6	1	6	0.76142131979695	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272979249	20251107	202511	2025	2025.8411											ITA	ITALY	ITA								1	042	042	04	1	1.9	2	1	2	0.76142131979695	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251107140000	https://www.yahoo.com/entertainment/celebrity/articles/fans-speculate-robert-niro-might-120500474.html
1272979250	20251107	202511	2025	2025.8411											JUD	PROSECUTOR						JUD			1	111	111	11	3	-2.0	10	1	10	-12.1478873239437	0								2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20251107140000	https://nypost.com/2025/11/07/us-news/nyc-man-charged-with-raping-15-year-old-he-met-online-da/
1272979251	20251107	202511	2025	2025.8411											KOR	SOUTH KOREA	KOR								1	190	190	19	4	-10.0	5	1	5	2.06611570247934	0								4	Chipyong-Ni, Kyonggi-do, South Korea	KS	KS13	24980	37.4736	127.638	-706362	4	Chipyong-Ni, Kyonggi-do, South Korea	KS	KS13	24980	37.4736	127.638	-706362	20251107140000	https://www.stripes.com/veterans/2025-11-07/general-ridgway-korean-war-19684049.html
1272979252	20251107	202511	2025	2025.8411											LAB	EMPLOYEE						LAB			0	010	010	01	1	0.0	3	1	3	-4.05186385737439	0								2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	2	Kentucky, United States	US	USKY		37.669	-84.6514	KY	20251107140000	https://www.independent.co.uk/news/world/americas/ups-plane-crash-kentucky-louisnes-granddaughter-b2860711.html
1272979253	20251107	202511	2025	2025.8411											LAB	WORKER						LAB			0	043	043	04	1	2.8	10	1	10	1.41176470588235	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	20251107140000	https://www.businessinsider.com/first-solo-trip-surprising-perks-extrovert-2025-11
1272979254	20251107	202511	2025	2025.8411											LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	2	1	2	-4.60704607046071	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	3	Atlanta, Georgia, United States	US	USGA	GA121	33.749	-84.388	351615	20251107140000	https://www.wrdw.com/2025/11/07/georgia-federal-lawmakers-discuss-fears-over-flight-cuts/
1272979255	20251107	202511	2025	2025.8411											LEG	LAWMAKER						LEG			1	040	040	04	1	1.0	1	1	1	-4.60704607046071	0								2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	20251107140000	https://www.wrdw.com/2025/11/07/georgia-federal-lawmakers-discuss-fears-over-flight-cuts/
1272979256	20251107	202511	2025	2025.8411											LTU	KAUNAS	LTU								0	036	036	03	1	4.0	20	1	10	3.11688311688312	0								1	Lithuania	LH	LH		56	24	LH	1	Lithuania	LH	LH		56	24	LH	20251107140000	https://www.dailymail.co.uk/travel/article-15268527/best-value-european-destination-2026-flight-prices-halved.html
1272979257	20251107	202511	2025	2025.8411											MED	MEDIA						MED			1	014	014	01	1	0.0	10	1	10	8.30449826989615	0								1	Hong Kong	HK	HK		22.25	114.166667	HK	1	Hong Kong	HK	HK		22.25	114.166667	HK	20251107140000	https://www.thestar.com.my/lifestyle/entertainment/2025/11/07/late-hk-actor-benz-hui039sfinal-message-urges-everyone-to-cherish-time
1272979258	20251107	202511	2025	2025.8411											MED	NEWSPAPER						MED			1	043	043	04	1	2.8	2	1	2	-4.11311053984576	0								4	Gothenburg, Vastra Gotalands Lan, Sweden	SW	SW28	26247	57.7167	11.9667	-2482986	4	Landvetter, Vastra Gotalands Lan, Sweden	SW	SW28	26249	57.6833	12.2	-2498117	20251107140000	https://www.aerotime.aero/articles/sweden-got-airport-reopens-drone-related-closure
1272979259	20251107	202511	2025	2025.8411											MED	JOURNALIST						MED			1	170	170	17	4	-7.0	10	1	10	-4.88271900430828	0								0								0								20251107140000	https://kashmirtimes.com/news/news-analysis/government-as-gatekeeper-who-decides-whos-a-bonafide-journalist
1272979260	20251107	202511	2025	2025.8411											MIL	NAVAL						MIL			0	051	051	05	1	3.4	1	1	1	0	0								1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20251107140000	https://www.independent.co.uk/asia/china/china-aircraft-carriers-fujian-b2860532.html
1272979261	20251107	202511	2025	2025.8411											MYS	MALAYSIA	MYS								1	030	030	03	1	4.0	2	1	2	5.00000000000001	0								4	Bayview, New South Wales, Australia	AS	AS02	5104	-33.6667	151.3	-1557952	4	Bayview, New South Wales, Australia	AS	AS02	5104	-33.6667	151.3	-1557952	20251107140000	https://www.thestar.com.my/business/business-news/2025/11/07/orientalholdings-to-acquire-northam-georgetown-and-three-hotels-for-rm411mil
1272979262	20251107	202511	2025	2025.8411											NGA	NIGERIA	NGA								0	043	043	04	1	2.8	12	3	12	-5.56962025316455	0								4	Middle Belt, Nigeria (general), Nigeria	NI	NI00	191192	8	8	-2019662	4	Middle Belt, Nigeria (general), Nigeria	NI	NI00	191192	8	8	-2019662	20251107140000	https://www.ashleycountyledger.com/news/national/central-nigerian-town-rebuilds-religious-trust-in-shadow-of-trumps-threat/article_91e06e9d-84b5-5ed0-a0c0-f849857a316c.html
1272979263	20251107	202511	2025	2025.8411											NLD	THE NETHERLAND	NLD								1	014	014	01	1	0.0	10	1	10	4	0								4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	20251107140000	https://www.world-nuclear-news.org/articles/hexana-smr-to-be-considered-for-deployment-in-the-netherlands
1272979264	20251107	202511	2025	2025.8411											NLD	THE NETHERLAND	NLD								0	042	042	04	1	1.9	10	1	10	4	0								4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	20251107140000	https://www.world-nuclear-news.org/articles/hexana-smr-to-be-considered-for-deployment-in-the-netherlands
1272979265	20251107	202511	2025	2025.8411											NLD	THE NETHERLAND	NLD								1	051	051	05	1	3.4	10	1	10	4	0								4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	4	Borssele, Zeeland, Netherlands	NL	NL10	22376	51.4237	3.73445	-2141687	20251107140000	https://www.world-nuclear-news.org/articles/hexana-smr-to-be-considered-for-deployment-in-the-netherlands
1272979266	20251107	202511	2025	2025.8411											OMN	OMAN	OMN								1	051	051	05	1	3.4	6	1	6	6.45502645502646	0								4	Duqm, Al WustáU, Oman	MU	MU03	23596	19.65	57.7	-786790	4	Duqm, Al WustáU, Oman	MU	MU03	23596	19.65	57.7	-786790	20251107140000	https://www.euro-petrole.com/advancing-oman-s-gas-sector-transformation-with-five-strategic-agreements-and-a-memorandum-of-cooperation-n-i-29226
1272979267	20251107	202511	2025	2025.8411											PAK	ISLAMABAD	PAK								1	020	020	02	1	3.0	9	1	9	-2.47191011235955	0								5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251107140000	https://www.geo.tv/latest/632537-deadlock-persists-as-ppp-rejects-key-clauses-of-proposed-27th-constitutional-amendment
1272979268	20251107	202511	2025	2025.8411											POL	POLAND	POL								1	112	112	11	3	-2.0	1	1	1	-6.282722513089	0								4	Praia Da Luz, Faro, Portugal	PO	PO09	24764	37.0833	-8.73333	-2168298	4	Praia Da Luz, Faro, Portugal	PO	PO09	24764	37.0833	-8.73333	-2168298	20251107140000	https://www.lbc.co.uk/article/madeleine-mccann-woman-found-guilty-fake-maddie-5HjdGTm_2/
1272979269	20251107	202511	2025	2025.8411											PRT	PORTUGAL	PRT								0	173	173	17	4	-5.0	1	1	1	-6.282722513089	0								4	Praia Da Luz, Faro, Portugal	PO	PO09	24764	37.0833	-8.73333	-2168298	1	Poland	PL	PL		52	20	PL	20251107140000	https://www.lbc.co.uk/article/madeleine-mccann-woman-found-guilty-fake-maddie-5HjdGTm_2/
1272979270	20251107	202511	2025	2025.8411											PTY	POLITICAL PARTIES									0	037	037	03	1	5.0	5	1	5	-1.1764705882353	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251107140000	https://www.jagonews24.com/en/politics/news/86967
1272979271	20251107	202511	2025	2025.8411											PTY	POLITICAL PARTIES									0	057	057	05	1	8.0	5	1	5	-1.1764705882353	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251107140000	https://www.jagonews24.com/en/politics/news/86967
1272979272	20251107	202511	2025	2025.8411											RUS	RUSSIAN	RUS								0	046	046	04	1	7.0	2	1	2	-2.02360876897133	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251107140000	https://www.independent.co.uk/news/world/europe/viktor-orban-white-house-visit-trump-putin-ukraine-russia-b2860640.html
1272979273	20251107	202511	2025	2025.8411											RUS	RUSSIA	RUS								1	173	173	17	4	-5.0	1	1	1	-5.34351145038168	0								4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	4	Luhansk, Luhans'ka Oblast', Ukraine	UP	UP14	25090	48.567	39.3171	-1045160	20251107140000	https://www.independent.co.uk/news/world/europe/pokrovsk-satellite-images-ukraine-russia-war-latest-b2860538.html
