1265289853	20240926	202409	2024	2024.7288	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	012	012	01	1	-0.4	2	1	2	-0.40899795501022	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	20250926033000	https://www.abc.net.au/news/2025-09-26/sa-declared-public-precincts/105820216
1265290429	20250926	202509	2025	2025.7288	ITA	ITALY	ITA								MIL	NAVAL SHIP						MIL			0	060	060	06	2	6.0	8	1	8	-2.38726790450929	1	Italy	IT	IT		42.833333	12.833333	IT	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250926033000	https://www.financialexpress.com/world-news/us-news/nope-i-will-not-allow-it-trump-rules-out-israels-west-bank-annexation/3989794/
1265290430	20250926	202509	2025	2025.7288	JAN	JAIN				JAN															1	051	051	05	1	3.4	8	1	8	0.604838709677424	4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	0								4	Haryana, Haryana, India	IN	IN10	17660	29.6161	76.9806	6210381	20250926033000	https://www.financialexpress.com/business/industry-grain-based-ethanol-makers-seek-cap-on-new-investments-3989880/
1265290431	20250926	202509	2025	2025.7288	JORELI	HASSAN	JOR					ELI			IRN	IRANIAN	IRN								1	040	040	04	1	1.0	2	2	2	-4.97457684957685	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	20250926033000	http://www.morningsun.net/stories/hezbollah-defies-lebanon-pms-ban-to-honor-fallen-leaders-with-coastal-light-show,251512
1265290432	20250926	202509	2025	2025.7288	JORELI	HASSAN	JOR					ELI			IRN	IRANIAN	IRN								1	040	040	04	1	1.0	1	1	1	-5.07936507936508	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	20250926033000	https://www.hindustantimes.com/world-news/hezbollah-defies-lebanon-pms-ban-to-honor-leaders-killed-in-israel-strikes-with-coastal-light-show-101758853308463.html
1265290433	20250926	202509	2025	2025.7288	JORELI	HASSAN	JOR					ELI			IRN	IRANIAN	IRN								1	040	040	04	1	1.0	1	1	1	-5.07936507936508	4	Raouche, Beyrouth, Lebanon	LE	LE04		33.8903	35.4722	6317907	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250926033000	https://www.hindustantimes.com/world-news/hezbollah-defies-lebanon-pms-ban-to-honor-leaders-killed-in-israel-strikes-with-coastal-light-show-101758853308463.html
1265290434	20250926	202509	2025	2025.7288	JPN	JAPAN	JPN																		1	020	020	02	1	3.0	10	1	10	-2.35690235690236	1	North Korea	KN	KN		40	127	KN	0								1	North Korea	KN	KN		40	127	KN	20250926033000	https://www.australiandefence.com.au/news/news/adm-eyes-on-asia-26-september-2025
1265290435	20250926	202509	2025	2025.7288	JPN	JAPANESE	JPN								CHN	CHINA	CHN								1	042	042	04	1	1.9	10	1	10	-8.24742268041237	5	Heilongjiang, Heilongjiang, China	CH	CH08	13097	48	128	-1908709	5	Heilongjiang, Heilongjiang, China	CH	CH08	13097	48	128	-1908709	5	Heilongjiang, Heilongjiang, China	CH	CH08	13097	48	128	-1908709	20250926033000	https://www.japantimes.co.jp/news/2025/09/26/japan/ex-japanese-war-orphans-visit-china/
1265290436	20250926	202509	2025	2025.7288	JPN	OSAKA	JPN								GOV	PRINCE						GOV			1	090	090	09	2	-2.0	7	1	7	7.07964601769912	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20250926033000	https://www.japantimes.co.jp/news/2025/09/26/japan/japan-prince-osaka-expo-visit/
1265290437	20250926	202509	2025	2025.7288	JPN	JAPAN	JPN								USA	INDIANA	USA								1	0311	031	03	1	5.2	8	1	8	1.31004366812227	1	Japan	JA	JA		36	138	JA	2	Indiana, United States	US	USIN		39.8647	-86.2604	IN	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.japantimes.co.jp/business/2025/09/26/companies/nippon-steel-investment/
1265290438	20250926	202509	2025	2025.7288	JPN	JAPAN	JPN								USA	UNITED STATES	USA								1	0311	031	03	1	5.2	8	1	8	1.31004366812227	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.japantimes.co.jp/business/2025/09/26/companies/nippon-steel-investment/
1265290439	20250926	202509	2025	2025.7288	JPN	JAPAN	JPN								USA	AMERICAN	USA								1	042	042	04	1	1.9	2	1	2	-3.84615384615384	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.gmanetwork.com/news/topstories/nation/960392/us-maritime-security-fund-ph-indo-pacific-nations/story/
1265290440	20250926	202509	2025	2025.7288	JPN	JAPAN	JPN								USA	AMERICAN	USA								1	042	042	04	1	1.9	3	1	3	-3.84615384615384	1	Japan	JA	JA		36	138	JA	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.gmanetwork.com/news/topstories/nation/960392/us-maritime-security-fund-ph-indo-pacific-nations/story/
1265290441	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD													0	015	015	01	1	0.0	10	1	10	-6.77506775067751	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265290442	20250926	202509	2025	2025.7288	JUD	COUNSEL						JUD													0	016	016	01	1	-2.0	10	1	10	-5.97938144329897	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.koreaherald.com/article/10584337
1265290443	20250926	202509	2025	2025.7288	JUD	DISTRICT COURT						JUD													1	016	016	01	1	-2.0	3	1	3	-7.85714285714286	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20250926033000	https://www.kolotv.com/2025/09/26/ex-uprise-fiber-ceo-pleads-not-guilty-31-theft-charges/
1265290444	20250926	202509	2025	2025.7288	JUD	SUPREME COURT						JUD													1	036	036	03	1	4.0	6	1	6	6	3	State Of Hawaii, Hawaii, United States	US	USHI	HI001	20.7503	-156.5	1779782	0								3	State Of Hawaii, Hawaii, United States	US	USHI		20.7503	-156.5	1779782	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/mckenna-to-lead-hawaii-judiciary-as-acting-chief-starting-oct-1/
1265290445	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD													0	110	110	11	3	-2.0	4	1	4	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	0								4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290446	20250926	202509	2025	2025.7288	JUD	JUDGE						JUD													0	120	120	12	3	-4.0	10	1	10	-10.1145038167939	2	New York, United States	US	USNY		42.1497	-74.9384	NY	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250926033000	https://www.myjoyonline.com/sean-diddy-combs-back-in-court-to-ask-for-reversal-of-conviction-or-new-trial/
1265290447	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD													0	173	173	17	4	-5.0	2	1	2	-5.42168674698795	3	Rayburn House Office Building, District of Columbia, United States	US	USDC	DC001	38.8868	-77.0105	528876	0								2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.houstonpublicmedia.org/npr/2025/09/25/nx-s1-5552690/ex-fbi-director-james-comey-indicted-on-criminal-charges-stemming-from-2020-testimony/
1265290448	20250926	202509	2025	2025.7288	JUD	APPEALS COURT						JUD													0	190	190	19	4	-10.0	10	1	10	-2.37741456166419	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250926033000	https://www.myjoyonline.com/amazon-agrees-to-pay-2-5bn-over-claims-it-tricked-prime-customers-2/
1265290449	20250926	202509	2025	2025.7288	JUD	SUPREME COURT						JUD			CRM	CRIMINAL						CRM			1	130	130	13	3	-4.4	10	1	10	-12.7701375245579	0								0								0								20250926033000	https://www.hindustantimes.com/india-news/misuse-of-criminal-law-divides-society-clogs-courts-supreme-court-101758854882607.html
1265290450	20250926	202509	2025	2025.7288	JUD	JUDGE						JUD			CVL	SETTLEMENT						CVL			1	051	051	05	1	3.4	10	1	10	0.49019607843137	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250926033000	https://www.bssnews.net/news/315562
1265290451	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD			EGY	EGYPT	EGY								1	120	120	12	3	-4.0	4	1	4	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290452	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD			EGY	EGYPT	EGY								1	173	173	17	4	-5.0	4	1	4	-6.89655172413793	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	4	Alexandria, Al Iskandariyah, Egypt	EG	EG06	61590	31.1981	29.9192	-290263	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290453	20250926	202509	2025	2025.7288	JUD	JUDICIARY						JUD			GHA	GHANA	GHA								1	044	044	04	1	2.5	8	1	8	-0.81499592502038	4	Bremang, Ghana (general), Ghana	GH	GH00	190646	5.54028	-2.17115	-2071446	4	Bremang, Ghana (general), Ghana	GH	GH00	190646	5.54028	-2.17115	-2071446	4	Bremang, Ghana (general), Ghana	GH	GH00	190646	5.54028	-2.17115	-2071446	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290454	20250926	202509	2025	2025.7288	JUD	JUDICIARY						JUD			GHA	GHANA	GHA								1	044	044	04	1	2.5	2	1	2	-0.81499592502038	4	Patasi, Ghana (general), Ghana	GH	GH00	16570	6.45	-1.66667	-2078000	4	Patasi, Ghana (general), Ghana	GH	GH00	16570	6.45	-1.66667	-2078000	4	Patasi, Ghana (general), Ghana	GH	GH00	16570	6.45	-1.66667	-2078000	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290455	20250926	202509	2025	2025.7288	JUD	CHIEF JUSTICE						JUD			GHA	GHANA	GHA								1	057	057	05	1	8.0	1	1	1	-0.81499592502038	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	4	Manhyia, Ghana (general), Ghana	GH	GH00	190575	6.71546	-1.72232	-2075978	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265290456	20250926	202509	2025	2025.7288	JUD	COUNSELLOR						JUD			GOV	EMBASSY						GOV			1	010	010	01	1	0.0	3	1	3	6.00375234521576	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	20250926033000	https://en.vietnamplus.vn/vietnam-strengthens-role-as-focus-country-at-world-food-india-2025-post327282.vnp
1265290457	20250926	202509	2025	2025.7288	JUD	DISTRICT COURT						JUD			GOV	GOVERNMENT						GOV			0	010	010	01	1	0.0	2	1	2	-3.4324942791762	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250926033000	https://asianjournal.com/business/consumer-columnists/column-employer-must-reimburse-employees-for-necessary-work-from-home-expenses/
1265290458	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD			LEG	CONGRESS						LEG			0	173	173	17	4	-5.0	6	1	6	-6.89655172413793	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.cnn.com/2025/09/25/politics/what-to-know-james-comey-case-indictment
1265290459	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD			MED	MEDIA						MED			1	010	010	01	1	0.0	2	1	2	-3.79008746355686	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	2	Virginia, United States	US	USVA		37.768	-78.2057	VA	20250926033000	https://www.nbclosangeles.com/news/national-international/james-comey-responds-indictment/3783377/
1265290460	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD			OPP	PROTEST LEADER						OPP			0	010	010	01	1	0.0	4	1	4	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290461	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD			OPP	PROTEST LEADER						OPP			0	020	020	02	1	3.0	4	1	4	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290462	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD			OPP	PROTEST LEADER						OPP			0	051	051	05	1	3.4	4	1	4	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290463	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD			PHLJUD	MINDANAO	PHL					JUD			0	010	010	01	1	0.0	4	1	4	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290464	20250926	202509	2025	2025.7288	JUD	LAWYER						JUD			PHLJUD	MINDANAO	PHL					JUD			0	020	020	02	1	3.0	4	1	4	-6.27118644067796	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	4	Cagayan, Cebu, Philippines	RP	RP21	24253	9.7064	123.4	-2418282	20250926033000	https://www.rappler.com/philippines/mindanao/dpwh-director-lilibeth-aparecio-officials-courtesy-resignations-september-2025/
1265290465	20250926	202509	2025	2025.7288	JUD	SUPREME COURT						JUD			USA	UNITED STATES	USA								1	036	036	03	1	4.0	4	1	4	6	3	State Of Hawaii, Hawaii, United States	US	USHI	HI001	20.7503	-156.5	1779782	3	State Of Hawaii, Hawaii, United States	US	USHI		20.7503	-156.5	1779782	3	State Of Hawaii, Hawaii, United States	US	USHI		20.7503	-156.5	1779782	20250926033000	https://www.staradvertiser.com/2025/09/25/breaking-news/mckenna-to-lead-hawaii-judiciary-as-acting-chief-starting-oct-1/
1265290466	20250926	202509	2025	2025.7288	JUD	PROSECUTOR						JUD			USA	UNITED STATES	USA								0	043	043	04	1	2.8	4	1	4	-6.27514078841512	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://economictimes.indiatimes.com/news/international/global-trends/ex-fbi-director-james-comey-indicted-on-charges-of-lying-to-congress-and-obstruction/articleshow/124140459.cms
1265290467	20250926	202509	2025	2025.7288	JUD	COUNSELLOR						JUD			VNM	VIETNAM	VNM								1	010	010	01	1	0.0	3	1	3	6.00375234521576	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250926033000	https://en.vietnamplus.vn/vietnam-strengthens-role-as-focus-country-at-world-food-india-2025-post327282.vnp
1265290468	20250926	202509	2025	2025.7288	JUD	COUNSELLOR						JUD			VNMGOV	VIETNAMESE	VNM					GOV			1	010	010	01	1	0.0	2	1	2	6.00375234521576	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	4	My Phuong, Vietnam (general), Vietnam, Republic Of	VM	VM00	32464	20.1	106.167	-3722073	20250926033000	https://en.vietnamplus.vn/vietnam-strengthens-role-as-focus-country-at-world-food-india-2025-post327282.vnp
1265290469	20250926	202509	2025	2025.7288	KOR	SOUTH KOREA	KOR																		1	062	062	06	2	7.4	10	1	10	-7.31707317073171	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.bssnews.net/news/315527
1265290470	20250926	202509	2025	2025.7288	KOR	SOUTH KOREA	KOR																		1	138	138	13	3	-7.0	10	1	10	-7.31707317073171	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	0								4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250926033000	https://www.bssnews.net/news/315527
1265290471	20250926	202509	2025	2025.7288	KOR	SOUTH KOREA	KOR								CRM	CRIMINAL						CRM			1	042	042	04	1	1.9	2	1	2	-5.97938144329897	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.koreaherald.com/article/10584337
1265290472	20250926	202509	2025	2025.7288	KOR	SEOUL	KOR								JUD	DISTRICT COURT						JUD			1	080	080	08	2	5.0	10	1	10	-5.97938144329897	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.koreaherald.com/article/10584337
1265290473	20250926	202509	2025	2025.7288	KOR	SEOUL	KOR								PRK	NORTH KOREAN	PRK								1	138	138	13	3	-7.0	2	1	2	-7.31707317073171	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.bssnews.net/news/315527
1265290474	20250926	202509	2025	2025.7288	KOR	SOUTH KOREA	KOR								PRK	NORTH KOREAN	PRK								1	138	138	13	3	-7.0	2	1	2	-10.0946372239748	1	North Korea	KN	KN		40	127	KN	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	1	North Korea	KN	KN		40	127	KN	20250926033000	https://www.wxii12.com/article/south-korea-warning-shots-north-korean-ship/68068162
1265290475	20250926	202509	2025	2025.7288	KOR	SEOUL	KOR								PRK	NORTH KOREAN	PRK								1	193	193	19	4	-10.0	2	1	2	-7.31707317073171	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	4	Pyongyang, P'yongyang-si, North Korea	KN	KN12	39681	39.0194	125.755	-183459	20250926033000	https://www.bssnews.net/news/315527
1265290476	20250926	202509	2025	2025.7288	KORELI	SOUTH KOREA	KOR					ELI			CRM	CRIMINAL						CRM			1	042	042	04	1	1.9	2	1	2	-5.97938144329897	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250926033000	https://www.koreaherald.com/article/10584337
1265290477	20250926	202509	2025	2025.7288	KWT	KUWAITI	KWT								BUS	BANK						BUS			1	071	071	07	2	7.4	8	1	4	-2.09059233449477	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20250926033000	https://www.hindustantimes.com/india-news/13-nurses-from-kerala-booked-for-defaulting-on-loans-taken-from-a-kuwaiti-bank-101758829015659.html
1265290478	20250926	202509	2025	2025.7288	KWT	KUWAITI	KWT								IND	KERALA	IND								1	071	071	07	2	7.4	4	1	4	-2.09059233449477	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20250926033000	https://www.hindustantimes.com/india-news/13-nurses-from-kerala-booked-for-defaulting-on-loans-taken-from-a-kuwaiti-bank-101758829015659.html
1265290479	20250926	202509	2025	2025.7288	KWTBUS	KUWAITI	KWT					BUS			BUS	BANK						BUS			1	071	071	07	2	7.4	12	1	6	-2.09059233449477	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20250926033000	https://www.hindustantimes.com/india-news/13-nurses-from-kerala-booked-for-defaulting-on-loans-taken-from-a-kuwaiti-bank-101758829015659.html
1265290480	20250926	202509	2025	2025.7288	KWTBUS	KUWAITI	KWT					BUS			IND	KERALA	IND								1	071	071	07	2	7.4	6	1	6	-2.09059233449477	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	1	Kuwait	KU	KU		29.5	47.75	KU	20250926033000	https://www.hindustantimes.com/india-news/13-nurses-from-kerala-booked-for-defaulting-on-loans-taken-from-a-kuwaiti-bank-101758829015659.html
1265290481	20250926	202509	2025	2025.7288	LAB	WORKER						LAB													1	010	010	01	1	0.0	10	1	10	-4.55284552845529	3	Grand Central Terminal, New York, United States	US	USNY	NY061	40.7532	-73.9765	951479	0								3	Grand Central Terminal, New York, United States	US	USNY		40.7532	-73.9765	951479	20250926033000	https://nypost.com/2025/09/25/us-news/grand-central-terminal-power-outage-traps-5-mta-workers-in-elevator/
1265290482	20250926	202509	2025	2025.7288	LAB	WORKER						LAB													1	160	160	16	4	-4.0	10	1	10	-4.55284552845529	3	Grand Central Terminal, New York, United States	US	USNY	NY061	40.7532	-73.9765	951479	0								3	Grand Central Terminal, New York, United States	US	USNY		40.7532	-73.9765	951479	20250926033000	https://nypost.com/2025/09/25/us-news/grand-central-terminal-power-outage-traps-5-mta-workers-in-elevator/
1265290483	20250926	202509	2025	2025.7288	LAB	EMPLOYEE						LAB			BUS	COMPANY						BUS			1	036	036	03	1	4.0	10	1	10	-2.0460358056266	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	1	India	IN	IN		20	77	IN	20250926033000	https://www.hindustantimes.com/trending/indian-employee-vents-about-5-am-client-meeting-sleepless-grind-of-global-corporate-jobs-101758774930433.html
1265290484	20250926	202509	2025	2025.7288	LABELI	EMPLOYEE						LAB	ELI		USA	UNITED STATES	USA								0	160	160	16	4	-4.0	4	1	4	-2.6578073089701	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/national-international/tulsi-gabbard-may-have-undermined-john-brennan-probe/3783281/
1265290485	20250926	202509	2025	2025.7288	LEG	LAWMAKER						LEG													1	110	110	11	3	-2.0	10	1	10	5.60747663551402	0								0								0								20250926033000	https://www.japantimes.co.jp/news/2025/09/26/japan/politics/koizumi-leads-in-support-from-ldp-lawmakers/
1265290486	20250926	202509	2025	2025.7288	LEG	REPRESENTATIVES						LEG			BUS	COMPANIES						BUS			1	011	011	01	1	-0.1	10	1	10	-5.23809523809524	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250926033000	https://www.firstpost.com/tech/deeply-troubling-pattern-musks-xai-accuses-openai-of-stealing-trade-secrets-13937021.html
1265290487	20250926	202509	2025	2025.7288	LEG	REPRESENTATIVES						LEG			BUS	COMPANIES						BUS			1	124	124	12	3	-4.0	10	1	10	-5.23809523809524	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20250926033000	https://www.firstpost.com/tech/deeply-troubling-pattern-musks-xai-accuses-openai-of-stealing-trade-secrets-13937021.html
1265290488	20250926	202509	2025	2025.7288	LEG	CONGRESS						LEG			CVL	IMMIGRANT						CVL			1	036	036	03	1	4.0	10	1	10	0.151975683890577	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	2	District of Columbia, United States	US	USDC		38.8964	-77.0262	DC	20250926033000	https://www.financialexpress.com/business/investing-abroad-us-citizenship-civics-test-updates-for-green-card-holders-applying-for-naturalization-3989279/
