1269748944	20250921	202509	2025	2025.7151	MIL	MILITARY						MIL			CHNGOV	XI JINPING	CHN					GOV			1	017	017	01	1	0.0	10	1	10	-0.79365079365079	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251021051500	https://www.channelnewsasia.com/east-asia/chnia-interested-expansion-solve-economic-problems-taiwan-official-5414416
1269749595	20251021	202510	2025	2025.7973	ISRUAF	ISRAEL	ISR					UAF			GOV	PRESIDENT						GOV			1	037	037	03	1	5.0	1	1	1	-3.44827586206897	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20251021051500	https://indianexpress.com/article/live-news/top-news-today-briefing-10318279/
1269749596	20251021	202510	2025	2025.7973	ISRUAF	ISRAEL	ISR					UAF			GOV	PRESIDENT						GOV			1	037	037	03	1	5.0	4	1	4	-3.44827586206897	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251021051500	https://indianexpress.com/article/live-news/top-news-today-briefing-10318279/
1269749597	20251021	202510	2025	2025.7973	ISRUAF	ISRAEL	ISR					UAF			ISRGOV	ISRAEL	ISR					GOV			1	030	030	03	1	4.0	1	1	1	-3.44827586206897	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251021051500	https://indianexpress.com/article/live-news/top-news-today-briefing-10318279/
1269749598	20251021	202510	2025	2025.7973	ISRUAF	ISRAEL	ISR					UAF			ISRGOV	ISRAEL	ISR					GOV			1	037	037	03	1	5.0	1	1	1	-3.44827586206897	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	70217	20.5	84.4167	-2106554	20251021051500	https://indianexpress.com/article/live-news/top-news-today-briefing-10318279/
1269749599	20251021	202510	2025	2025.7973	ISRUAF	ISRAEL	ISR					UAF			PSEREB	HAMAS	PSE					REB			1	030	030	03	1	4.0	4	1	4	-3.44827586206897	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251021051500	https://indianexpress.com/article/live-news/top-news-today-briefing-10318279/
1269749600	20251021	202510	2025	2025.7973	ITA	ROME	ITA																		1	051	051	05	1	3.4	3	1	3	1.56494522691705	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251021051500	https://artdaily.com/news/186581/Unveiling-an-invisible-archive--Rome-honors-pioneering-artist-and-archaeologist-Maria-Barosso
1269749601	20251021	202510	2025	2025.7973	ITA	ROME	ITA																		1	051	051	05	1	3.4	2	1	2	1.56494522691705	1	Argentina	AR	AR		-34	-64	AR	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251021051500	https://artdaily.com/news/186581/Unveiling-an-invisible-archive--Rome-honors-pioneering-artist-and-archaeologist-Maria-Barosso
1269749602	20251021	202510	2025	2025.7973	ITA	ROME	ITA																		1	051	051	05	1	3.4	2	1	2	1.56494522691705	1	Argentina	AR	AR		-34	-64	AR	0								1	Argentina	AR	AR		-34	-64	AR	20251021051500	https://artdaily.com/news/186581/Unveiling-an-invisible-archive--Rome-honors-pioneering-artist-and-archaeologist-Maria-Barosso
1269749603	20251021	202510	2025	2025.7973	ITA	ROME	ITA																		1	0874	087	08	2	10.0	4	1	4	2.2598502681215	4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Rome, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20251021051500	https://artdaily.com/?date=10/21/2025
1269749604	20251021	202510	2025	2025.7973	ITA	ROME	ITA																		0	173	173	17	4	-5.0	5	1	5	-16.8202764976959	0								0								0								20251021051500	https://www.chronicleonline.com/news/crime_and_courts/arrests-for-october-12-13/article_5db73d9b-eae5-5abe-b3a3-f4dcec4cdadf.html
1269749605	20251021	202510	2025	2025.7973	ITA	ITALY	ITA								FRA	FRANCE	FRA								1	042	042	04	1	1.9	2	1	2	2.95475530932595	4	La Spezia, Liguria, Italy	IT	IT08	18404	44.1167	9.83333	-119773	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Xiamen, Fujian, China	CH	CH07	13010	24.4798	118.082	-1931546	20251021051500	https://artdaily.com/?date=10/21/2025
1269749606	20251021	202510	2025	2025.7973	ITA	ITALY	ITA								FRA	FRANCE	FRA								1	042	042	04	1	1.9	2	1	2	2.95475530932595	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251021051500	https://artdaily.com/?date=10/21/2025
1269749607	20251021	202510	2025	2025.7973	ITA	MARCHE	ITA								GOV	KING						GOV			1	190	190	19	4	-10.0	10	1	10	-13.3720930232558	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251021051500	http://www.bignewsnetwork.com/news/278647876/anti-ice-protesters-clash-with-federal-agents-in-portland
1269749608	20251021	202510	2025	2025.7973	JAN	JAIN				JAN					BUS	SHOP OWNER						BUS			1	042	042	04	1	1.9	4	1	4	3.29545454545455	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251021051500	https://www.news18.com/india/delhi-sweet-shop-owner-requests-rahul-gandhi-to-get-married-want-wedding-order-9648949.html
1269749609	20251021	202510	2025	2025.7973	JPN	SAGA	JPN																		1	043	043	04	1	2.8	10	1	10	-2.20125786163522	0								0								0								20251021051500	https://www.el-balad.com/6739329
1269749610	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749611	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINA	CHN								0	020	020	02	1	3.0	2	1	2	1.75913396481732	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749612	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINESE	CHN								0	036	036	03	1	4.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749613	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINESE	CHN								0	036	036	03	1	4.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749614	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINESE	CHN								0	040	040	04	1	1.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749615	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								CHN	CHINESE	CHN								0	040	040	04	1	1.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Lifeng, Guangdong, China	CH	CH30	13047	23.7822	116.151	9198279	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749616	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								GOV	EMPEROR						GOV			0	040	040	04	1	1.0	3	1	3	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749617	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								GOV	PRESIDENT						GOV			0	046	046	04	1	7.0	2	1	2	-1.00671140939597	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	4	Osaka, Osaka, Japan	JA	JA32	35840	34.6667	135.5	-240905	20251021051500	https://www.brandonsun.com/world/2025/10/20/japans-parliament-elects-sanae-takaichi-as-nations-first-female-prime-minister
1269749618	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	036	036	03	1	4.0	1	1	1	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749619	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	1	1	1	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749620	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								KOR	SOUTH KOREA	KOR								0	042	042	04	1	1.9	4	1	4	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	South Korea	KS	KS		37	127.5	KS	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749621	20251021	202510	2025	2025.7973	JPN	TOKYO	JPN								LEG	LAWMAKER						LEG			0	043	043	04	1	2.8	10	1	10	-1.00671140939597	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.brandonsun.com/world/2025/10/20/japans-parliament-elects-sanae-takaichi-as-nations-first-female-prime-minister
1269749622	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								MYS	MALAYSIA	MYS								0	036	036	03	1	4.0	2	1	2	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749623	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								MYS	MALAYSIA	MYS								0	036	036	03	1	4.0	6	1	6	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	1	Malaysia	MY	MY		2.5	112.5	MY	1	Malaysia	MY	MY		2.5	112.5	MY	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749624	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								MYS	MALAYSIA	MYS								1	036	036	03	1	4.0	6	1	6	0	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251021051500	https://article.wn.com/view/2025/10/21/Trump_says_he_will_travel_to_Malaysia_Japan_South_Korea_t/
1269749625	20251021	202510	2025	2025.7973	JPN	JAPANESE	JPN								PTY	DEMOCRATIC PARTY									1	042	042	04	1	1.9	2	1	2	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://tass.com/world/2032697
1269749626	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								USAMIL	A US	USA					MIL			0	036	036	03	1	4.0	3	1	3	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749627	20251021	202510	2025	2025.7973	JPN	JAPAN	JPN								USAMIL	A US	USA					MIL			0	090	090	09	2	-2.0	3	1	3	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
1269749628	20251021	202510	2025	2025.7973	JPNLEG	JAPANESE	JPN					LEG			PTY	DEMOCRATIC PARTY									1	042	042	04	1	1.9	8	1	8	0	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://tass.com/world/2032697
1269749629	20251021	202510	2025	2025.7973	JUD	ATTORNEY						JUD													1	010	010	01	1	0.0	6	1	6	1.08864696734059	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20251021051500	https://www.tpr.org/government-politics/2025-10-20/san-antonio-will-request-exemption-from-txdot-to-keep-rainbow-crosswalk
1269749630	20251021	202510	2025	2025.7973	JUD	DISTRICT COURT						JUD													1	010	010	01	1	0.0	5	1	5	-2.27827502034174	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251021051500	https://www.mondaq.com:443/unitedstates/patent/1693944/applying-collateral-estoppel-between-district-courts-and-the-patent-trial-and-appeal-board
1269749631	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD													1	015	015	01	1	0.0	4	1	4	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749632	20251021	202510	2025	2025.7973	JUD	PROSECUTOR						JUD													1	020	020	02	1	3.0	10	1	10	-7.6923076923077	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251021051500	https://realty.economictimes.indiatimes.com/news/international/austrian-rene-benko-appeals-against-insolvency-fraud-conviction/124712795
1269749633	20251021	202510	2025	2025.7973	JUD	JUDGE						JUD													0	020	020	02	1	3.0	10	1	10	-0.50251256281407	4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	0								4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	20251021051500	https://timesofindia.indiatimes.com/city/mumbai/only-man-mom-can-stay-in-his-flat-not-2nd-wife-kids-bombay-hc/articleshow/124713174.cms
1269749634	20251021	202510	2025	2025.7973	JUD	DISTRICT COURT						JUD													0	020	020	02	1	3.0	10	1	10	-2.27827502034174	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251021051500	https://www.mondaq.com:443/unitedstates/patent/1693944/applying-collateral-estoppel-between-district-courts-and-the-patent-trial-and-appeal-board
1269749635	20251021	202510	2025	2025.7973	JUD	HIGH COURT						JUD													1	051	051	05	1	3.4	2	1	2	-0.50251256281407	4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	0								4	Andheri, Maharashtra, India	IN	IN16	70183	19.1167	72.8333	-2088871	20251021051500	https://timesofindia.indiatimes.com/city/mumbai/only-man-mom-can-stay-in-his-flat-not-2nd-wife-kids-bombay-hc/articleshow/124713174.cms
1269749636	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD													1	051	051	05	1	3.4	4	1	4	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749637	20251021	202510	2025	2025.7973	JUD	ATTORNEY						JUD													1	0831	083	08	2	5.0	6	1	6	1.19760479041916	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	0								4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251021051500	https://abc17news.com/news/jefferson-city/2025/10/20/jefferson-city-council-approves-appointment-of-law-firm-to-fill-in-for-attorney/
1269749638	20251021	202510	2025	2025.7973	JUD	ATTORNEY						JUD			AUT	AUSTRIA	AUT								1	0831	083	08	2	5.0	2	1	2	1.19760479041916	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251021051500	https://abc17news.com/news/jefferson-city/2025/10/20/jefferson-city-council-approves-appointment-of-law-firm-to-fill-in-for-attorney/
1269749639	20251021	202510	2025	2025.7973	JUD	COUNSEL						JUD			CHN	CANTON	CHN								1	046	046	04	1	7.0	10	1	10	2.35690235690235	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251021051500	https://www.prnewswire.com/news-releases/buckingham-welcomes-john-j-rambacher-as-senior-counsel-302589574.html
1269749640	20251021	202510	2025	2025.7973	JUD	JUDGE						JUD			IND	KARNATAKA	IND								1	043	043	04	1	2.8	2	1	2	0.52219321148825	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	20251021051500	https://realty.economictimes.indiatimes.com/news/regulatory/karnataka-high-court-decision-on-sangam-enterprises-building-plan/124712939
1269749641	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD			MED	COLUMNIST						MED			1	015	015	01	1	0.0	5	1	5	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749642	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD			MED	COLUMNIST						MED			1	051	051	05	1	3.4	5	1	5	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749643	20251021	202510	2025	2025.7973	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-6.0790273556231	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251021051500	https://www.wdam.com/2025/10/20/biloxi-man-sentenced-30-years-sexual-battery-child/
1269749644	20251021	202510	2025	2025.7973	JUD	LAWYER						JUD			USAMED	REUTERS	USA					MED			1	010	010	01	1	0.0	3	1	3	-7.6923076923077	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251021051500	https://realty.economictimes.indiatimes.com/news/international/austrian-rene-benko-appeals-against-insolvency-fraud-conviction/124712795
1269749645	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD			USAMED	UNITED STATES	USA					MED			1	015	015	01	1	0.0	1	1	1	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749646	20251021	202510	2025	2025.7973	JUD	LAWYER						JUD			USAMED	REUTERS	USA					MED			1	020	020	02	1	3.0	3	1	3	-7.6923076923077	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20251021051500	https://realty.economictimes.indiatimes.com/news/international/austrian-rene-benko-appeals-against-insolvency-fraud-conviction/124712795
1269749647	20251021	202510	2025	2025.7973	JUD	TRIAL LAWYER						JUD			USAMED	UNITED STATES	USA					MED			1	051	051	05	1	3.4	1	1	1	1.96399345335516	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251021051500	https://www.chronicleonline.com/opinion/columnists/americans-lack-trust-in-rfk-jr-as-health-chief/article_003cc0a5-62ad-5e47-8e5d-438f045bd933.html
1269749648	20251021	202510	2025	2025.7973	JUD	APPELLATE COURT						JUD			USAMIL	OREGON	USA					MIL			1	086	086	08	2	9.0	6	1	6	-13.3720930232558	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	20251021051500	http://www.bignewsnetwork.com/news/278647876/anti-ice-protesters-clash-with-federal-agents-in-portland
1269749649	20251021	202510	2025	2025.7973	KHM	CAMBODIA	KHM																		0	127	127	12	3	-5.0	5	1	5	-2.36486486486487	1	Cambodia	CB	CB		13	105	CB	0								1	Cambodia	CB	CB		13	105	CB	20251021051500	https://www.nationthailand.com/news/general/40057074
1269749650	20251021	202510	2025	2025.7973	KHM	CAMBODIAN	KHM								GOV	GOVERNMENT						GOV			1	040	040	04	1	1.0	3	1	3	-2.36486486486487	1	Cambodia	CB	CB		13	105	CB	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	Cambodia	CB	CB		13	105	CB	20251021051500	https://www.nationthailand.com/news/general/40057074
1269749651	20251021	202510	2025	2025.7973	KHM	CAMBODIAN	KHM								GOV	GOVERNMENT						GOV			1	043	043	04	1	2.8	3	1	3	-2.36486486486487	1	Cambodia	CB	CB		13	105	CB	4	Bangkok, Krung Thep Mahanakhon, Thailand	TH	TH40	26423	13.75	100.517	-3250083	1	Malaysia	MY	MY		2.5	112.5	MY	20251021051500	https://www.nationthailand.com/news/general/40057074
1269749652	20251021	202510	2025	2025.7973	KOR	SEOUL	KOR																		1	061	061	06	2	6.4	10	1	10	-0.757575757575762	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	0								4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20251021051500	http://www.bignewsnetwork.com/news/278647868/korea-exports-down-78-in-first-20-days-of-october
1269749653	20251021	202510	2025	2025.7973	KOR	SOUTH KOREA	KOR								GOVMIL	DEFENSE SECRETARY						GOV	MIL		0	060	060	06	2	6.0	2	1	2	-5.79379562043796	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	1	South Korea	KS	KS		37	127.5	KS	20251021051500	http://www.t-g.com/premium/stacker/stories/pentagon-retreats-from-climate-fight-even-as-heat-and-storms-slam-troops,189247
1269749654	20251021	202510	2025	2025.7973	KOR	SOUTH KOREA	KOR								JPN	JAPAN	JPN								0	043	043	04	1	2.8	1	1	1	1.75913396481732	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20251021051500	https://www.bangkokpost.com/world/3124182/us-president-donald-trump-says-he-will-travel-to-malaysia-japan-south-korea
