1274198708	20241114	202411	2024	2024.8603											GOVOPP	GOVERNMENT						GOV	OPP		0	170	170	17	4	-7.0	10	1	10	-2.40073868882733	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274199271	20251114	202511	2025	2025.8603	GOV	MAYOR						GOV													0	071	071	07	2	7.4	6	1	6	0.31120331950208	4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	0								4	Midlands, Leicestershire, United Kingdom	UK	UKH5	40119	52.75	-1.5	-2603074	20251114144500	https://www.lgcplus.com/politics/governance-and-structure/mayors-and-council-leaders-to-take-on-pcc-powers-14-11-2025/
1274199272	20251114	202511	2025	2025.8603	GOV	MINISTRY						GOV													1	071	071	07	2	7.4	3	1	3	-4.94117647058824	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114144500	https://www.baltictimes.com/estonian_refugee_council_continues_distributing_food_aid_in_gaza_with_the_support_of_the_estonian_ministry_of_foreign_affairs/
1274199273	20251114	202511	2025	2025.8603	GOV	SOVEREIGN						GOV													0	071	071	07	2	7.4	10	1	10	2.76243093922652	1	Ethiopia	ET	ET		8	38	ET	0								1	Ethiopia	ET	ET		8	38	ET	20251114144500	https://www.ecofinagency.com/news-digital/1411-50491-rvb-signs-agreement-with-ethiopia-s-sovereign-wealth-fund-preparing-first-africa-entry
1274199274	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	071	071	07	2	7.4	14	1	10	1.43312101910827	2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	0								2	Mississippi, United States	US	USMS		32.7673	-89.6812	MS	20251114144500	https://www.wlox.com/2025/11/14/government-reopens-after-longest-shutdown-what-comes-next/
1274199275	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	071	071	07	2	7.4	7	1	7	-3.07062436028659	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20251114144500	https://malaya.com.ph/news/national-news/makabayan-bloc-wants-pbbm-probed-over-zaldy-cos-claims/
1274199276	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	071	071	07	2	7.4	3	1	3	-3.07062436028659	1	Singapore	SN	SN		1.366667	103.8	SN	0								1	Singapore	SN	SN		1.366667	103.8	SN	20251114144500	https://malaya.com.ph/news/national-news/makabayan-bloc-wants-pbbm-probed-over-zaldy-cos-claims/
1274199277	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	073	073	07	2	7.4	6	1	6	-1.48902821316615	1	Canada	CA	CA		60	-96	CA	0								1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.forbes.com/sites/brucelee/2025/11/14/new-h3n2-subclade-k-influenza-raises-concerns-about-bad-flu-season/
1274199278	20251114	202511	2025	2025.8603	GOV	REGIME						GOV													0	080	080	08	2	5.0	1	1	1	2.02429149797571	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	0								4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199279	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	080	080	08	2	5.0	6	1	6	-3.74331550802139	3	Clark County, Nevada, United States	US	USNV	NV003	36.0003	-114.876	863600	0								3	Clark County, Nevada, United States	US	USNV		36.0003	-114.876	863600	20251114144500	https://justthenews.com/government/courts-law/nevada-supreme-court-allows-prosecution-2020-alternate-electors-proceed
1274199280	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													0	080	080	08	2	5.0	10	1	10	3.20197044334976	1	Ghana	GH	GH		8	-2	GH	0								1	Ghana	GH	GH		8	-2	GH	20251114144500	https://www.myjoyonline.com/mahama-reveals-plans-for-new-west-african-ferry-service-at-tema-port/
1274199281	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	080	080	08	2	5.0	4	1	4	-3.74331550802139	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20251114144500	https://justthenews.com/government/courts-law/nevada-supreme-court-allows-prosecution-2020-alternate-electors-proceed
1274199282	20251114	202511	2025	2025.8603	GOV	AUTHORITIES						GOV													0	084	084	08	2	7.0	10	1	10	-5.54272517321016	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251114144500	https://www.christianitytoday.com/2025/11/hindu-nationalists-missionaries-jammu-kashmir-attack/
1274199283	20251114	202511	2025	2025.8603	GOV	AUTHORITIES						GOV													1	090	090	09	2	-2.0	10	1	10	-5.59701492537313	4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	0								4	Nagpur, Maharashtra, India	IN	IN16	17784	21.15	79.1	-2105396	20251114144500	https://www.nagpurtoday.in/jichkar-brothers-booked-for-nine-year-illegal-encroachment-on-nmc-land-in-nagpur/11141703
1274199284	20251114	202511	2025	2025.8603	GOV	CABINET						GOV													0	1053	105	10	3	-5.0	6	1	6	-4.20338983050848	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251114144500	https://www.irishtimes.com/world/us/2025/11/14/epstein-files-trump-taunted-from-beyond-the-grave/
1274199285	20251114	202511	2025	2025.8603	GOV	UNDERSECRETARY						GOV													1	112	112	11	3	-2.0	6	1	6	-3.3816425120773	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Malaysia	MY	MY		2.5	112.5	MY	20251114144500	https://malaya.com.ph/news/national-news/ici-reviewing-cos-claims-vs-marcos/
1274199286	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV													1	120	120	12	3	-4.0	5	1	5	-3.89610389610389	1	Sudan	SU	SU		16	30	SU	0								1	Sudan	SU	SU		16	30	SU	20251114144500	https://www.queensjournal.ca/new-motion-calls-for-qufa-to-divest-from-companies-manufacturing-weapons-used-in-illegal-occupations/
1274199287	20251114	202511	2025	2025.8603	GOV	CIVIL SERVANT						GOV													0	180	180	18	4	-9.0	10	1	10	-5.87188612099644	4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	0								4	Patna, Bihar, India	IN	IN34	17632	25.6	85.1167	-2107500	20251114144500	https://www.businesstoday.in/india/story/grew-up-in-90s-bihar-never-again-memories-of-lalus-jungle-raj-haunt-tejashwi-502287-2025-11-14
1274199288	20251114	202511	2025	2025.8603	GOV	GOVERNMENT						GOV													0	192	192	19	4	-9.5	8	1	8	-5.54272517321016	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	0								4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251114144500	https://www.christianitytoday.com/2025/11/hindu-nationalists-missionaries-jammu-kashmir-attack/
1274199289	20251114	202511	2025	2025.8603	GOV	THE PM						GOV			AGR	FARMER						AGR			1	060	060	06	2	6.0	5	1	5	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199290	20251114	202511	2025	2025.8603	GOV	THE PM						GOV			AGR	FARMER						AGR			1	071	071	07	2	7.4	5	1	5	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199291	20251114	202511	2025	2025.8603	GOV	PRIME MINISTER						GOV			AGR	FARMER						AGR			1	084	084	08	2	7.0	8	1	8	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199292	20251114	202511	2025	2025.8603	GOV	THE PM						GOV			AGR	FARMER						AGR			1	090	090	09	2	-2.0	10	1	10	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199293	20251114	202511	2025	2025.8603	GOV	CHANCELLOR						GOV			AUS	MURRAY	AUS								1	051	051	05	1	3.4	3	1	3	3.48101265822785	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.queensjournal.ca/queens-honours-the-one-year-passing-of-chancellor-emeritus-murray-sinclair/
1274199294	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			BRAGOV	LULA DA SILVA	BRA					GOV			1	040	040	04	1	1.0	4	1	4	0.49019607843137	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	20251114144500	https://www.haitilibre.com/en/news-46208-celac-eu-presidential-advisor-smith-augustin-s-busy-agenda.html
1274199295	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			BRAGOV	LULA DA SILVA	BRA					GOV			1	040	040	04	1	1.0	1	1	1	0.49019607843137	1	Haiti	HA	HA		19	-72.416667	HA	4	Santa Marta, Magdalena, Colombia	CO	CO38	14028	11.2408	-74.199	-598739	1	Haiti	HA	HA		19	-72.416667	HA	20251114144500	https://www.haitilibre.com/en/news-46208-celac-eu-presidential-advisor-smith-augustin-s-busy-agenda.html
1274199296	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			BUS	COMPANY						BUS			0	100	100	10	3	-5.0	5	1	5	6.33397312859885	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	1	Taiwan	TW	TW		24	121	TW	20251114144500	https://www.dfnionline.com/csr/everrich-partners-with-taiwanese-brands-at-sustainability-forum-14-11-2025/
1274199297	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			BUS	BANK						BUS			0	141	141	14	3	-6.5	8	1	8	4.35779816513762	1	Kyrgyzstan	KG	KG		41	75	KG	1	Kyrgyzstan	KG	KG		41	75	KG	1	Kyrgyzstan	KG	KG		41	75	KG	20251114144500	https://finance.yahoo.com/news/gold-backed-stablecoins-hit-market-120832766.html
1274199298	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			CAN	CANADA	CAN								1	073	073	07	2	7.4	2	1	2	-1.48902821316615	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.forbes.com/sites/brucelee/2025/11/14/new-h3n2-subclade-k-influenza-raises-concerns-about-bad-flu-season/
1274199299	20251114	202511	2025	2025.8603	GOV	SPACE AGENCY						GOV			CHN	CHINA	CHN								1	042	042	04	1	1.9	5	1	5	-3.17460317460318	4	Wang Jie, Yunnan, China	CH	CH29	13310	22.7	101.4	-1929906	4	Wang Jie, Yunnan, China	CH	CH29	13310	22.7	101.4	-1929906	4	Wang Jie, Yunnan, China	CH	CH29	13310	22.7	101.4	-1929906	20251114144500	https://athens-times.com/end-of-anxiety-for-3-chinese-astronauts-safely-returned-to-earth/
1274199300	20251114	202511	2025	2025.8603	GOV	PRIME MINISTER						GOV			CVL	VOTER						CVL			1	051	051	05	1	3.4	4	1	4	3.18181818181818	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251114144500	https://www.dailyexcelsior.com/spectacular-victories-pm-modi-thanks-voters-as-bjp-sweeps-nagrota-nuapada-by-elections/
1274199301	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			CVL	VILLAGER						CVL			0	051	051	05	1	3.4	10	1	10	-2.29445506692161	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20251114144500	https://www.newkerala.com/news/o/cm-stalin-visit-madurai-tomorrow-celebrate-tungsten-mining-projects-802
1274199302	20251114	202511	2025	2025.8603	GOV	MINISTRY						GOV			CYM	CAYMAN ISLAND	CYM								1	036	036	03	1	4.0	5	1	5	7.50750750750751	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20251114144500	https://www.radiocayman.gov.ky/news/dcfs-hosts-first-ever-child-safeguarding-week
1274199303	20251114	202511	2025	2025.8603	GOV	GOVERNANCE						GOV			EDU	STUDENT						EDU			0	014	014	01	1	0.0	1	1	1	-1.43497757847534	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199304	20251114	202511	2025	2025.8603	GOV	GOVERNANCE						GOV			EDU	STUDENT						EDU			0	020	020	02	1	3.0	1	1	1	-1.43497757847534	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199305	20251114	202511	2025	2025.8603	GOV	ADMINISTRATION						GOV			EDU	SCHOOL						EDU			0	036	036	03	1	4.0	1	1	1	-1.43497757847534	3	Fort Worth, Texas, United States	US	USTX	TX439	32.7254	-97.3208	1380947	3	Dunbar High School, Texas, United States	US	USTX		32.5404	-96.6739	1334766	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274199306	20251114	202511	2025	2025.8603	GOV	MINIST						GOV			EUR	EUROPE	EUR								1	042	042	04	1	1.9	5	1	5	2.02429149797571	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	1	Singapore	SN	SN		1.366667	103.8	SN	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199307	20251114	202511	2025	2025.8603	GOV	KING						GOV			GBR	WELSH	GBR								1	042	042	04	1	1.9	28	1	10	3.02066772655008	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	20251114144500	https://www.mirror.co.uk/news/royals/king-charles-heads-south-wales-36248113
1274199308	20251114	202511	2025	2025.8603	GOV	KING						GOV			GBR	UNITED KINGDOM	GBR								0	084	084	08	2	7.0	4	1	4	3.02066772655008	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	20251114144500	https://www.mirror.co.uk/news/royals/king-charles-heads-south-wales-36248113
1274199309	20251114	202511	2025	2025.8603	GOV	PRIME MINISTER						GOV			GOVAGR	AGRICULTURE MINIST						GOV	AGR		1	010	010	01	1	0.0	10	1	10	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199310	20251114	202511	2025	2025.8603	GOV	GOVERNMENT						GOV			GOVBUS	CENTRAL BANK						GOV	BUS		1	020	020	02	1	3.0	5	1	5	4.35779816513762	1	Kyrgyzstan	KG	KG		41	75	KG	1	Kyrgyzstan	KG	KG		41	75	KG	1	Kyrgyzstan	KG	KG		41	75	KG	20251114144500	https://finance.yahoo.com/news/gold-backed-stablecoins-hit-market-120832766.html
1274199311	20251114	202511	2025	2025.8603	GOV	SECRETARY OF STATE						GOV			GRC	ATHENS	GRC								1	043	043	04	1	2.8	3	1	3	4.74137931034483	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	4	Athens, AttikíR, Greece	GR	GR35	16716	37.9833	23.7333	-814876	20251114144500	https://athens-times.com/kimberly-gilfoil-greek-u-s-ties-on-trajectory-of-takeoff-rubio-visit-to-athens-announced/
1274199312	20251114	202511	2025	2025.8603	GOV	PRIME MINISTER						GOV			IND	BIHAR	IND								1	042	042	04	1	1.9	2	1	2	3.41463414634146	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20251114144500	https://www.hindustantimes.com/india-news/purification-of-voter-list-narendra-modi-backs-sir-after-ndas-thumping-bihar-win-101763128016811.html
1274199313	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			IND	MADURAI	IND								0	042	042	04	1	1.9	10	1	10	-2.29445506692161	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20251114144500	https://www.newkerala.com/news/o/cm-stalin-visit-madurai-tomorrow-celebrate-tungsten-mining-projects-802
1274199314	20251114	202511	2025	2025.8603	GOV	PRESIDENT						GOV			IND	NEW DELHI	IND								1	042	042	04	1	1.9	3	1	3	1.0230179028133	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	4	Nadda, Uttaranchal, India	IN	IN39	17910	29.8675	78.5822	6241460	20251114144500	https://www.news18.com/elections/bihar-voters-paid-back-for-the-pain-of-2024-lok-sabha-elections-bjp-chief-jp-nadda-ws-l-9708465.html
1274199315	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			IND	CHHATTISGARH	IND								1	046	046	04	1	7.0	10	1	10	1.53846153846153	0								0								0								20251114144500	https://www.hindustantimes.com/india-news/chhattisgarh-govt-gives-in-principle-nod-to-14-new-irrigation-projects-101763128175592.html
1274199316	20251114	202511	2025	2025.8603	GOV	REGIME						GOV			IND	ANDHRA PRADESH	IND								0	080	080	08	2	5.0	1	1	1	2.02429149797571	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199317	20251114	202511	2025	2025.8603	GOV	REGIME						GOV			IND	ANDHRA PRADESH	IND								0	080	080	08	2	5.0	1	1	1	2.02429149797571	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199318	20251114	202511	2025	2025.8603	GOV	REGIME						GOV			IND	ANDHRA PRADESH	IND								0	080	080	08	2	5.0	2	1	2	2.02429149797571	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199319	20251114	202511	2025	2025.8603	GOV	PRIME MINISTER						GOV			IND	NEW DELHI	IND								1	084	084	08	2	7.0	2	1	2	2.58064516129032	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dailyexcelsior.com/prime-minister-to-release-21st-instalment-of-pm-kisan-on-nov-19/
1274199320	20251114	202511	2025	2025.8603	GOV	GOVERNMENT						GOV			IND	NEW DELHI	IND								1	110	110	11	3	-2.0	2	1	2	-2.40073868882733	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274199321	20251114	202511	2025	2025.8603	GOV	GOVERNMENT						GOV			IND	NEW DELHI	IND								1	110	110	11	3	-2.0	1	1	1	-2.40073868882733	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274199322	20251114	202511	2025	2025.8603	GOV	GOVERNMENT						GOV			IND	JAMMU AND KASHMIR	IND								0	192	192	19	4	-9.5	2	1	2	-5.54272517321016	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251114144500	https://www.christianitytoday.com/2025/11/hindu-nationalists-missionaries-jammu-kashmir-attack/
1274199323	20251114	202511	2025	2025.8603	GOV	AUTHORITIES						GOV			INT	FOREIGN NATIONAL						INT			0	060	060	06	2	6.0	10	1	10	-3.78619153674833	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251114144500	https://www.wqcs.org/wqcs-news/2025-11-14/six-arrested-in-martin-county-online-predator-sting-targeting-child-exploitation
1274199324	20251114	202511	2025	2025.8603	GOV	MINISTRY						GOV			ISR	ISRAEL	ISR								1	071	071	07	2	7.4	2	1	2	-4.94117647058824	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114144500	https://www.baltictimes.com/estonian_refugee_council_continues_distributing_food_aid_in_gaza_with_the_support_of_the_estonian_ministry_of_foreign_affairs/
1274199325	20251114	202511	2025	2025.8603	GOV	MINISTRY						GOV			ISR	ISRAEL	ISR								1	071	071	07	2	7.4	2	1	2	-4.94117647058824	1	Estonia	EN	EN		59	26	EN	1	Estonia	EN	EN		59	26	EN	1	Estonia	EN	EN		59	26	EN	20251114144500	https://www.baltictimes.com/estonian_refugee_council_continues_distributing_food_aid_in_gaza_with_the_support_of_the_estonian_ministry_of_foreign_affairs/
1274199326	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			JPN	NARA	JPN								1	042	042	04	1	1.9	2	1	2	2.02429149797571	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199327	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			JPN	NARA	JPN								1	042	042	04	1	1.9	2	1	2	2.02429149797571	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Hyderabad, Andhra Pradesh, India	IN	IN02	17564	17.3753	78.4744	-2097701	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
1274199328	20251114	202511	2025	2025.8603	GOV	CHIEF MINISTER						GOV			JPN	NARA	JPN								1	042	042	04	1	1.9	6	1	6	2.02429149797571	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	4	Visakhapatnam, Andhra Pradesh, India	IN	IN02	17566	17.7	83.3	-2114520	20251114144500	https://www.thehindu.com/news/national/andhra-pradesh/naidu-the-ceo-of-ap-inc-is-back-with-a-bang/article70280177.ece
