1262035094	20240909	202409	2024	2024.6822	AFR	AFRICA	AFR								ETH	ADDIS ABABA	ETH								1	046	046	04	1	7.0	2	1	2	0.495867768595041	1	Egypt	EG	EG		27	30	EG	4	Addis Ababa, (ET10), Ethiopia	ET	ET10	47692	9.03333	38.7	-603097	1	Egypt	EG	EG		27	30	EG	20250909024500	https://www.newsghana.com.gh/african-leaders-demand-climate-justice-at-addis-summit/
1262035678	20250909	202509	2025	2025.6822	GOVMIL	MINIST FOR DEFENCE						GOV	MIL		NZLGOVMIL	NEW ZEALAND	NZL					GOV	MIL		1	046	046	04	1	7.0	4	1	4	4.17633410672854	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	20250909024500	https://economictimes.indiatimes.com/news/economy/foreign-trade/india-new-zealand-hold-wide-ranging-discussions-on-defence-trade-during-foreign-office-consultations/articleshow/123776387.cms
1262035679	20250909	202509	2025	2025.6822	GOVMIL	MINIST FOR DEFENCE						GOV	MIL		NZLGOVMIL	NEW ZEALAND	NZL					GOV	MIL		1	051	051	05	1	3.4	2	1	2	4.17633410672854	1	New Zealand	NZ	NZ		-42	174	NZ	1	New Zealand	NZ	NZ		-42	174	NZ	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250909024500	https://economictimes.indiatimes.com/news/economy/foreign-trade/india-new-zealand-hold-wide-ranging-discussions-on-defence-trade-during-foreign-office-consultations/articleshow/123776387.cms
1262035680	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH													0	010	010	01	1	0.0	3	1	3	-4.19672131147541	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035681	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH													0	010	010	01	1	0.0	3	1	3	-4.19672131147541	4	Maitama, Nigeria (general), Nigeria	NI	NI00	191147	9.10306	7.49444	-2018513	0								4	Maitama, Nigeria (general), Nigeria	NI	NI00	191147	9.10306	7.49444	-2018513	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035682	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	042	042	04	1	1.9	3	1	3	-4.19672131147541	4	Abaji, Nigeria (general), Nigeria	NI	NI00	191165	8.46667	6.95	-1996687	0								4	Abaji, Nigeria (general), Nigeria	NI	NI00	191165	8.46667	6.95	-1996687	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035683	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH													0	042	042	04	1	1.9	10	1	10	-4.19672131147541	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	0								4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035684	20250909	202509	2025	2025.6822	HLH	NURSE						HLH													0	042	042	04	1	1.9	10	1	10	-4.19672131147541	4	Kwali, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.86722	7.005	-2016949	0								4	Kwali, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.86722	7.005	-2016949	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035685	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	10	1	10	-4.19672131147541	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	0								4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035686	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	4	1	4	-4.19672131147541	4	Gwagwalada, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	8.94139	7.09194	-2009949	0								4	Gwagwalada, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	8.94139	7.09194	-2009949	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035687	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	043	043	04	1	2.8	6	1	6	-4.19672131147541	4	Kuje, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.89639	7.24306	-2016210	0								4	Kuje, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.89639	7.24306	-2016210	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035688	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	2	1	2	-2.72727272727273	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20250909024500	https://santamariatimes.com/news/local/lompoc-hospital-hosting-free-lecture-series-on-arthritis-neck-and-joint-pain/article_4e2c0afc-3876-4b6c-82cf-8f133e0a3224.html
1262035689	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													1	070	070	07	2	7.0	10	1	10	-6.59898477157361	3	San Diego County, California, United States	US	USCA	CA073	33.0334	-116.801	277301	0								3	San Diego County, California, United States	US	USCA		33.0334	-116.801	277301	20250909024500	https://www.cbs8.com/article/news/local/rising-accidents-underage-riders-on-electric-motorcycles/509-e6c27c3f-4c79-4c72-8d39-1a6aafbe281f
1262035690	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	110	110	11	3	-2.0	3	1	3	-4.19672131147541	4	Gwagwalada, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	8.94139	7.09194	-2009949	0								4	Gwagwalada, Abuja Federal Capital Territory, Nigeria	NI	NI11	191147	8.94139	7.09194	-2009949	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035691	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													0	125	125	12	3	-5.0	10	1	10	-4.19672131147541	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035692	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH													0	139	139	13	3	-7.0	10	1	10	-4.19672131147541	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	0								5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035693	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH													1	190	190	19	4	-10.0	10	1	10	-5.16962843295638	0								0								0								20250909024500	https://www.liverpoolecho.co.uk/news/tv/coronation-street-star-confirms-terrifying-32436522
1262035694	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH			GOV	ADMINISTRATION						GOV			0	010	010	01	1	0.0	10	1	10	-4.19672131147541	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035695	20250909	202509	2025	2025.6822	HLH	DOCTOR						HLH			GOV	ADMINISTRATION						GOV			0	139	139	13	3	-7.0	10	1	10	-4.19672131147541	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	5	Federal Capital Territory, Abuja Federal Capital Territory, Nigeria	NI	NI11	22778	8.83333	7.16667	-1997015	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035696	20250909	202509	2025	2025.6822	HLH	HOSPITAL						HLH			NGA	NIGERIA	NGA								0	042	042	04	1	1.9	2	1	2	-4.19672131147541	4	Maitama, Nigeria (general), Nigeria	NI	NI00	191147	9.10306	7.49444	-2018513	4	Maitama, Nigeria (general), Nigeria	NI	NI00	191147	9.10306	7.49444	-2018513	4	Maitama, Nigeria (general), Nigeria	NI	NI00	191147	9.10306	7.49444	-2018513	20250909024500	https://dailytrust.com/doctors-strike-patients-resort-to-private-hospitals/
1262035697	20250909	202509	2025	2025.6822	IGOASABUS	ECONOMIC COOPERATION ORGANIZATION	ASA					IGO	BUS												0	0311	031	03	1	5.2	8	1	8	3.30882352941176	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250909024500	https://www.newscentralasia.net/2025/09/09/iran-aims-to-increase-cargo-transit-with-turkmenistan-to-20-million-tons/
1262035698	20250909	202509	2025	2025.6822	IGOASABUS	ECONOMIC COOPERATION ORGANIZATION	ASA					IGO	BUS												0	0311	031	03	1	5.2	2	1	2	3.30882352941176	1	Armenia	AM	AM		40	45	AM	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20250909024500	https://www.newscentralasia.net/2025/09/09/iran-aims-to-increase-cargo-transit-with-turkmenistan-to-20-million-tons/
1262035699	20250909	202509	2025	2025.6822	IGOASABUS	ECONOMIC COOPERATION ORGANIZATION	ASA					IGO	BUS												0	050	050	05	1	3.5	10	1	10	3.30882352941176	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250909024500	https://www.newscentralasia.net/2025/09/09/iran-aims-to-increase-cargo-transit-with-turkmenistan-to-20-million-tons/
1262035700	20250909	202509	2025	2025.6822	IGOEUREEC	THE EU	EUR	EEC				IGO			TKM	TURKMENISTAN	TKM								0	042	042	04	1	1.9	10	1	10	6.20915032679738	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20250909024500	https://www.newscentralasia.net/2025/09/09/european-union-awards-green-certificates-to-the-state-energy-institute-of-turkmenistan/
1262035701	20250909	202509	2025	2025.6822	IGOEURSCE	OSCE	EUR	SCE				IGO			FIN	FINLAND	FIN								1	057	057	05	1	8.0	10	1	10	6.77966101694915	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	4	Helsinki, Eteläuomen Läi, Finland	FI	FI13	16230	60.1756	24.9342	-1364995	20250909024500	https://www.newscentralasia.net/2025/09/09/the-osce-chairperson-in-offices-special-envoy-terhi-hakala-is-in-visit-to-ashgabat/
1262035702	20250909	202509	2025	2025.6822	IGOUNO	THE UN		UNO				IGO			GOV	GOVERNMENT						GOV			0	051	051	05	1	3.4	10	1	10	-12.0720720720721	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	20250909024500	https://www.newsghana.com.gh/un-condemns-attack-killing-50-civilians-in-northeast-nigeria/
1262035703	20250909	202509	2025	2025.6822	IGOUNO	UNITED NATIONS		UNO				IGO			NGACVL	NIGERIA	NGA					CVL			1	111	111	11	3	-2.0	10	1	10	-12.0720720720721	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	5	Borno State, Borno, Nigeria	NI	NI27	191073	11.5	13	-2003010	20250909024500	https://www.newsghana.com.gh/un-condemns-attack-killing-50-civilians-in-northeast-nigeria/
1262035704	20250909	202509	2025	2025.6822	IND	DELHI	IND																		1	112	112	11	3	-2.0	1	1	1	-11.7533718689788	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035705	20250909	202509	2025	2025.6822	IND	DELHI	IND																		1	120	120	12	3	-4.0	1	1	1	-11.7533718689788	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035706	20250909	202509	2025	2025.6822	IND	HARYANA	IND																		1	130	130	13	3	-4.4	5	1	5	-2.03488372093023	0								0								0								20250909024500	https://www.tribuneindia.com/news/haryana/iron-will-haryana-stands-2nd-in-countrys-anaemia-fight/
1262035707	20250909	202509	2025	2025.6822	IND	BIHAR	IND								INDOPP	BIHAR	IND					OPP			0	040	040	04	1	1.0	4	1	4	-1.86513629842181	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035708	20250909	202509	2025	2025.6822	IND	DELHI	IND								MOS	IMAM				MOS					1	112	112	11	3	-2.0	2	1	2	-11.7533718689788	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035709	20250909	202509	2025	2025.6822	IND	DELHI	IND								MOS	IMAM				MOS					1	120	120	12	3	-4.0	2	1	2	-11.7533718689788	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035710	20250909	202509	2025	2025.6822	IND	BIHAR	IND								MOS	IMAM				MOS					1	173	173	17	4	-5.0	1	1	1	-11.7533718689788	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035711	20250909	202509	2025	2025.6822	IND	BIHAR	IND								MOS	IMAM				MOS					1	173	173	17	4	-5.0	1	1	1	-11.7533718689788	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035712	20250909	202509	2025	2025.6822	IND	BIHAR	IND								MOS	IMAM				MOS					1	173	173	17	4	-5.0	2	1	2	-11.7533718689788	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250909024500	https://www.tribuneindia.com/news/delhi/delhi-riots-activist-gulfisha-moves-sc-against-bail-rejection/
1262035713	20250909	202509	2025	2025.6822	INDGOV	MAMATA BANERJEE	IND					GOV													0	051	051	05	1	3.4	6	1	6	-1.86513629842181	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035714	20250909	202509	2025	2025.6822	INDGOV	MAMATA BANERJEE	IND					GOV													0	051	051	05	1	3.4	4	1	4	-1.86513629842181	4	Cooch Behar, West Bengal, India	IN	IN28	17952	26.3167	89.4333	-2101127	0								4	Cooch Behar, West Bengal, India	IN	IN28	17952	26.3167	89.4333	-2101127	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035715	20250909	202509	2025	2025.6822	INDOPP	BIHAR	IND					OPP			GOV	ELECTION COMMISSION						GOV			0	120	120	12	3	-4.0	3	1	3	-1.86513629842181	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035716	20250909	202509	2025	2025.6822	INDOPP	BIHAR	IND					OPP			GOV	ELECTION COMMISSION						GOV			0	120	120	12	3	-4.0	1	1	1	-1.86513629842181	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	4	Kolkata, West Bengal, India	IN	IN28	70294	22.5697	88.3697	-2092511	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035717	20250909	202509	2025	2025.6822	INDOPP	BIHAR	IND					OPP			IND	BIHAR	IND								0	040	040	04	1	1.0	4	1	4	-1.86513629842181	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20250909024500	https://scroll.in/article/1086312/blo-brawl-why-ec-might-struggle-to-carry-out-a-bihar-style-sir-in-bengal
1262035718	20250909	202509	2025	2025.6822	IRL	TARA	IRL								CVL	CONSTITUENT						CVL			0	051	051	05	1	3.4	8	1	8	-3.19680319680319	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	1	Cambodia	CB	CB		13	105	CB	20250909024500	https://www.lowellsun.com/2025/09/08/federal-agents-in-lowell-spark-concerns-about-voter-intimidation/
1262035719	20250909	202509	2025	2025.6822	IRN	IRAN	IRN																		1	040	040	04	1	1.0	6	1	6	2.85714285714286	1	Iran	IR	IR		32	53	IR	0								1	Iran	IR	IR		32	53	IR	20250909024500	https://www.tvguide.co.uk/schedule/e89657ab-b656-5d54-aa31-a324f85ae9a5/the-repair-shop
1262035720	20250909	202509	2025	2025.6822	IRN	IRAN	IRN								IGOUNOIAE	IAEA		UNO				IGO			1	036	036	03	1	4.0	5	1	5	3.01724137931035	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250909024500	https://www.chinadaily.com.cn/a/202509/09/WS68bf858ea3108622abc9fa11.html
1262035721	20250909	202509	2025	2025.6822	IRNGOV	IRAN	IRN					GOV													1	046	046	04	1	7.0	8	1	8	3.30882352941176	1	Armenia	AM	AM		40	45	AM	0								1	Armenia	AM	AM		40	45	AM	20250909024500	https://www.newscentralasia.net/2025/09/09/iran-aims-to-increase-cargo-transit-with-turkmenistan-to-20-million-tons/
1262035722	20250909	202509	2025	2025.6822	IRNGOV	IRAN	IRN					GOV													1	046	046	04	1	7.0	2	1	2	3.30882352941176	1	Armenia	AM	AM		40	45	AM	0								1	Kazakhstan	KZ	KZ		48	68	KZ	20250909024500	https://www.newscentralasia.net/2025/09/09/iran-aims-to-increase-cargo-transit-with-turkmenistan-to-20-million-tons/
1262035723	20250909	202509	2025	2025.6822	IRNGOV	IRAN	IRN					GOV			IRN	IRANIAN	IRN								1	046	046	04	1	7.0	2	1	2	3.01724137931035	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250909024500	https://www.chinadaily.com.cn/a/202509/09/WS68bf858ea3108622abc9fa11.html
1262035724	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR																		1	020	020	02	1	3.0	4	1	4	-1.65094339622641	1	Nigeria	NI	NI		10	8	NI	0								1	Nigeria	NI	NI		10	8	NI	20250909024500	https://dailytrust.com/aqsa-day-2025-nigerian-muslims-stage-solidarity-march-for-gaza/
1262035725	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR																		0	1721	172	17	4	-5.0	2	1	2	-8.66807610993662	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250909024500	https://naija247news.com/2025/09/09/israel-warns-of-mighty-hurricane-of-airstrikes-on-gaza-to-force-hamas-surrender/
1262035726	20250909	202509	2025	2025.6822	ISR	ISRAELI	ISR																		1	195	195	19	4	-10.0	10	1	10	-4.84581497797357	4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	0								4	Golan Heights, Syria (general), Syria	SY	SY00	26337	32.9049	35.8072	-2538190	20250909024500	https://www.thehindu.com/incoming/israeli-strike-hits-near-syrian-city-of-homs-state-media/article70028301.ece
1262035727	20250909	202509	2025	2025.6822	ISR	JERUSALEM	ISR								ESP	SPANISH	ESP								1	190	190	19	4	-10.0	1	1	1	-8.66807610993662	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Spain	SP	SP		40	-4	SP	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250909024500	https://naija247news.com/2025/09/09/israel-warns-of-mighty-hurricane-of-airstrikes-on-gaza-to-force-hamas-surrender/
1262035728	20250909	202509	2025	2025.6822	ISR	JERUSALEM	ISR								ESP	SPANISH	ESP								1	190	190	19	4	-10.0	1	1	1	-8.66807610993662	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	Spain	SP	SP		40	-4	SP	1	Spain	SP	SP		40	-4	SP	20250909024500	https://naija247news.com/2025/09/09/israel-warns-of-mighty-hurricane-of-airstrikes-on-gaza-to-force-hamas-surrender/
1262035729	20250909	202509	2025	2025.6822	ISR	JERUSALEM	ISR								ESP	SPANISH	ESP								1	190	190	19	4	-10.0	5	1	5	-8.66807610993662	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250909024500	https://naija247news.com/2025/09/09/israel-warns-of-mighty-hurricane-of-airstrikes-on-gaza-to-force-hamas-surrender/
1262035730	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR								IGOUNOLEG	THE UN		UNO				IGO	LEG		0	1056	105	10	3	-5.0	2	1	2	-1.65094339622641	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250909024500	https://dailytrust.com/aqsa-day-2025-nigerian-muslims-stage-solidarity-march-for-gaza/
1262035731	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	051	051	05	1	3.4	1	1	1	-1.98019801980198	1	Israel	IS	IS		31.5	34.75	IS	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250909024500	https://www.ynetnews.com/article/skyjpea5lg
1262035732	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR								IRN	IRANIAN	IRN								0	051	051	05	1	3.4	1	1	1	-1.98019801980198	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250909024500	https://www.ynetnews.com/article/skyjpea5lg
1262035733	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR								PSE	PALESTINE	PSE								0	020	020	02	1	3.0	1	1	1	-1.65094339622641	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	Nigeria	NI	NI		10	8	NI	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250909024500	https://dailytrust.com/aqsa-day-2025-nigerian-muslims-stage-solidarity-march-for-gaza/
1262035734	20250909	202509	2025	2025.6822	ISR	ISRAEL	ISR								PSE	GAZA	PSE								0	1721	172	17	4	-5.0	1	1	1	-8.66807610993662	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250909024500	https://naija247news.com/2025/09/09/israel-warns-of-mighty-hurricane-of-airstrikes-on-gaza-to-force-hamas-surrender/
1262035735	20250909	202509	2025	2025.6822	ISRCRM	ISRAEL	ISR					CRM			ISR	JERUSALEM	ISR								0	128	128	12	3	-5.0	2	1	2	-4.19847328244275	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250909024500	https://www.ynetnews.com/article/by3mvb65xg
1262035736	20250909	202509	2025	2025.6822	ITA	ITALY	ITA																		0	180	180	18	4	-9.0	3	1	3	-13.2723112128147	4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	0								4	Roma, Lazio, Italy	IT	IT07	18350	41.9	12.4833	-126693	20250909024500	https://www.lowellsun.com/2025/09/08/arrest-log-606/
1262035737	20250909	202509	2025	2025.6822	JEWUDX	ULTRA ORTHODOX				JEW	UDX				UAF	TERRORIST						UAF			0	010	010	01	1	0.0	5	1	5	-4.10798122065728	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	20250909024500	https://www.ynetnews.com/article/hj3aje65lg
1262035738	20250909	202509	2025	2025.6822	JPN	JAPANESE	JPN																		1	080	080	08	2	5.0	8	1	8	-1.61290322580646	1	Japan	JA	JA		36	138	JA	0								1	Japan	JA	JA		36	138	JA	20250909024500	https://economictimes.indiatimes.com/markets/bonds/japanese-bonds-rally-as-yields-near-historic-highs-lure-buyers/articleshow/123776452.cms
1262035739	20250909	202509	2025	2025.6822	JPN	JAPANESE	JPN								JPNGOV	JAPAN	JPN					GOV			1	080	080	08	2	5.0	4	1	4	-1.61290322580646	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20250909024500	https://economictimes.indiatimes.com/markets/bonds/japanese-bonds-rally-as-yields-near-historic-highs-lure-buyers/articleshow/123776452.cms
