1261114025	20240903	202409	2024	2024.6658	CANGOVEDU	ONTARIO	CAN					GOV	EDU		CAN	ONTARIO	CAN								1	020	020	02	1	3.0	10	1	10	-2.85374554102259	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	4	Ottawa, Ontario, Canada	CA	CA08	12755	45.4167	-75.7	-570760	20250903163000	https://www.intelligencer.ca:443/news/local-news/school-trustees-essential/wcm/0046049b-5dda-4c25-b1a8-fb09d2ca2b77
1261115172	20250903	202509	2025	2025.6658	HTI	HAITI	HTI																		1	020	020	02	1	3.0	15	1	10	-4.29184549356223	1	Haiti	HA	HA		19	-72.416667	HA	0								1	Haiti	HA	HA		19	-72.416667	HA	20250903163000	https://www.haitilibre.com/en/news-45694-haiti-flash-the-bar-calls-for-the-shelving-of-the-draft-constitution.html
1261115173	20250903	202509	2025	2025.6658	HTI	PORT AU PRINCE	HTI								GOV	PRIME MINISTER						GOV			1	042	042	04	1	1.9	5	1	5	-4.29184549356223	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20250903163000	https://www.haitilibre.com/en/news-45694-haiti-flash-the-bar-calls-for-the-shelving-of-the-draft-constitution.html
1261115174	20250903	202509	2025	2025.6658	HUNGOV	HUNGARY	HUN					GOV													1	046	046	04	1	7.0	3	1	3	4.24929178470255	1	Hungary	HU	HU		47	20	HU	0								1	Hungary	HU	HU		47	20	HU	20250903163000	https://en.apa.az/energy-and-industry/azerbaijan-and-hungary-discussed-oil-gas-and-energy-issues-476688
1261115175	20250903	202509	2025	2025.6658	HUNGOV	HUNGARY	HUN					GOV			GOV	MINIST OF ENERGY						GOV			1	010	010	01	1	0.0	5	1	5	4.24929178470255	1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20250903163000	https://en.apa.az/energy-and-industry/azerbaijan-and-hungary-discussed-oil-gas-and-energy-issues-476688
1261115176	20250903	202509	2025	2025.6658	HUNGOV	HUNGARY	HUN					GOV			GOV	MINIST OF ENERGY						GOV			1	046	046	04	1	7.0	5	1	5	4.24929178470255	1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	1	Hungary	HU	HU		47	20	HU	20250903163000	https://en.apa.az/energy-and-industry/azerbaijan-and-hungary-discussed-oil-gas-and-energy-issues-476688
1261115177	20250903	202509	2025	2025.6658	IGOEUREEC	EUROPEAN UNION	EUR	EEC				IGO													1	071	071	07	2	7.4	10	1	10	2.67062314540059	4	Kinross, New South Wales, Australia	AS	AS02	5096	-32.7667	151.75	35399	0								4	Kinross, New South Wales, Australia	AS	AS02	5096	-32.7667	151.75	35399	20250903163000	https://www.theconstructionindex.co.uk/tenders/view/31097
1261115178	20250903	202509	2025	2025.6658	IGOEUREEC	THE EU	EUR	EEC				IGO													1	172	172	17	4	-5.0	1	1	1	-1.92525481313704	1	Austria	AU	AU		47.333333	13.333333	AU	0								1	Austria	AU	AU		47.333333	13.333333	AU	20250903163000	https://www.stiripesurse.ro/where-in-europe-still-relies-on-russian-energy_3808036
1261115179	20250903	202509	2025	2025.6658	IGOEUREEC	THE EU	EUR	EEC				IGO													1	172	172	17	4	-5.0	4	1	4	-1.92525481313704	1	Slovenia	SI	SI		46.25	15.166667	SI	0								1	Austria	AU	AU		47.333333	13.333333	AU	20250903163000	https://www.stiripesurse.ro/where-in-europe-still-relies-on-russian-energy_3808036
1261115180	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			ARMGOV	ARMENIAN	ARM					GOV			1	040	040	04	1	1.0	2	1	2	0	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250903163000	https://en.apa.az/cis-countries/armenia-and-eu-discuss-regional-routes-476702
1261115181	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			ARMGOV	ARMENIAN	ARM					GOV			1	040	040	04	1	1.0	8	1	8	0	2	Georgia, United States	US	USGA		32.9866	-83.6487	GA	1	Armenia	AM	AM		40	45	AM	1	Armenia	AM	AM		40	45	AM	20250903163000	https://en.apa.az/cis-countries/armenia-and-eu-discuss-regional-routes-476702
1261115182	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			CHN	CHINESE	CHN								0	163	163	16	4	-8.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115183	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			CHN	CHINESE	CHN								0	163	163	16	4	-8.0	4	1	4	-2.25193525686136	1	Ukraine	UP	UP		49	32	UP	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115184	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			RUS	RUSSIA	RUS								0	051	051	05	1	3.4	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115185	20250903	202509	2025	2025.6658	IGOEUREEC	THE EUROPEAN UNION	EUR	EEC				IGO			RUS	RUSSIA	RUS								0	051	051	05	1	3.4	4	1	4	-2.25193525686136	1	Ukraine	UP	UP		49	32	UP	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115186	20250903	202509	2025	2025.6658	IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		UKR	UKRAINE	UKR								0	100	100	10	3	-5.0	2	1	2	-9.49152542372877	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Kremlin, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.yahoo.com/news/articles/russia-slams-german-chancellor-calling-145640065.html
1261115187	20250903	202509	2025	2025.6658	IGOJUDICC	INTERNATIONAL CRIMINAL COURT		ICC				IGO	JUD		UKR	UKRAINE	UKR								0	100	100	10	3	-5.0	8	1	8	-9.49152542372877	1	India	IN	IN		20	77	IN	4	Kiev, Ukraine (general), Ukraine	UP	UP00	28554	50.4333	30.5167	-1044367	1	India	IN	IN		20	77	IN	20250903163000	https://www.yahoo.com/news/articles/russia-slams-german-chancellor-calling-145640065.html
1261115188	20250903	202509	2025	2025.6658	IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			GOV	SECRETARIAT						GOV			1	046	046	04	1	7.0	6	1	6	2.33463035019455	4	Ministry Of Finance, Al Qahirah, Egypt	EG	EG11	65350	30.0383	31.2394	11230796	4	Ministry Of Finance, Al Qahirah, Egypt	EG	EG11	65350	30.0383	31.2394	11230796	4	Cairo, Al Qahirah, Egypt	EG	EG11	65350	30.05	31.25	-290692	20250903163000	https://thepeninsulaqatar.com/article/03/09/2025/qatar-participates-in-116th-session-of-arab-economic-and-social-council-in-cairo
1261115189	20250903	202509	2025	2025.6658	IGOMEAARL	ARAB LEAGUE	MEA	ARL				IGO			GOV	SECRETARIAT						GOV			1	046	046	04	1	7.0	4	1	4	2.33463035019455	4	Ministry Of Finance, Al Qahirah, Egypt	EG	EG11	65350	30.0383	31.2394	11230796	4	Ministry Of Finance, Al Qahirah, Egypt	EG	EG11	65350	30.0383	31.2394	11230796	4	Ministry Of Finance, Al Qahirah, Egypt	EG	EG11	65350	30.0383	31.2394	11230796	20250903163000	https://thepeninsulaqatar.com/article/03/09/2025/qatar-participates-in-116th-session-of-arab-economic-and-social-council-in-cairo
1261115190	20250903	202509	2025	2025.6658	IGOSEAASN	ASSOCIATION OF SOUTHEAST ASIAN NATIONS	SEA	ASN				IGO			OMN	MUSCAT	OMN								1	043	043	04	1	2.8	10	1	10	7.89473684210527	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	1	Oman	MU	MU		21	57	MU	20250903163000	https://timesofoman.com/article/162349-shura-chief-meets-asean-heads-of-mission-accredited-to-the-sultanate
1261115191	20250903	202509	2025	2025.6658	IGOUNO	UNITED NATIONS		UNO				IGO			COL	COLOMBIA	COL								0	020	020	02	1	3.0	8	1	8	-9.13348946135827	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	1	Colombia	CO	CO		4	-72	CO	20250903163000	https://timesofindia.indiatimes.com/world/us/will-face-same-fate-hegseths-warning-after-us-strike-kills-11-on-venezuelan-drug-boat-claims-more-hits-will-follow/articleshow/123681073.cms
1261115192	20250903	202509	2025	2025.6658	IGOUNO	UNITED NATIONS		UNO				IGO			COL	COLOMBIA	COL								0	020	020	02	1	3.0	2	1	2	-9.13348946135827	1	Venezuela	VE	VE		8	-66	VE	1	Colombia	CO	CO		4	-72	CO	1	Venezuela	VE	VE		8	-66	VE	20250903163000	https://timesofindia.indiatimes.com/world/us/will-face-same-fate-hegseths-warning-after-us-strike-kills-11-on-venezuelan-drug-boat-claims-more-hits-will-follow/articleshow/123681073.cms
1261115193	20250903	202509	2025	2025.6658	IGOUNO	THE UN		UNO				IGO			ISR	ISRAEL	ISR								0	010	010	01	1	0.0	2	1	2	-5.50206327372764	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	1	South Africa	SF	SF		-30	26	SF	1	South Africa	SF	SF		-30	26	SF	20250903163000	https://www.yahoo.com/news/articles/swinney-pauses-funding-arms-firms-153501829.html
1261115194	20250903	202509	2025	2025.6658	IGOUNO	UNITED NATIONS		UNO				IGO			LBN	LEBANON	LBN								1	173	173	17	4	-5.0	10	1	10	-5.10204081632653	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	4	Beirut, Beyrouth, Lebanon	LE	LE04	18808	33.8719	35.5097	-801546	1	Iran	IR	IR		32	53	IR	20250903163000	https://www.manilatimes.net/2025/09/04/world/americas-emea/un-force-in-lebanon-slams-israeli-drone-attack-on-peacekeepers/2178392
1261115195	20250903	202509	2025	2025.6658	IGOUNO	THE UN		UNO				IGO			PSEREB	HAMAS	PSE					REB			1	015	015	01	1	0.0	20	1	10	-12.3134328358209	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250903163000	https://www.ruthfullyyours.com/2025/09/03/the-un-has-failed-the-7-october-rape-victims-its-acknowledgement-of-hamass-sexual-atrocities-is-too-little-too-late-sarah-kendis/
1261115196	20250903	202509	2025	2025.6658	IGOUNO	THE UN		UNO				IGO			PSEREB	HAMAS	PSE					REB			1	1821	182	18	4	-9.0	20	1	10	-12.3134328358209	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20250903163000	https://www.ruthfullyyours.com/2025/09/03/the-un-has-failed-the-7-october-rape-victims-its-acknowledgement-of-hamass-sexual-atrocities-is-too-little-too-late-sarah-kendis/
1261115197	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	2	1	2	-2.53456221198157	1	Russia	RS	RS		60	100	RS	4	Schwechat, Niederörreich, Austria	AU	AU03	5672	48.1333	16.4667	-1991440	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	20250903163000	https://www.durangoherald.com/articles/iran-increased-stockpile-of-near-weapons-grade-uranium-before-israeli-attack-un-agency-says/
1261115198	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			AUT	AUSTRIA	AUT								0	042	042	04	1	1.9	2	1	2	-2.53456221198157	1	Russia	RS	RS		60	100	RS	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Russia	RS	RS		60	100	RS	20250903163000	https://www.durangoherald.com/articles/iran-increased-stockpile-of-near-weapons-grade-uranium-before-israeli-attack-un-agency-says/
1261115199	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			IRN	IRAN	IRN								1	010	010	01	1	0.0	10	1	10	-10	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250903163000	https://biztoc.com/x/99e7e7a58a31ed28
1261115200	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			IRN	IRAN	IRN								1	012	012	01	1	-0.4	10	1	10	-10	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	1	Iran	IR	IR		32	53	IR	20250903163000	https://biztoc.com/x/99e7e7a58a31ed28
1261115201	20250903	202509	2025	2025.6658	IGOUNOIAE	IAEA		UNO				IGO			IRN	IRAN	IRN								1	030	030	03	1	4.0	2	1	2	-2.24719101123596	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	20250903163000	https://www.israelnationalnews.com/news/414346
1261115202	20250903	202509	2025	2025.6658	IGOUNOIAE	IAEA		UNO				IGO			ISR	ISRAELI	ISR								1	090	090	09	2	-2.0	2	1	2	-2.24719101123596	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	1	Israel	IS	IS		31.5	34.75	IS	4	Bushehr, Bushehr, Iran	IR	IR22	25307	28.9684	50.8385	-3057164	20250903163000	https://www.israelnationalnews.com/news/414346
1261115203	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			MED	MEDIA						MED			0	010	010	01	1	0.0	2	1	2	-2.53456221198157	1	Russia	RS	RS		60	100	RS	4	Vienna, Wien, Austria	AU	AU09	5672	48.2	16.3667	-1995499	1	Russia	RS	RS		60	100	RS	20250903163000	https://www.durangoherald.com/articles/iran-increased-stockpile-of-near-weapons-grade-uranium-before-israeli-attack-un-agency-says/
1261115204	20250903	202509	2025	2025.6658	IGOUNOIAE	INTERNATIONAL ATOMIC ENERGY AGENCY		UNO				IGO			MED	MEDIA						MED			0	010	010	01	1	0.0	2	1	2	-2.53456221198157	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	1	Russia	RS	RS		60	100	RS	20250903163000	https://www.durangoherald.com/articles/iran-increased-stockpile-of-near-weapons-grade-uranium-before-israeli-attack-un-agency-says/
1261115205	20250903	202509	2025	2025.6658	IGOUNOLEG	THE UN		UNO				IGO	LEG		PHL	PHILIPPINE	PHL								1	043	043	04	1	2.8	10	1	10	2.22222222222222	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	4	Philippine, Benguet, Philippines	RP	RP10	24213	16.45	120.55	-2445611	20250903163000	https://www.manilatimes.net/2025/09/04/news/national/ph-has-chance-of-getting-unsc-seat-manalo/2178233
1261115206	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			CHN	CHINESE	CHN								0	090	090	09	2	-2.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115207	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			CHN	CHINESE	CHN								0	090	090	09	2	-2.0	7	1	7	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115208	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIAN	RUS								0	090	090	09	2	-2.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115209	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			RUS	RUSSIAN	RUS								0	090	090	09	2	-2.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115210	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			RUSSPY	RUSSIA	RUS					SPY			0	090	090	09	2	-2.0	2	1	2	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115211	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			RUSSPY	RUSSIAN	RUS					SPY			0	090	090	09	2	-2.0	4	1	4	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115212	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			SPY	INTELLIGENCE						SPY			0	090	090	09	2	-2.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115213	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			SPY	INTELLIGENCE						SPY			0	090	090	09	2	-2.0	1	1	1	-2.25193525686136	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Moscow, Moskva, Russia	RS	RS48	25106	55.7522	37.6156	-2960561	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250903163000	https://www.washingtonexaminer.com/opinion/beltway-confidential/3787605/china-russia-north-korea-axis-not-a-military-alliance/
1261115214	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			UAF	FIGHTER						UAF			0	030	030	03	1	4.0	2	1	2	-4.46780551905387	1	Finland	FI	FI		64	26	FI	1	Sweden	SW	SW		62	15	SW	1	Finland	FI	FI		64	26	FI	20250903163000	https://foreignpolicy.com/2025/09/03/defense-military-draft-soldiers-spending-arms-buildup-manpower-demographics-personnel/
1261115215	20250903	202509	2025	2025.6658	IGOWSTNAT	NATO	WST	NAT				IGO			UAF	FIGHTER						UAF			0	030	030	03	1	4.0	8	1	8	-4.46780551905387	1	Finland	FI	FI		64	26	FI	1	Sweden	SW	SW		62	15	SW	1	Sweden	SW	SW		62	15	SW	20250903163000	https://foreignpolicy.com/2025/09/03/defense-military-draft-soldiers-spending-arms-buildup-manpower-demographics-personnel/
1261115216	20250903	202509	2025	2025.6658	IND	SIKKIM	IND																		1	051	051	05	1	3.4	5	1	5	4.48717948717949	4	Bhutia, Uttar Pradesh, India	IN	IN36	70269	26.8756	79.6761	10463756	0								4	Munnar, Kerala, India	IN	IN13	17700	10.1	77.0667	-2105113	20250903163000	https://timesofindia.indiatimes.com/life-style/travel/greenest-destinations-in-india-for-eco-conscious-travellers/articleshow/123680883.cms
1261115217	20250903	202509	2025	2025.6658	IND	MADHYA PRADESH	IND																		1	080	080	08	2	5.0	1	1	1	-1.08991825613079	5	Karnataka, Karnataka, India	IN	IN19	17688	13.5	76	-2099860	0								1	Malaysia	MY	MY		2.5	112.5	MY	20250903163000	https://www.freshplaza.com/north-america/article/9760949/india-s-onion-exports-revive-after-policy-induced-slump/
1261115218	20250903	202509	2025	2025.6658	IND	MADHYA PRADESH	IND																		1	080	080	08	2	5.0	1	1	1	-1.08991825613079	1	Malaysia	MY	MY		2.5	112.5	MY	0								1	Sri Lanka	CE	CE		7	81	CE	20250903163000	https://www.freshplaza.com/north-america/article/9760949/india-s-onion-exports-revive-after-policy-induced-slump/
1261115219	20250903	202509	2025	2025.6658	IND	HIMACHAL PRADESH	IND																		1	084	084	08	2	7.0	8	1	8	4.78723404255319	4	Gorakhpur, Uttar Pradesh, India	IN	IN36	17914	26.755	83.3739	-2096610	0								4	Gorakhpur, Uttar Pradesh, India	IN	IN36	17914	26.755	83.3739	-2096610	20250903163000	https://aninews.in/news/national/general-news/himachal-governor-releases-16th-edition-of-hindi-ka-gadya-sahitya20250903203631/
1261115220	20250903	202509	2025	2025.6658	IND	HINDUSTAN	IND																		0	112	112	11	3	-2.0	3	1	3	-7.37051792828685	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20250903163000	https://www.yahoo.com/news/articles/man-sentenced-death-locking-wife-153445610.html
1261115221	20250903	202509	2025	2025.6658	IND	NEW DELHI	IND								CHN	CHINA	CHN								1	042	042	04	1	1.9	2	1	2	3.06513409961686	1	United States	US	US		39.828175	-98.5795	US	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250903163000	https://aninews.in/news/national/politics/govts-policy-of-multi-alignment-bound-to-offer-rich-dividends-amid-us-tariffs-deve-gowda-praises-pm-modi20250903194549/
1261115222	20250903	202509	2025	2025.6658	IND	JAMMU AND KASHMIR	IND								CVL	VILLAGE						CVL			1	073	073	07	2	7.4	20	2	20	-1.98019801980198	0								0								0								20250903163000	http://www.asiabulletin.com/news/278550466/j-k-army-rescues-pregnant-woman-in-samba
1261115223	20250903	202509	2025	2025.6658	IND	BHOPAL	IND								CVL	RESIDENTS						CVL			1	172	172	17	4	-5.0	2	1	2	-6.43564356435644	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	4	Bhopal, Madhya Pradesh, India	IN	IN35	17746	23.2667	77.4	-2091670	20250903163000	https://www.centralchronicle.com/nhrc-issues-conditional-summons-over-illegal-liquor-shop-in-bhopals-arera-colony/
1261115224	20250903	202509	2025	2025.6658	IND	BHOPAL	IND								CVL	RESIDENTS						CVL			1	172	172	17	4	-5.0	4	1	4	-6.43564356435644	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://www.centralchronicle.com/nhrc-issues-conditional-summons-over-illegal-liquor-shop-in-bhopals-arera-colony/
1261115225	20250903	202509	2025	2025.6658	IND	NEW DELHI	IND								GOV	MINIST						GOV			1	043	043	04	1	2.8	2	1	2	3.06513409961686	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250903163000	https://aninews.in/news/national/politics/govts-policy-of-multi-alignment-bound-to-offer-rich-dividends-amid-us-tariffs-deve-gowda-praises-pm-modi20250903194549/
1261115226	20250903	202509	2025	2025.6658	IND	ASSAM	IND								GOV	GOVERNMENT						GOV			1	051	051	05	1	3.4	10	1	10	-1.90274841437632	4	Kamrup, Assam, India	IN	IN03	17590	26.3333	91.25	-2099347	4	Kamrup, Assam, India	IN	IN03	17590	26.3333	91.25	-2099347	4	Kamrup, Assam, India	IN	IN03	17590	26.3333	91.25	-2099347	20250903163000	https://aninews.in/news/national/general-news/assams-view-is-to-lower-gst-to-5-and-18-cm-himanta-sarma20250903210347/
1261115227	20250903	202509	2025	2025.6658	IND	NEW DELHI	IND								INDGOV	OMAR ABDULLAH	IND					GOV			1	022	022	02	1	3.2	4	1	4	-2.97265160523186	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20250903163000	https://www.dailyexcelsior.com/gst-council-meet-cm-omar-abdullah-seeks-central-support-for-terror-hit-economy/
1261115228	20250903	202509	2025	2025.6658	IND	NEW DELHI	IND								JPN	JAPAN	JPN								1	042	042	04	1	1.9	2	1	2	3.06513409961686	1	United States	US	US		39.828175	-98.5795	US	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250903163000	https://aninews.in/news/national/politics/govts-policy-of-multi-alignment-bound-to-offer-rich-dividends-amid-us-tariffs-deve-gowda-praises-pm-modi20250903194549/
1261115229	20250903	202509	2025	2025.6658	IND	NEW DELHI	IND								JUD	ADVOCATE						JUD			1	020	020	02	1	3.0	6	1	6	-4.46247464503042	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250903163000	https://aninews.in/news/national/general-news/delhi-hc-issues-notice-to-mahua-moitra-on-appeal-against-trial-court-order20250903210220/
