1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267710732	20251009	202510	2025	2025.7644	MED	MEDIA						MED													1	071	071	07	2	7.4	15	1	10	0	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251009171500	https://www.wrvo.org/2025-10-09/q-a-on-nprs-september-26-2025-filing
1267710733	20251009	202510	2025	2025.7644	MED	WRITER						MED													1	090	090	09	2	-2.0	8	1	8	-5.0531914893617	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710734	20251009	202510	2025	2025.7644	MED	WRITER						MED													1	090	090	09	2	-2.0	2	1	2	-5.0531914893617	1	Austria	AU	AU		47.333333	13.333333	AU	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251009171500	https://www.kten.com/news/rediscovered-painting-shows-madam-of-notorious-nazi-brothel/article_aeff299e-a681-5fc9-885a-cba20ae9e3a9.html
1267710735	20251009	202510	2025	2025.7644	MED	WRITER						MED													1	110	110	11	3	-2.0	3	1	3	-2.74261603375527	4	Stockholm, Stockholm, Sweden	SW	SW26	26170	59.3333	18.05	-2524279	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://timesofindia.indiatimes.com/world/europe/2025-nobel-prize-in-literature-for-beginners-who-is-lszl-krasznahorkai-meet-franz-kafka-fan-and-his-literary-heir-of-despair/articleshow/124427502.cms
1267710736	20251009	202510	2025	2025.7644	MED	WRITER						MED													1	110	110	11	3	-2.0	2	1	2	-2.74261603375527	4	Gyula, Bés, Hungary	HU	HU03	17503	46.65	21.2833	-854923	0								4	Gyula, Bés, Hungary	HU	HU03	17503	46.65	21.2833	-854923	20251009171500	https://timesofindia.indiatimes.com/world/europe/2025-nobel-prize-in-literature-for-beginners-who-is-lszl-krasznahorkai-meet-franz-kafka-fan-and-his-literary-heir-of-despair/articleshow/124427502.cms
1267710737	20251009	202510	2025	2025.7644	MED	MEDIA						MED													0	110	110	11	3	-2.0	5	1	5	0	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20251009171500	https://www.wrvo.org/2025-10-09/q-a-on-nprs-september-26-2025-filing
1267710738	20251009	202510	2025	2025.7644	MED	MEDIA						MED													0	120	120	12	3	-4.0	6	1	6	-8.22942643391522	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267710739	20251009	202510	2025	2025.7644	MED	JOURNALIST						MED													1	173	173	17	4	-5.0	2	1	2	-3.60824742268041	5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	0								5	Jigawa State, Jigawa, Nigeria	NI	NI39	22669	12	9.75	29625	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710740	20251009	202510	2025	2025.7644	MED	JOURNALIST						MED													0	181	181	18	4	-9.0	5	1	5	-0.75	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251009171500	https://www.shetlandtimes.co.uk/news/fetlar-woman-fears-for-friend-after-freedom-flotilla-inter-416326/
1267710741	20251009	202510	2025	2025.7644	MED	MEDIA						MED			AFR	AFRICA	AFR								1	042	042	04	1	1.9	4	1	4	-7.37913486005089	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710742	20251009	202510	2025	2025.7644	MED	MEDIA						MED			COP	DEPUTY						COP			1	040	040	04	1	1.0	5	1	5	3.48837209302325	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251009171500	https://thenorthlines.com/pib-jk-media-delegation-visits-iit-bombay-dae/
1267710743	20251009	202510	2025	2025.7644	MED	MEDIA						MED			COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	2	1	2	-7.37913486005089	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710744	20251009	202510	2025	2025.7644	MED	MEDIA						MED			COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	2	1	2	-7.37913486005089	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710745	20251009	202510	2025	2025.7644	MED	MEDIA						MED			COP	POLICE OFFICER						COP			1	190	190	19	4	-10.0	6	1	6	-7.37913486005089	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	4	Pretoria, Gauteng, South Africa	SF	SF06	77346	-25.7069	28.2294	-1273769	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710746	20251009	202510	2025	2025.7644	MED	MEDIA						MED			CVL	CIVIL SOCIETY						CVL			0	014	014	01	1	0.0	10	1	10	-8.33333333333332	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20251009171500	https://leadership.ng/efcc-arrests-17000-suspected-fraudsters-in-22-years/
1267710747	20251009	202510	2025	2025.7644	MED	PUBLICATION						MED			CVL	VILLAGE						CVL			1	051	051	05	1	3.4	10	1	10	4.99219968798752	4	Holkham, Norfolk, United Kingdom	UK	UKI9	40122	52.95	0.816667	-2598865	4	Holkham, Norfolk, United Kingdom	UK	UKI9	40122	52.95	0.816667	-2598865	4	Holkham, Norfolk, United Kingdom	UK	UKI9	40122	52.95	0.816667	-2598865	20251009171500	https://www.eveningnews24.co.uk/news/25530150.norfolk-villages-among-best-places-visit-autumn-2025/
1267710748	20251009	202510	2025	2025.7644	MED	MEDIA						MED			CVL	CIVIL SOCIETY						CVL			0	090	090	09	2	-2.0	10	1	10	-8.33333333333332	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20251009171500	https://leadership.ng/efcc-arrests-17000-suspected-fraudsters-in-22-years/
1267710749	20251009	202510	2025	2025.7644	MED	MEDIA						MED			GOV	AUTHORITIES						GOV			1	020	020	02	1	3.0	5	1	5	-5.97014925373134	4	Praid, Romania (general), Romania	RO	RO00	25014	46.55	25.1333	-1167748	4	Praid, Romania (general), Romania	RO	RO00	25014	46.55	25.1333	-1167748	4	Praid, Romania (general), Romania	RO	RO00	25014	46.55	25.1333	-1167748	20251009171500	https://www.romania-insider.com/pollution-valsan-river-asprete-october-2025
1267710750	20251009	202510	2025	2025.7644	MED	MEDIA						MED			IND	BOMBAY	IND								1	043	043	04	1	2.8	2	1	2	3.48837209302325	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	4	Bombay, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	4	Jammu, Jammu and Kashmir, India	IN	IN12	72851	32.7333	74.8667	-2098228	20251009171500	https://thenorthlines.com/pib-jk-media-delegation-visits-iit-bombay-dae/
1267710751	20251009	202510	2025	2025.7644	MED	MEDIA						MED			KEN	KENYAN	KEN								0	036	036	03	1	4.0	5	1	5	3.85395537525355	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	4	Kigali, (RW09), Rwanda	RW	RW09	21996	-1.95361	30.0606	-2181358	20251009171500	https://www.the-star.co.ke/news/2025-10-09-kenya-champions-global-trade-standards-at-iso-assembly-in-kigali
1267710752	20251009	202510	2025	2025.7644	MED	MEDIA						MED			KEN	KENYAN	KEN								0	036	036	03	1	4.0	2	1	2	3.85395537525355	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20251009171500	https://www.the-star.co.ke/news/2025-10-09-kenya-champions-global-trade-standards-at-iso-assembly-in-kigali
1267710753	20251009	202510	2025	2025.7644	MED	MEDIA						MED			KEN	KENYAN	KEN								0	051	051	05	1	3.4	5	1	5	3.85395537525355	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	1	Kenya	KE	KE		1	38	KE	20251009171500	https://www.the-star.co.ke/news/2025-10-09-kenya-champions-global-trade-standards-at-iso-assembly-in-kigali
1267710754	20251009	202510	2025	2025.7644	MED	JOURNALIST						MED			NGA	KANO	NGA								1	173	173	17	4	-5.0	10	1	10	-8.33333333333332	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	4	Kano, Kano, Nigeria	NI	NI29	191030	11.9964	8.51667	-2014610	20251009171500	https://leadership.ng/efcc-arrests-17000-suspected-fraudsters-in-22-years/
1267710755	20251009	202510	2025	2025.7644	MED	SPOKESMAN						MED			NGAGOV	ATIKU ABUBAKAR	NGA					GOV			1	100	100	10	3	-5.0	3	1	3	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710756	20251009	202510	2025	2025.7644	MED	SPOKESMAN						MED			NGAGOV	ATIKU ABUBAKAR	NGA					GOV			1	1053	105	10	3	-5.0	3	1	3	-4.44444444444445	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20251009171500	https://dailypost.ng/2025/10/09/hes-been-consistent-on-nnamdi-kanus-case-since-2023-ibe-defends-atiku/
1267710757	20251009	202510	2025	2025.7644	MED	WRITER						MED			USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	4.06976744186046	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	2	Rhode Island, United States	US	USRI		41.6772	-71.5101	RI	20251009171500	https://www.wwaytv3.com/simpsons-writer-bill-oakley-hosts-unique-charity-dinner-in-carolina-beach-this-weekend/
1267710758	20251009	202510	2025	2025.7644	MED	MEDIA						MED			USA	PORTLAND	USA								1	072	072	07	2	8.3	10	1	10	-3.2258064516129	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	http://www.timberjay.com/stories/government-shutdown,23573
1267710759	20251009	202510	2025	2025.7644	MED	MEDIA						MED			ZAF	PRETORIA	ZAF								1	042	042	04	1	1.9	2	1	2	-7.37913486005089	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710760	20251009	202510	2025	2025.7644	MED	MEDIA						MED			ZAF	PRETORIA	ZAF								1	042	042	04	1	1.9	2	1	2	-7.37913486005089	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Madlanga, Eastern Cape, South Africa	SF	SF05	77353	-30.9821	29.2626	-1255482	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710761	20251009	202510	2025	2025.7644	MED	MEDIA						MED			ZAF	PRETORIA	ZAF								1	042	042	04	1	1.9	2	1	2	-7.37913486005089	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	4	Matlala, Limpopo, South Africa	SF	SF09	6322	-23.806	29.0356	-1258171	20251009171500	https://sundayworld.co.za/news/saps-unaware-of-top-cop-shadrack-sibiyas-arrest-says-spokesperson/
1267710762	20251009	202510	2025	2025.7644	MEX	MEXICO	MEX								ISR	ISRAEL	ISR								0	043	043	04	1	2.8	2	1	2	-4.9645390070922	1	Mexico	MX	MX		23	-102	MX	4	Nahal Oz, HaDarom, Israel	IS	IS01	18315	31.4732	34.4978	-780808	1	Mexico	MX	MX		23	-102	MX	20251009171500	https://keyt.com/news/national-world/cnn-world/2025/10/09/twin-brothers-childhood-friends-and-idf-soldiers-who-are-the-hostages-still-held-in-gaza/
1267710763	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL													1	010	010	01	1	0.0	6	1	6	-3.41726618705036	1	Afghanistan	AF	AF		33	66	AF	0								1	Afghanistan	AF	AF		33	66	AF	20251009171500	https://www.k101fm.net/syndicated-article/?id=1640733
1267710764	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL													1	020	020	02	1	3.0	3	1	3	-2.41610738255034	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.newsweek.com/republican-ags-trump-national-guard-filings-10855040
1267710765	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL													1	070	070	07	2	7.0	10	1	10	1.96078431372549	2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	0								2	Oklahoma, United States	US	USOK		35.5376	-96.9247	OK	20251009171500	https://z94.com/ixp/127/p/lawton-food-bank-soldiers-government/
1267710766	20251009	202510	2025	2025.7644	MIL	NAVY						MIL													1	090	090	09	2	-2.0	4	1	4	-1.61616161616161	4	Escoda, Ilocos Norte, Philippines	RP	RP28	24211	18.0167	120.702	10748682	0								4	Escoda, Ilocos Norte, Philippines	RP	RP28	24211	18.0167	120.702	10748682	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478750/china-forces-disrupt-philippines-supply-mission-anew
1267710767	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL													1	090	090	09	2	-2.0	7	1	7	-3.37837837837837	2	California, United States	US	USCA		36.17	-119.746	CA	0								2	California, United States	US	USCA		36.17	-119.746	CA	20251009171500	https://www.vogue.com/fashion-shows/resort-2026/erl
1267710768	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL													1	120	120	12	3	-4.0	6	1	6	-2.41610738255034	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://www.newsweek.com/republican-ags-trump-national-guard-filings-10855040
1267710769	20251009	202510	2025	2025.7644	MIL	MILITARY FORCE						MIL													1	190	190	19	4	-10.0	5	1	5	-4.18604651162791	1	Kosovo	KV	KV		42.583333	21	KV	0								1	Kosovo	KV	KV		42.583333	21	KV	20251009171500	https://www.dailysabah.com/business/defense/kosovo-receives-turkish-kamikaze-drones-ahead-of-schedule-pm
1267710770	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL			AZEMIL	AZERBAIJAN	AZE					MIL			0	042	042	04	1	1.9	8	1	8	4.48877805486284	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Azerbaijan	AJ	AJ		40.5	47.5	AJ	1	Slovak Republic	LO	LO		48.666667	19.5	LO	20251009171500	https://news.az/news/azerbaijan-and-slovakia-explore-prospects-for-military-technical-cooperation
1267710771	20251009	202510	2025	2025.7644	MIL	COLONEL						MIL			CHN	CHINA	CHN								0	010	010	01	1	0.0	6	1	6	-1.01867572156197	4	Jiang Bin, Jiangsu, China	CH	CH04	13155	32.1017	119.812	11470092	4	Jiang Bin, Jiangsu, China	CH	CH04	13155	32.1017	119.812	11470092	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20251009171500	https://www.newsweek.com/china-underwater-fleet-threat-taiwan-submarine-hunters-10854155
1267710772	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL			COP	SECURITY FORCE						COP			0	051	051	05	1	3.4	20	1	20	6.92640692640693	1	Kosovo	KV	KV		42.583333	21	KV	1	Kosovo	KV	KV		42.583333	21	KV	1	Kosovo	KV	KV		42.583333	21	KV	20251009171500	https://www.gazetaexpress.com/en/British-Embassy-congratulates-FSKNE-for-medal-in-Cambrian-Patrol--demonstrates-professionalism-and-dedication/
1267710773	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL			COP	POLICE PERSONNEL						COP			1	084	084	08	2	7.0	10	1	10	2.15827338129496	1	Somalia	SO	SO		6	48	SO	1	Somalia	SO	SO		6	48	SO	1	Somalia	SO	SO		6	48	SO	20251009171500	https://news.az/news/un-to-reduce-global-peacekeeping-force-by-25
1267710774	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL			COP	SECURITY FORCE						COP			0	150	150	15	4	-7.2	20	1	20	6.92640692640693	1	Kosovo	KV	KV		42.583333	21	KV	1	Kosovo	KV	KV		42.583333	21	KV	1	Kosovo	KV	KV		42.583333	21	KV	20251009171500	https://www.gazetaexpress.com/en/British-Embassy-congratulates-FSKNE-for-medal-in-Cambrian-Patrol--demonstrates-professionalism-and-dedication/
1267710775	20251009	202510	2025	2025.7644	MIL	NAVY						MIL			CVLLAB	CIVILIAN						CVL	LAB		1	040	040	04	1	1.0	5	1	5	-1.6260162601626	1	Italy	IT	IT		42.833333	12.833333	IT	1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251009171500	https://www.stripes.com/branches/navy/2025-10-09/shutdown-navy-landlords-rent-civilian-workers-19369145.html
1267710776	20251009	202510	2025	2025.7644	MIL	GENERALS						MIL			GOVMIL	DEFENSE SECRETARY						GOV	MIL		1	051	051	05	1	3.4	10	1	10	-3.65296803652968	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20251009171500	https://www.aei.org/op-eds/our-troops-need-more-than-a-warrior-ethos/
1267710777	20251009	202510	2025	2025.7644	MIL	COMMANDER						MIL			QAT	QATAR	QAT								1	051	051	05	1	3.4	4	1	4	1.36239782016349	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	1	Israel	IS	IS		31.5	34.75	IS	20251009171500	https://www.qatar-tribune.com/article/198463/latest-news/lekhwiya-honours-martyr-al-dosari-with-posthumous-promotion-and-medals
1267710778	20251009	202510	2025	2025.7644	MIL	MILITARY						MIL			TWN	TAIWAN	TWN								1	190	190	19	4	-10.0	8	1	8	-4.7923322683706	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	4	Penghu, Penghu Xian, Taiwan	TW	TW17	13277	23.57	119.57	-2633978	20251009171500	https://www.rfa.org:443/english/china/2025/10/09/taiwan-china-military-disinformation-report/
1267710779	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	LOS ANGELES	USA								1	072	072	07	2	8.3	6	1	6	-7.77310924369748	3	Los Angeles, California, United States	US	USCA	CA037	34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251009171500	https://www.yahoo.com/news/articles/trumps-national-guard-us-cities-164003419.html
1267710780	20251009	202510	2025	2025.7644	MIL	ARMY						MIL			USA	UNITED STATES	USA								1	090	090	09	2	-2.0	2	1	2	-2.04081632653061	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.ktbs.com/news/louisiana-national-guard-troops-help-with-security-patrols-in-washington-d-c/article_e61d89fe-108d-47d1-9104-efa1d3b36723.html
1267710781	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	PORTLAND	USA								1	154	154	15	4	-7.2	2	1	2	-4.43458980044346	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	3	Portland, Oregon, United States	US	USOR	OR051	45.5235	-122.676	1136645	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://www.msnbc.com/rachel-maddow-show/maddowblog/portland-trump-claims-are-odds-administrations-assessments-rcna236660
1267710782	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	CHICAGO	USA								0	154	154	15	4	-7.2	4	1	4	-8.22942643391522	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267710783	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	UNITED STATES	USA								0	170	170	17	4	-7.0	2	1	2	-8.22942643391522	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267710784	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	CHICAGO	USA								0	170	170	17	4	-7.0	6	1	6	-8.22942643391522	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267710785	20251009	202510	2025	2025.7644	MIL	NATIONAL GUARD						MIL			USA	CHICAGO	USA								0	170	170	17	4	-7.0	2	1	2	-8.22942643391522	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://www.silive.com/politics/2025/10/heres-the-shocking-reason-trump-wants-these-2-democrats-in-prison.html
1267710786	20251009	202510	2025	2025.7644	MIL	WARSHIP						MIL			USA	UNITED STATES	USA								0	190	190	19	4	-10.0	1	1	1	-4.95412844036697	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.kten.com/news/politics/white-house-rebukes-colombian-president-s-claim-that-boat-us-struck-off-venezuela-coast-was/article_ef05a156-6c3f-5204-a24d-e609d5ed0c6a.html
1267710787	20251009	202510	2025	2025.7644	MIL	WARSHIP						MIL			USA	WASHINGTON	USA								0	190	190	19	4	-10.0	2	1	2	-4.95412844036697	4	Caribbean Sea, Belize (general), Belize	BH	BH00		15	-75	-1149009	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	4	Caracas, Distrito Federal, Venezuela	VE	VE25	31959	10.5	-66.9167	-938457	20251009171500	https://www.kten.com/news/politics/white-house-rebukes-colombian-president-s-claim-that-boat-us-struck-off-venezuela-coast-was/article_ef05a156-6c3f-5204-a24d-e609d5ed0c6a.html
1267710788	20251009	202510	2025	2025.7644	MILCVL	NAVY						MIL	CVL		MIL	NAVY						MIL			1	040	040	04	1	1.0	10	1	10	-1.6260162601626	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	1	Bahrain	BA	BA		26	50.5	BA	20251009171500	https://www.stripes.com/branches/navy/2025-10-09/shutdown-navy-landlords-rent-civilian-workers-19369145.html
1267710789	20251009	202510	2025	2025.7644	MNC	CHEVRON						MNC													1	111	111	11	3	-2.0	5	1	5	3.36763330215154	0								0								0								20251009171500	https://www.businesscar.co.uk/car-reviews/citroen-c5-aircross-review/
1267710790	20251009	202510	2025	2025.7644	MNCJPN	TOYOTA	JPN					MNC			MIL	CRUISER						MIL			1	010	010	01	1	0.0	3	1	3	-3.60824742268041	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	4	Babura, Jigawa, Nigeria	NI	NI39	191412	12.773	9.01583	-2001378	4	Dutse, Jigawa, Nigeria	NI	NI39	22803	11.7594	9.33921	-2005564	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
1267710791	20251009	202510	2025	2025.7644	MNCJPN	TOYOTA	JPN					MNC			MIL	CRUISER						MIL			1	010	010	01	1	0.0	1	1	1	-3.60824742268041	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	4	Jigawa, Kano, Nigeria	NI	NI29	22847	11.951	7.93842	-2013704	20251009171500	https://dailypost.ng/2025/10/09/man-arrested-in-jigawa-for-alleged-stealing-of-ambulance-from-niger-republic/
