1263999631	20240919	202409	2024	2024.7096	MIL	LIEUTENANT GENERAL						MIL			RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.72340425531915	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250919061500	https://www.independent.ie/world-news/europe/babushka-bomber-caught-after-assassination-plot-on-head-of-russian-defence-business/a91213973.html
1264000210	20250919	202509	2025	2025.7096	GOV	KING						GOV			GBR	UNITED KINGDOM	GBR								0	036	036	03	1	4.0	22	1	10	5.71428571428572	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1264000211	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	4	1	4	-3.55486862442041	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	20250919061500	https://www.independent.ie/world-news/britain/president-putin-has-let-me-down-says-donald-trump-as-he-dodges-questions-on-peter-mandelson-link-to-jeffrey-epstein/a2046446345.html
1264000212	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	5.71428571428572	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1264000213	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			GBR	UNITED KINGDOM	GBR								0	042	042	04	1	1.9	4	1	2	-1.40056022408963	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20250919061500	https://www.thedailybeast.com/donald-trumps-cankles-on-full-display-in-white-house-return/
1264000214	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			GBR	UNITED KINGDOM	GBR								0	043	043	04	1	2.8	2	1	2	-1.40056022408963	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	20250919061500	https://www.thedailybeast.com/donald-trumps-cankles-on-full-display-in-white-house-return/
1264000215	20250919	202509	2025	2025.7096	GOV	PRINCE						GOV			GBR	UNITED KINGDOM	GBR								0	138	138	13	3	-7.0	10	1	10	5.71428571428572	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1264000216	20250919	202509	2025	2025.7096	GOV	KINGDOM						GOV			ISR	ISRAEL	ISR								1	043	043	04	1	2.8	2	1	2	-2.27272727272727	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919061500	https://www.newslaundry.com/2025/09/19/beyond-brotherhood-why-the-new-saudi-pakistan-pact-matters
1264000217	20250919	202509	2025	2025.7096	GOV	KINGDOM						GOV			ISRGOV	ISRAEL	ISR					GOV			1	043	043	04	1	2.8	2	1	2	-2.27272727272727	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919061500	https://www.newslaundry.com/2025/09/19/beyond-brotherhood-why-the-new-saudi-pakistan-pact-matters
1264000218	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			JPN	JAPANESE	JPN								0	017	017	01	1	0.0	1	1	1	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	North Korea	KN	KN		40	127	KN	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1264000219	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			JPN	JAPANESE	JPN								0	017	017	01	1	0.0	4	1	4	-5.56586270871985	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Japan	JA	JA		36	138	JA	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.bangkokpost.com/business/general/3106238/wars-and-geopolitical-tensions-drive-global-oil-prices-higher
1264000220	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			KOR	SOUTH KOREA	KOR								1	010	010	01	1	0.0	1	1	1	0.46893317702228	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20250919061500	https://www.koreaherald.com/article/10579394
1264000221	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			KOR	SOUTH KOREA	KOR								1	010	010	01	1	0.0	2	1	2	0.46893317702228	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Tashkent, Toshkent Shahri, Uzbekistan	UZ	UZ13	37316	41.3167	69.25	-2579372	20250919061500	https://www.koreaherald.com/article/10579394
1264000222	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			KOR	SOUTH KOREA	KOR								1	010	010	01	1	0.0	4	1	4	0.46893317702228	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://www.koreaherald.com/article/10579394
1264000223	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			LEG	CONGRESS						LEG			1	040	040	04	1	1.0	10	1	10	-1.66112956810631	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	5	Kerala, Kerala, India	IN	IN13	17699	10	76.5	-2100307	20250919061500	https://www.thehindu.com/news/national/kerala/rahul-sonia-in-wayanad-for-all-india-congress-committee-meeting-with-kpcc-president-sunny-joseph/article70068789.ece
1264000224	20250919	202509	2025	2025.7096	GOV	AUTHORITIES						GOV			MIL	MILITARY						MIL			1	012	012	01	1	-0.4	3	1	3	-3.02593659942363	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250919061500	https://www.nbcconnecticut.com/news/national-international/remains-believed-to-be-of-washington-father-accused-of-killing-3-daughters-are-found/3640231/
1264000225	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			MIL	MILITARY						MIL			1	070	070	07	2	7.0	6	1	6	0.1923076923077	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1264000226	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			MIL	MILITARY						MIL			1	070	070	07	2	7.0	2	1	2	0.1923076923077	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Jingde, Shanghai, China	CH	CH23	13243	31.0205	121.124	11113073	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1264000227	20250919	202509	2025	2025.7096	GOV	AUTHORITIES						GOV			MIL	MILITARY						MIL			1	110	110	11	3	-2.0	3	1	3	-3.02593659942363	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250919061500	https://www.nbcconnecticut.com/news/national-international/remains-believed-to-be-of-washington-father-accused-of-killing-3-daughters-are-found/3640231/
1264000228	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			MIL	MILITARY						MIL			1	120	120	12	3	-4.0	6	1	6	0.1923076923077	4	Taipei, T'ai-pei, Taiwan	TW	TW03	13277	25.0478	121.532	-2637882	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1264000229	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			MIL	MILITARY						MIL			1	120	120	12	3	-4.0	2	1	2	0.1923076923077	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656255/
1264000230	20250919	202509	2025	2025.7096	GOV	MINIST						GOV			MYS	SARAWAK	MYS								1	010	010	01	1	0.0	8	1	8	-5.91133004926108	4	Labuan, Labuan, Malaysia	MY	MY15	37367	5.27667	115.242	-2404406	4	Labuan, Labuan, Malaysia	MY	MY15	37367	5.27667	115.242	-2404406	4	Labuan, Labuan, Malaysia	MY	MY15	37367	5.27667	115.242	-2404406	20250919061500	https://www.thestar.com.my/news/nation/2025/09/19/over-1000-slopes-in-malaysia-at-high-risk-of-collapse-says-works-minister
1264000231	20250919	202509	2025	2025.7096	GOV	GOVERNANCE						GOV			MYS	MALAYSIA	MYS								1	112	112	11	3	-2.0	4	1	4	-1.36363636363637	4	Sepang, Selangor, Malaysia	MY	MY12	18585	2.6931	101.75	-2403350	4	Sepang, Selangor, Malaysia	MY	MY12	18585	2.6931	101.75	-2403350	4	Sepang, Selangor, Malaysia	MY	MY12	18585	2.6931	101.75	-2403350	20250919061500	https://www.thestar.com.my/news/nation/2025/09/19/poor-governance-to-blame-for-kampung-sungai-baru-issue-says-macc-chief
1264000232	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NPL	NEPAL	NPL								1	036	036	03	1	4.0	1	1	1	-0.49504950495049	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20250919061500	https://thehimalayantimes.com/nepal/nepal-marks-constitution-day-national-day-amid-political-transition
1264000233	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			NPL	NEPAL	NPL								1	051	051	05	1	3.4	2	1	2	6.45161290322581	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://thehimalayantimes.com/school-times/south-korea-welcomes-appointment-of-pm-sushila-karki
1264000234	20250919	202509	2025	2025.7096	GOV	STATE SECRETARY						GOV			NPL	NEPAL	NPL								1	051	051	05	1	3.4	2	1	2	5.5793991416309	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://thehimalayantimes.com/kathmandu/us-state-secretary-rubio-congratulates-nepal-on-constitution-day-reaffirms-support-for-democratic-path
1264000235	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			NPL	NEPAL	NPL								1	051	051	05	1	3.4	2	1	2	6.45161290322581	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20250919061500	https://thehimalayantimes.com/school-times/south-korea-welcomes-appointment-of-pm-sushila-karki
1264000236	20250919	202509	2025	2025.7096	GOV	STATE SECRETARY						GOV			NPL	NEPAL	NPL								1	051	051	05	1	3.4	6	1	6	5.5793991416309	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://thehimalayantimes.com/kathmandu/us-state-secretary-rubio-congratulates-nepal-on-constitution-day-reaffirms-support-for-democratic-path
1264000237	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NPL	NEPAL	NPL								1	060	060	06	2	6.0	1	1	1	-0.49504950495049	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20250919061500	https://thehimalayantimes.com/nepal/nepal-marks-constitution-day-national-day-amid-political-transition
1264000238	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			NPLGOV	NEPAL	NPL					GOV			1	051	051	05	1	3.4	2	1	2	6.45161290322581	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://thehimalayantimes.com/school-times/south-korea-welcomes-appointment-of-pm-sushila-karki
1264000239	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			NPLGOV	NEPAL	NPL					GOV			1	051	051	05	1	3.4	4	1	4	6.45161290322581	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://thehimalayantimes.com/school-times/south-korea-welcomes-appointment-of-pm-sushila-karki
1264000240	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NZLEDU	WELLINGTON	NZL					EDU			0	010	010	01	1	0.0	6	1	6	-0.97465886939571	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000241	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NZLEDU	WELLINGTON	NZL					EDU			0	010	010	01	1	0.0	2	1	2	-0.97465886939571	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000242	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NZLEDU	WELLINGTON	NZL					EDU			0	042	042	04	1	1.9	6	1	6	-0.97465886939571	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000243	20250919	202509	2025	2025.7096	GOV	PRIME MINISTER						GOV			NZLEDU	WELLINGTON	NZL					EDU			0	042	042	04	1	1.9	2	1	2	-0.97465886939571	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000244	20250919	202509	2025	2025.7096	GOV	AUTHORITIES						GOV			NZLHLH	WELLINGTON	NZL					HLH			0	042	042	04	1	1.9	8	1	8	-0.97465886939571	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	4	Wellington, New Zealand (general), New Zealand	NZ	NZ00	22391	-41.3	174.783	-1521348	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000245	20250919	202509	2025	2025.7096	GOV	AUTHORITIES						GOV			NZLHLH	WELLINGTON	NZL					HLH			0	042	042	04	1	1.9	2	1	2	-0.97465886939571	4	Batwa, Gujarat, India	IN	IN09	17644	22.95	72.6167	-2090822	5	Uttar Pradesh, Uttar Pradesh, India	IN	IN36	17938	27.25	80.75	-2113996	4	Batwa, Gujarat, India	IN	IN09	17644	22.95	72.6167	-2090822	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1264000246	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			PHL	PHILIPPINE	PHL								1	051	051	05	1	3.4	8	1	8	1.36986301369863	4	Sumilao, Bukidnon, Philippines	RP	RP12	24265	8.28722	124.946	-2454400	4	Sumilao, Bukidnon, Philippines	RP	RP12	24265	8.28722	124.946	-2454400	4	Sumilao, Bukidnon, Philippines	RP	RP12	24265	8.28722	124.946	-2454400	20250919061500	https://www.rappler.com/moveph/towns-awardees-list-cielo-magno-kristina-conti/
1264000247	20250919	202509	2025	2025.7096	GOV	ADMINISTRATION						GOV			PHL	PHILIPPINE	PHL								1	190	190	19	4	-10.0	10	1	10	-1.76817288801571	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	2	Hawaii, United States	US	USHI		21.1098	-157.531	HI	20250919061500	https://www.sunstar.com.ph/bacolod/sugar-agency-miller-step-up-organic-solution-vs-sugarcane-pest
1264000248	20250919	202509	2025	2025.7096	GOV	SECURITY COUNCIL						GOV			PSE	GAZA	PSE								0	036	036	03	1	4.0	2	1	2	-3.26530612244898	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://www.brecorder.com/news/40383553/us-casts-6th-veto-at-united-nations-over-war-in-gaza
1264000249	20250919	202509	2025	2025.7096	GOV	SECURITY COUNCIL						GOV			PSE	GAZA	PSE								0	046	046	04	1	7.0	2	1	2	-3.26530612244898	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250919061500	https://www.brecorder.com/news/40383553/us-casts-6th-veto-at-united-nations-over-war-in-gaza
1264000250	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			PTY	POLITICIAN									1	010	010	01	1	0.0	2	1	2	0.46893317702228	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	4	Seoul, Soul-t'ukpyolsi, South Korea	KS	KS11	24984	37.5664	127	-716583	20250919061500	https://www.koreaherald.com/article/10579394
1264000251	20250919	202509	2025	2025.7096	GOV	GOVERNOR						GOV			RWA	RWANDA	RWA								1	080	080	08	2	5.0	8	1	8	0	4	Rubavu, Ouest, Rwanda	RW	RW14	21998	-1.6731	29.2802	10957741	4	Rubavu, Ouest, Rwanda	RW	RW14	21998	-1.6731	29.2802	10957741	4	Rubavu, Ouest, Rwanda	RW	RW14	21998	-1.6731	29.2802	10957741	20250919061500	https://allafrica.com/stories/202509190104.html
1264000252	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			SYC	SEYCHELLES	SYC								1	020	020	02	1	3.0	4	1	4	10.3678929765886	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	India	IN	IN		20	77	IN	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250919061500	https://www.statehouse.gov.sc/news/6582/new-indian-high-commissioner-formally-accredited
1264000253	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			SYC	SEYCHELLES	SYC								1	020	020	02	1	3.0	6	1	6	10.3678929765886	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	1	Seychelles	SE	SE		-4.583333	55.666667	SE	20250919061500	https://www.statehouse.gov.sc/news/6582/new-indian-high-commissioner-formally-accredited
1264000254	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			TWN	TAIWAN	TWN								0	112	112	11	3	-2.0	6	1	6	-0.77519379844962	4	Honiara, Solomon Islands (general), Solomon Islands	BP	BP00	18585	-9.43333	159.95	-1546211	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1264000255	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			TWN	TAIWAN	TWN								0	112	112	11	3	-2.0	2	1	2	-0.77519379844962	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Australia	AS	AS		-25	135	AS	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1264000256	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			TWN	TAIWAN	TWN								0	112	112	11	3	-2.0	2	1	2	-0.77519379844962	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	1	Taiwan	TW	TW		24	121	TW	4	Beijing, Beijing, China	CH	CH22	13001	39.9289	116.388	-1898541	20250919061500	https://www.theepochtimes.com/world/china-exports-village-surveillance-model-to-solomon-islands-5916794
1264000257	20250919	202509	2025	2025.7096	GOV	PRESIDENT						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	2	1	2	-11.0370370370371	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20250919061500	https://themoderatevoice.com/right-wing-extremist-violence-is-more-frequent-and-more-deadly-than-left-wing-violence-what-the-data-shows/
1264000258	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			USA	UNITED STATES	USA								0	010	010	01	1	0.0	2	1	2	3.14769975786925	3	San Tan Valley, Arizona, United States	US	USAZ	AZ021	33.1911	-111.528	2576311	3	San Tan Valley, Arizona, United States	US	USAZ		33.1911	-111.528	2576311	3	San Tan Valley, Arizona, United States	US	USAZ		33.1911	-111.528	2576311	20250919061500	https://www.12news.com/article/news/local/arizona/newly-appointed-town-council-members-share-vision-for-san-tan-valleys-future-arizona/75-f121f6ed-e004-4137-8fb4-429aa8bdca42
1264000259	20250919	202509	2025	2025.7096	GOV	GOVERNMENT						GOV			USA	MASSACHUSETTS	USA								1	010	010	01	1	0.0	7	1	7	4.02597402597402	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/pa-joins-northeast-state-health-coalition/
1264000260	20250919	202509	2025	2025.7096	GOV	KING						GOV			USA	THE US	USA								0	036	036	03	1	4.0	6	1	6	5.71428571428572	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1264000261	20250919	202509	2025	2025.7096	GOV	KING						GOV			USA	UNITED STATES	USA								1	040	040	04	1	1.0	2	1	2	-1.40056022408963	5	Essex, Essex, United Kingdom	UK	UKE4	40108	51.8333	0.583333	-2595724	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250919061500	https://www.thedailybeast.com/donald-trumps-cankles-on-full-display-in-white-house-return/
